,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Matrícula,Origem,Potência,Quilómetros,Segmento,Tipo de Caixa,Série,Valor Fixo
1077,2013,,Diesel,Usados,8073115746,Mercedes-Benz,,,110 cv,104 000 km,Utilitário,,Classe A,Sim
1078,2019,,Gasolina,Usados,8074286531,Opel,,,83 cv,9 691 km,SUV / TT,,,
1079,2017,Classe 1,Diesel,Usados,8074302764,Peugeot,,,100 cv,48 000 km,SUV / TT,Automática,,
1080,2006,,Diesel,Usados,8075724788,Audi,39-CQ-03,Nacional,140 cv,157 000 km,Utilitário,Manual,,Sim
1081,2018,,Diesel,Usados,8075726243,Ford,,,120 cv,40 000 km,Utilitário,,,
1082,2017,,Diesel,Usados,8069256918,Renault,,,110 cv,92 000 km,Carrinha,Automática,,
1083,2014,,Diesel,Usados,8074400392,Renault,,,90 cv,133 791 km,SUV / TT,Manual,,
1084,2001,,Diesel,Usados,8075726286,Chrysler,00-00-00,,141 cv,233 000 km,Monovolume,Manual,,Sim
1085,2015,Classe 1,Gasolina,Usados,8074399465,Ford,,Nacional,69 cv,46 496 km,Pequeno citadino,Manual,,Sim
1086,2006,Classe 1,Diesel,Usados,8075726302,Mitsubishi,,Nacional,136 cv,251 000 km,SUV / TT,,,Sim
1087,2019,,Gasolina,Usados,8069736553,Smart,04-XE-72,,71 cv,19 633 km,Citadino,Automática,,Sim
1088,2018,Classe 1,Diesel,Usados,8045841384,BMW,76-XI-32,,116 cv,23 219 km,Citadino,Automática,Série 1,Sim
1089,2011,Classe 1,Diesel,Usados,8062177655,BMW,00-00-00,Nacional,143 cv,249 000 km,Sedan,Manual,Série 3,
1090,2018,Classe 1,Diesel,Usados,8073199931,Volvo,25UH46,,120 cv,35 690 km,Utilitário,Manual,,
1091,2018,Classe 1,Diesel,Usados,8073200483,Volvo,14UZ57,,150 cv,20 209 km,Carrinha,Manual,,
1092,2015,,Eléctrico,Usados,8069632146,VW,,Nacional,115 cv,97 000 km,Utilitário,Automática,,
1093,2017,,Diesel,Usados,8069256918,Renault,,,110 cv,92 000 km,Carrinha,Automática,,
1094,2018,,Diesel,Usados,8073199052,Mercedes-Benz,33-VU-92,Nacional,194 cv,25 445 km,Carrinha,Automática,Classe E,
1095,2010,Classe 1,Gasolina,Usados,8075723491,Toyota,78-ZA-29,Importado,100 cv,121 856 km,Pequeno citadino,Manual,,
1096,2008,Classe 1,Diesel,Usados,8062060747,Fiat,,Nacional,105 cv,147 000 km,Utilitário,Manual,,Sim
1097,2011,Classe 1,Diesel,Usados,8074400763,Skoda,03-LN-72,Nacional,105 cv,170 000 km,SUV / TT,Manual,,
1098,2007,,Diesel,Usados,8075726343,Peugeot,00-00-00,,136 cv,343 000 km,Carrinha,Manual,,
1099,2006,,Diesel,Usados,8075725948,Ford,,Nacional,140 cv,239 800 km,Monovolume,Manual,,
1100,2018,Classe 1,Diesel,Usados,8045841384,BMW,76-XI-32,,116 cv,23 219 km,Citadino,Automática,Série 1,Sim
1101,2013,,Gasolina,Usados,8073188946,BMW,22-XT-56,,170 cv,70 000 km,Utilitário,Automática,Série 1,
1102,2006,Classe 1,GPL,Usados,8059230632,Dodge,,,506 cv,115 000 km,SUV / TT,Automática,,
1103,2019,Classe 1,Gasolina,Usados,8075726527,SEAT,,Nacional,95 cv,12 500 km,SUV / TT,Manual,,
1104,2018,,Diesel,Usados,8073199095,Volvo,26UH07,,120 cv,31 300 km,Carrinha,,,
1105,2015,,Diesel,Usados,8073097115,Mercedes-Benz,,,136 cv,208 000 km,Carrinha,Automática,Classe C,
1106,1999,Classe 1,Gasolina,Usados,8075590635,Honda,,Nacional,90 cv,254 000 km,Carrinha,Manual,,
1107,2016,Classe 1,Gasolina,Usados,8074400670,Fiat,00-SI-83,Nacional,69 cv,43 556 km,Pequeno citadino,Manual,,
1108,2009,Classe 1,Diesel,Usados,8073201677,Ford,92-HU-64,Nacional,136 cv,106 266 km,SUV / TT,Manual,,Sim
1109,2014,Classe 1,Diesel,Usados,8075726133,Peugeot,,,120 cv,136 028 km,Carrinha,Manual,,
1110,2010,Classe 1,Diesel,Usados,8075725595,Toyota,,Nacional,90 cv,253 316 km,SUV / TT,Manual,,Sim
1111,1999,Classe 1,Gasolina,Usados,8075590635,Honda,,Nacional,90 cv,254 000 km,Carrinha,Manual,,
1112,2012,,Gasolina,Usados,8073099662,Toyota,,,68 cv,35 867 km,Pequeno citadino,,,Sim
1113,2018,Classe 1,Diesel,Usados,8074396377,Peugeot,,,120 cv,122 725 km,Carrinha,Automática,,
1114,2008,Classe 1,Diesel,Usados,8075725702,Ford,,Nacional,125 cv,224 910 km,Carrinha,Manual,,Sim
1115,2017,Classe 1,Diesel,Usados,8069845469,Nissan,93-TG-03,Nacional,110 cv,73 354 km,SUV / TT,Manual,,
1116,2016,Classe 1,Gasolina,Usados,8073188939,Nissan,16-QT-27,Importado,600 cv,16 000 km,Coupé,Automática,,Sim
1117,2012,,Gasolina,Usados,8073099662,Toyota,,,68 cv,35 867 km,Pequeno citadino,,,Sim
1118,2018,Classe 1,Diesel,Usados,8074518820,Nissan,22-VV-97,Nacional,110 cv,37 700 km,SUV / TT,Manual,,Sim
1119,2019,Classe 1,Gasolina,Usados,8075726225,Nissan,,Nacional,140 cv,7 081 km,SUV / TT,Manual,,
1120,2017,,Gasolina,Usados,8075724545,Fiat,00-00-00,Nacional,69 cv,52 000 km,Pequeno citadino,Manual,,Sim
1121,2016,Classe 1,Diesel,Usados,8045936690,Mercedes-Benz,,,194 cv,110 000 km,Sedan,Automática,Classe E,
1122,2010,,Diesel,Usados,8075626366,Volvo,,,110 cv,100 000 km,Carrinha,,,
1123,2019,Classe 1,Diesel,Usados,8075723261,BMW,,,116 cv,1 099 km,Citadino,Manual,Série 1,
1124,2017,,Diesel,Usados,8075724521,Renault,00-00-00,Nacional,75 cv,89 000 km,Citadino,Manual,,Sim
1125,2016,Classe 1,Gasolina,Usados,8064226365,Renault,,Importado,120 cv,56 000 km,Carrinha,Automática,,
1126,2017,,Gasolina,Usados,8075724566,Citroën,00-00-00,Nacional,68 cv,58 200 km,Pequeno citadino,Manual,,Sim
1127,2014,Classe 1,Diesel,Usados,8053818754,BMW,,Importado,184 cv,92 000 km,Coupé,Automática,Série 4,Sim
1128,2019,Classe 1,Diesel,Usados,8075723649,Mercedes-Benz,,,194 cv,18 250 km,Carrinha,Automática,Classe E,
1129,2017,Classe 1,Diesel,Usados,8059096565,Toyota,,Nacional,90 cv,35 000 km,Citadino,Manual,,
1130,2012,,Gasolina,Usados,8075724850,Fiat,00-00-00,Nacional,70 cv,99 000 km,Citadino,Manual,,
1131,1999,Classe 1,Diesel,Usados,8075357421,BMW,,,140 cv,313 000 km,Carrinha,Manual,Série 5,
1132,2015,,Diesel,Usados,8060301923,Nissan,00-00-00,,110 cv,161 000 km,SUV / TT,Manual,,Sim
1133,1996,Classe 1,Diesel,Usados,8075721081,Mercedes-Benz,,Nacional,113 cv,316 000 km,Sedan,Automática,Classe E,
1134,2017,Classe 1,Diesel,Usados,8059096565,Toyota,,Nacional,90 cv,35 000 km,Citadino,Manual,,
1135,2019,Classe 1,Diesel,Usados,8075723909,BMW,,Nacional,116 cv,18 775 km,SUV / TT,Automática,Série X,
1136,2014,Classe 1,Diesel,Usados,8071317045,VW,49-OQ-44,Nacional,115 cv,160 480 km,Monovolume,Manual,,Sim
1137,2004,Classe 1,GPL,Usados,8069506462,Audi,,Nacional,177 cv,237 414 km,Sedan,Manual,,
1138,2006,Classe 1,Diesel,Usados,8072703098,Skoda,,Nacional,140 cv,210 000 km,Sedan,Manual,,
1139,2006,,Diesel,Usados,8075724788,Audi,39-CQ-03,Nacional,140 cv,157 000 km,Utilitário,Manual,,Sim
1140,2010,Classe 1,Gasolina,Usados,8075723491,Toyota,78-ZA-29,Importado,100 cv,121 856 km,Pequeno citadino,Manual,,
1141,2017,,Diesel,Usados,8071192839,Mercedes-Benz,,,136 cv,47 481 km,SUV / TT,Automática,Classe GLA,Sim
1142,2006,,Diesel,Usados,8075716789,Peugeot,,Nacional,204 cv,145 000 km,Coupé,Automática,,
1143,1995,Classe 1,Gasolina,Usados,8075365689,Opel,,Importado,110 cv,75 km,Sedan,Manual,,
1144,2017,,Diesel,Usados,8075723383,Peugeot,,,120 cv,127 000 km,SUV / TT,Automática,,
1145,2011,Classe 1,Diesel,Usados,8073085290,Chevrolet,,Nacional,163 cv,150 000 km,Sedan,Manual,,Sim
1146,2015,,Diesel,Usados,8060301923,Nissan,00-00-00,,110 cv,161 000 km,SUV / TT,Manual,,Sim
1147,2007,Classe 1,Diesel,Usados,8075265413,Opel,,,150 cv,185 000 km,Carrinha,Manual,,
1148,2011,Classe 1,Diesel,Usados,8075724129,Mercedes-Benz,,,204 cv,195 000 km,Coupé,Automática,Classe C,
1149,2013,Classe 1,Diesel,Usados,8071224898,Mercedes-Benz,,,109 cv,122 000 km,Utilitário,Manual,Classe A,
1150,2005,Classe 1,Diesel,Usados,8075279766,Opel,,Nacional,70 cv,327 000 km,Citadino,Manual,,
1151,2010,,Diesel,Usados,8075626366,Volvo,,,110 cv,100 000 km,Carrinha,,,
1152,2005,,Gasolina,Usados,8075724000,Peugeot,,,115 cv,170 000 km,Sedan,,,
1153,2014,Classe 1,Gasolina,Usados,8075724188,BMW,,Nacional,431 cv,53 000 km,Coupé,Automática,Série 4,
1154,2014,Classe 1,Diesel,Usados,8053818754,BMW,,Importado,184 cv,92 000 km,Coupé,Automática,Série 4,Sim
1155,1983,,Gasolina,Usados,8075367373,Citroën,,,50 cv,107 300 km,Citadino,Manual,,
1156,2015,,Híbrido (Gasolina),Usados,8073286561,Toyota,00-00-00,Nacional,136 cv,43 453 km,Utilitário,Automática,,Sim
1157,2009,Classe 1,Diesel,Usados,8072706391,Citroën,,Nacional,140 cv,220 000 km,Sedan,Manual,,Sim
1158,2014,Classe 1,Híbrido (Gasolina),Usados,8073112704,Porsche,,,416 cv,142 091 km,Sedan,Automática,,
1159,2008,Classe 1,Diesel,Usados,8040214385,BMW,,Nacional,177 cv,129 000 km,Carrinha,Automática,Série 3,
1160,2015,Classe 1,Diesel,Usados,8056649965,Renault,,Nacional,112 cv,92 000 km,Carrinha,Manual,,
1161,2013,Classe 1,Diesel,Usados,8065854494,Renault,,Importado,89 cv,32 000 km,Citadino,Manual,,
1162,2006,Classe 1,Diesel,Usados,8072703098,Skoda,,Nacional,140 cv,210 000 km,Sedan,Manual,,
1163,2014,Classe 1,Gasolina,Usados,8067445831,Ford,,Importado,182 cv,79 000 km,Citadino,Manual,,
1164,2016,Classe 1,Diesel,Usados,8069130630,VW,,Importado,110 cv,55 000 km,Utilitário,Manual,,
1165,2009,Classe 1,Gasolina,Usados,8075721725,Peugeot,05-IP-36,Nacional,60 cv,76 213 km,Citadino,Manual,,
1166,2019,,Diesel,Usados,8066308945,Peugeot,02-XS-28,Nacional,180 cv,16 643 km,Carrinha,Automática,,Sim
1167,2015,Classe 1,Diesel,Usados,8075721414,BMW,,Nacional,190 cv,55 580 km,Coupé,Automática,Série 4,
1168,2010,Classe 1,Diesel,Usados,8071199627,Audi,,Nacional,143 cv,207 000 km,Carrinha,Manual,,
1169,2013,Classe 1,Diesel,Usados,8071224898,Mercedes-Benz,,,109 cv,122 000 km,Utilitário,Manual,Classe A,
1170,2005,Classe 1,Diesel,Usados,8075722511,Citroën,,Nacional,110 cv,310 000 km,Utilitário,Manual,,
1171,2019,,Diesel,Usados,8070972630,Citroën,25-XL-72,Nacional,130 cv,9 100 km,Monovolume,Manual,,Sim
1172,2016,Classe 1,Diesel,Usados,8058807748,Toyota,,Importado,90 cv,74 200 km,Carrinha,Manual,,
1173,1996,Classe 1,Diesel,Usados,8075721081,Mercedes-Benz,,Nacional,113 cv,316 000 km,Sedan,Automática,Classe E,
1174,2017,Classe 1,Diesel,Usados,8074539386,Fiat,,Nacional,95 cv,42 000 km,Carrinha,Manual,,
1175,2009,Classe 1,Diesel,Usados,8043114484,Ford,,Nacional,125 cv,218 000 km,Carrinha,Manual,,
1176,2016,Classe 1,Gasolina,Usados,8064226365,Renault,,Importado,120 cv,56 000 km,Carrinha,Automática,,
1177,1997,Classe 1,Diesel,Usados,8073148270,Ford,,Nacional,110 cv,275 000 km,Monovolume,Manual,,
1178,1991,Classe 1,Diesel,Usados,8072813852,Mercedes-Benz,,Importado,150 cv,560 000 km,Sedan,Manual,,Sim
1179,2007,Classe 2,Diesel,Usados,8072971667,Nissan,,Nacional,174 cv,216 000 km,SUV / TT,Manual,,
1180,2006,Classe 1,Diesel,Usados,8069099520,Opel,,,75 cv,302 000 km,Citadino,Manual,,
1181,2015,Classe 1,Gasolina,Usados,8075721138,Mercedes-Benz,41-QQ-91,Nacional,90 cv,21 500 km,Utilitário,Manual,Classe A,Sim
1182,2014,Classe 1,Diesel,Usados,8075721939,BMW,47-PB-22,Nacional,116 cv,180 715 km,Carrinha,Manual,Série 3,
1183,2017,Classe 1,Diesel,Usados,8074539386,Fiat,,Nacional,95 cv,42 000 km,Carrinha,Manual,,
1184,2002,Classe 1,Gasolina,Usados,8067444562,VW,,Nacional,102 cv,143 000 km,Utilitário,Manual,,
1185,2019,,Diesel,Usados,8070972630,Citroën,25-XL-72,Nacional,130 cv,9 100 km,Monovolume,Manual,,Sim
1186,2008,,Diesel,Usados,8075722615,Opel,,,125 cv,241 000 km,Utilitário,Manual,,
1187,2017,,Diesel,Usados,8064737408,BMW,00-00-00,,116 cv,99 000 km,Utilitário,Automática,Série 1,
1188,2004,Classe 1,Diesel,Usados,8073013538,Peugeot,,,70 cv,252 000 km,Carrinha,Manual,,
1189,2011,Classe 1,Diesel,Usados,8066131180,Peugeot,,Nacional,112 cv,99 200 km,Cabrio,Manual,,
1190,2004,Classe 1,Gasolina,Usados,8071226502,BMW,,Nacional,170 cv,113 000 km,Cabrio,Manual,Série Z,
1191,2016,,Diesel,Usados,8075617429,Citroën,,,120 cv,72 000 km,Monovolume,Automática,,Sim
1192,2007,Classe 1,Diesel,Usados,8075265413,Opel,,,150 cv,185 000 km,Carrinha,Manual,,
1193,2016,,Diesel,Usados,8075617429,Citroën,,,120 cv,72 000 km,Monovolume,Automática,,Sim
1194,2019,Classe 1,Diesel,Usados,8075723261,BMW,,,116 cv,1 099 km,Citadino,Manual,Série 1,
1195,2019,,Gasolina,Usados,8070245154,Nissan,63-VZ-83,Nacional,100 cv,12 772 km,Citadino,Manual,,
1196,2019,,Diesel,Usados,8066308945,Peugeot,02-XS-28,Nacional,180 cv,16 643 km,Carrinha,Automática,,Sim
1197,2014,,Diesel,Usados,8073033593,Peugeot,,,120 cv,151 225 km,Utilitário,Manual,,
1198,2009,Classe 1,Diesel,Usados,8072706391,Citroën,,Nacional,140 cv,220 000 km,Sedan,Manual,,Sim
1199,2011,Classe 1,Diesel,Usados,8071199128,Mercedes-Benz,,,170 cv,232 000 km,Carrinha,Manual,Classe C,
1200,2018,,Diesel,Usados,8064128787,Opel,91-UT-16,Nacional,95 cv,28 530 km,Citadino,Manual,,
1201,2019,Classe 1,Diesel,Usados,8075586393,Renault,,Nacional,90 cv,17 000 km,Carrinha,Manual,,
1202,2018,,Gasolina,Usados,8066063624,SEAT,12-UZ-02,Nacional,75 cv,31 987 km,Pequeno citadino,Manual,,
1203,2018,,Gasolina,Usados,8053894175,Opel,86-VR-61,Nacional,70 cv,12 964 km,Pequeno citadino,Manual,,
1204,1991,Classe 1,Diesel,Usados,8072813852,Mercedes-Benz,,Importado,150 cv,560 000 km,Sedan,Manual,,Sim
1205,2015,,Diesel,Usados,8073032848,Peugeot,,,120 cv,157 000 km,Carrinha,Manual,,
1206,2019,,Gasolina,Usados,8053896954,Opel,32-UR-70,Nacional,70 cv,10 971 km,Pequeno citadino,Manual,,
1207,2015,Classe 1,Diesel,Usados,8056649965,Renault,,Nacional,112 cv,92 000 km,Carrinha,Manual,,
1208,2019,,Gasolina,Usados,8070245643,Nissan,69-XA-49,Nacional,100 cv,18 517 km,Citadino,Manual,,
1209,2017,Classe 1,Diesel,Usados,8074378128,Renault,,,90 cv,58 183 km,Citadino,Manual,,
1210,2011,Classe 1,Diesel,Usados,8075641587,Opel,,Nacional,95 cv,200 000 km,Monovolume,Manual,,
1211,2015,,Gasolina,Usados,8070678063,SEAT,58-PX-82,Nacional,85 cv,74 916 km,Citadino,Manual,,
1212,2016,Classe 1,Diesel,Usados,8069130630,VW,,Importado,110 cv,55 000 km,Utilitário,Manual,,
1213,2016,,Diesel,Usados,8057331780,Audi,35-RQ-23,Nacional,110 cv,128 346 km,Utilitário,Manual,,
1214,2010,Classe 1,Gasolina,Usados,8075720456,SEAT,,Nacional,105 cv,173 000 km,Citadino,Manual,,
1215,2015,Classe 1,Diesel,Usados,8075721414,BMW,,Nacional,190 cv,55 580 km,Coupé,Automática,Série 4,
1216,2017,,Diesel,Usados,8071005822,Nissan,61-TX-46,Nacional,110 cv,35 121 km,SUV / TT,Manual,,
1217,2009,Classe 1,Diesel,Usados,8043114484,Ford,,Nacional,125 cv,218 000 km,Carrinha,Manual,,
1218,2018,,Gasolina,Usados,8043280955,Opel,35-UN-32,Nacional,105 cv,18 822 km,Utilitário,Manual,,
1219,2019,Classe 1,Diesel,Usados,8075586393,Renault,,Nacional,90 cv,17 000 km,Carrinha,Manual,,
1220,2017,,Diesel,Usados,8056750467,Peugeot,67-TA-15,Nacional,100 cv,50 393 km,Carrinha,Manual,,
1221,2016,,Gasolina,Usados,8057292648,VW,36-RM-32,Nacional,75 cv,98 609 km,Citadino,Manual,,
1222,2018,,Diesel,Usados,8051451134,Opel,76-UP-71,Nacional,110 cv,29 145 km,Utilitário,Manual,,
1223,2017,Classe 1,Diesel,Usados,8074378128,Renault,,,90 cv,58 183 km,Citadino,Manual,,
1224,2017,,Diesel,Usados,8064737408,BMW,00-00-00,,116 cv,99 000 km,Utilitário,Automática,Série 1,
1225,2016,,Diesel,Usados,8059105964,BMW,79-UE-51,Nacional,116 cv,71 941 km,Utilitário,Manual,Série 1,
1226,2014,Classe 1,Gasolina,Usados,8067445831,Ford,,Importado,182 cv,79 000 km,Citadino,Manual,,
1227,2011,Classe 1,Diesel,Usados,8075641587,Opel,,Nacional,95 cv,200 000 km,Monovolume,Manual,,
1228,2011,Classe 1,Diesel,Usados,8066131180,Peugeot,,Nacional,112 cv,99 200 km,Cabrio,Manual,,
1229,2002,Classe 1,Gasolina,Usados,8067444562,VW,,Nacional,102 cv,143 000 km,Utilitário,Manual,,
1230,2018,,Gasolina,Usados,8072869774,Opel,95-VT-73,Nacional,70 cv,14 095 km,Pequeno citadino,Manual,,
1231,2011,,Diesel,Usados,8075720936,Nissan,,,110 cv,164 000 km,SUV / TT,Manual,,
1232,2019,,Gasolina,Usados,8070245154,Nissan,63-VZ-83,Nacional,100 cv,12 772 km,Citadino,Manual,,
1233,2014,Classe 1,Diesel,Usados,8075721939,BMW,47-PB-22,Nacional,116 cv,180 715 km,Carrinha,Manual,Série 3,
1234,2014,Classe 1,Eléctrico,Usados,8072810721,Tesla,,Importado,421 cv,131 900 km,Sedan,Automática,,
1235,2018,,Diesel,Usados,8058662346,BMW,25-UI-34,Nacional,116 cv,43 945 km,Utilitário,Manual,Série 1,
1236,2015,Classe 1,Gasolina,Usados,8075721138,Mercedes-Benz,41-QQ-91,Nacional,90 cv,21 500 km,Utilitário,Manual,Classe A,Sim
1237,2014,,Diesel,Usados,8073033593,Peugeot,,,120 cv,151 225 km,Utilitário,Manual,,
1238,2014,Classe 1,Eléctrico,Usados,8072810721,Tesla,,Importado,421 cv,131 900 km,Sedan,Automática,,
1239,2018,,Gasolina,Usados,8049246994,Renault,70-UI-52,Nacional,90 cv,51 510 km,SUV / TT,Manual,,
1240,2012,,Diesel,Usados,8053807486,Citroën,,,92 cv,138 000 km,Citadino,Manual,,Sim
1241,2014,,Diesel,Usados,8075719980,BMW,55-PE-50,Nacional,143 cv,155 573 km,Sedan,Manual,Série 3,
1242,2016,Classe 1,Diesel,Usados,8071329869,VW,,Nacional,110 cv,144 274 km,Carrinha,Manual,,Sim
1243,2019,,Diesel,Usados,8066308945,Peugeot,02-XS-28,Nacional,180 cv,16 643 km,Carrinha,Automática,,Sim
1244,2011,Classe 1,Diesel,Usados,8075680287,Mercedes-Benz,,,170 cv,229 776 km,Sedan,Manual,,Sim
1245,2011,,Diesel,Usados,8075459776,BMW,,,115 cv,189 820 km,Carrinha,Manual,Série 3,Sim
1246,2018,Classe 1,Gasolina,Usados,8075720443,Smart,92-UI-98,,90 cv,19 400 km,Pequeno citadino,Automática,,
1247,2017,Classe 1,Diesel,Usados,8073197835,BMW,92-SZ-25,Nacional,116 cv,62 475 km,Utilitário,Manual,Série 1,
1248,2015,,Diesel,Usados,8075720140,Peugeot,,,120 cv,188 860 km,Carrinha,Manual,,
1249,2019,,Diesel,Usados,8066308945,Peugeot,02-XS-28,Nacional,180 cv,16 643 km,Carrinha,Automática,,Sim
1250,2006,Classe 1,Gasolina,Usados,8072247313,Smart,32-BX-65,Nacional,75 cv,169 108 km,Citadino,Manual,,
1251,2008,,Diesel,Usados,8074394302,Peugeot,,,110 cv,251 000 km,Utilitário,Manual,,
1252,2014,Classe 1,Diesel,Usados,8071978530,Hyundai,88-OZ-77,Nacional,75 cv,150 896 km,Citadino,Manual,,
1253,2011,,Diesel,Usados,8075459776,BMW,,,115 cv,189 820 km,Carrinha,Manual,Série 3,Sim
1254,2014,Classe 1,Diesel,Usados,8075586953,Mitsubishi,,Nacional,115 cv,52 000 km,SUV / TT,Manual,,Sim
1255,2016,,Gasolina,Usados,8054643753,BMW,,,372 cv,21 000 km,Coupé,Semi-automática,serie-m,
1256,2019,Classe 1,Diesel,Usados,8063374906,Mercedes-Benz,,Nacional,116 cv,1 800 km,Utilitário,Automática,Classe A,
1257,2019,Classe 1,Gasolina,Usados,8075720477,SEAT,,Nacional,115 cv,7 642 km,SUV / TT,Automática,,
1258,2010,Classe 1,Diesel,Usados,8073198688,Renault,,Importado,110 cv,196 000 km,Carrinha,Automática,,Sim
1259,1978,,Gasolina,Usados,8072912388,Fiat,,,70 cv,96 000 km,Sedan,,,
1260,2017,Classe 1,Diesel,Usados,8074394321,Fiat,,Nacional,95 cv,52 223 km,SUV / TT,Manual,,
1261,2016,Classe 1,Diesel,Usados,8074394150,Alfa Romeo,,Nacional,120 cv,61 038 km,Utilitário,Manual,,
1262,2019,Classe 1,Diesel,Usados,8063374906,Mercedes-Benz,,Nacional,116 cv,1 800 km,Utilitário,Automática,Classe A,
1263,2008,Classe 1,Diesel,Usados,8075720216,SEAT,,,105 cv,235 000 km,Utilitário,Automática,,Sim
1264,2019,Classe 1,Gasolina,Usados,8075720254,SEAT,,Nacional,115 cv,6 238 km,SUV / TT,Manual,,
1265,1974,,Gasolina,Usados,8072911885,Citroën,,,50 cv,44 000 km,Carrinha,,,Sim
1266,1986,,Gasolina,Usados,8072912558,Ford,,,70 cv,90 000 km,Sedan,,,Sim
1267,2018,Classe 1,Gasolina,Usados,8066760156,Peugeot,,Nacional,82 cv,21 500 km,SUV / TT,Manual,,
1268,2017,Classe 1,Gasolina,Usados,8075708522,Ford,05-TV-42,Nacional,125 cv,35 000 km,Utilitário,Manual,,
1269,2012,,Híbrido (Diesel),Usados,8075719761,DS,,,2 cv,167 000 km,Utilitário,,,
1270,2019,Classe 1,Gasolina,Usados,8073198577,Ford,05-XE-54,Nacional,85 cv,12 295 km,Citadino,Manual,,
1271,2013,Classe 1,Diesel,Usados,8071978227,Skoda,59-NS-96,Nacional,75 cv,103 010 km,Carrinha,Manual,,
1272,2016,Classe 1,Diesel,Usados,8075484704,Peugeot,,,120 cv,138 786 km,SUV / TT,Automática,,Sim
1273,2010,,Gasolina,Usados,8074395579,Citroën,,,156 cv,85 000 km,Citadino,Manual,,Sim
1274,2013,,Diesel,Usados,8073088578,Peugeot,,,200 cv,147 000 km,Carrinha,Automática,,
1275,2012,Classe 1,Diesel,Usados,8074395001,Audi,,Nacional,173 cv,148 722 km,Sedan,Manual,,Sim
1276,2008,Classe 1,Gasolina,Usados,8075720426,Mercedes-Benz,,Nacional,156 cv,228 000 km,Sedan,Manual,Classe C,Sim
1277,2011,Classe 1,Diesel,Usados,8074265368,BMW,89-LV-75,Nacional,184 cv,118 613 km,Carrinha,Manual,Série 5,
1278,2014,Classe 1,Diesel,Usados,8075586953,Mitsubishi,,Nacional,115 cv,52 000 km,SUV / TT,Manual,,Sim
1279,1989,,Gasolina,Usados,8072912072,Chevrolet,,Importado,150 cv,120 000 km,Sedan,Automática,,
1280,2001,,Gasolina,Usados,8072911784,Ford,,,170 cv,191 000 km,Carrinha,,,Sim
1281,2017,,Diesel,Usados,8069624731,Renault,,,110 cv,88 803 km,Carrinha,Manual,,
1282,2016,,Gasolina,Usados,8059886729,BMW,,Importado,431 cv,15 800 km,Coupé,Manual,Série 4,
1283,1978,,Gasolina,Usados,8072912388,Fiat,,,70 cv,96 000 km,Sedan,,,
1284,1999,Classe 1,Gasolina,Usados,8075058776,VW,,Nacional,50 cv,200 670 km,Citadino,Manual,,
1285,2012,Classe 1,Diesel,Usados,8065059834,Audi,,Nacional,244 cv,298 000 km,Coupé,Automática,,
1286,2019,Classe 1,Gasolina,Usados,8074297516,Ford,81-XE-91,Nacional,85 cv,16 000 km,Citadino,Manual,,Sim
1287,2017,Classe 1,Diesel,Usados,8043499119,BMW,,Nacional,116 cv,31 463 km,Utilitário,Manual,Série 1,Sim
1288,2009,Classe 1,Gasolina,Usados,8075720037,Chevrolet,,Nacional,82 cv,75 000 km,Citadino,Manual,,
1289,1972,Classe 2,Diesel,Usados,8075681500,Land Rover,,,75 cv,27 700 km,SUV / TT,Manual,,Sim
1290,1976,,Gasolina,Usados,8072911844,Citroën,,,50 cv,65 000 km,Carrinha,,,
1291,2015,,Diesel,Usados,8063215670,Peugeot,,Importado,100 cv,146 000 km,Carrinha,Manual,,
1292,2002,,Diesel,Usados,8073118494,Opel,00-00-00,Nacional,90 cv,275 000 km,SUV / TT,Manual,,Sim
1293,2017,Classe 1,Diesel,Usados,8043499119,BMW,,Nacional,116 cv,31 463 km,Utilitário,Manual,Série 1,Sim
1294,2006,Classe 1,Diesel,Usados,8075611099,Renault,,Nacional,70 cv,201 671 km,Citadino,Manual,,
1295,2019,Classe 1,Gasolina,Usados,8074297516,Ford,81-XE-91,Nacional,85 cv,16 000 km,Citadino,Manual,,Sim
1296,2010,,Diesel,Usados,8061428317,Opel,,,125 cv,231 455 km,Utilitário,Manual,,
1297,2010,Classe 1,Diesel,Usados,8075719156,Renault,,,90 cv,131 000 km,Carrinha,Manual,,
1298,1998,,Gasolina,Usados,8073197656,Subaru,,,218 cv,158 457 km,Coupé,Manual,,
1299,2010,Classe 1,Gasolina,Usados,8064771045,Citroën,,Nacional,55 cv,120 000 km,Pequeno citadino,Manual,,
1300,2014,,Diesel,Usados,8051853400,Citroën,,Importado,92 cv,114 000 km,Citadino,Manual,,
1301,1974,,Gasolina,Usados,8072911885,Citroën,,,50 cv,44 000 km,Carrinha,,,Sim
1302,2018,,Diesel,Usados,8075719147,Opel,,,136 cv,31 000 km,SUV / TT,Manual,,
1303,2003,Classe 1,Diesel,Usados,8072488368,Opel,,Nacional,100 cv,299 793 km,Carrinha,Manual,,
1304,2017,,Diesel,Usados,8060916277,Peugeot,34-XF-98,,100 cv,141 000 km,SUV / TT,Manual,,Sim
1305,2016,,Diesel,Usados,8075719376,VW,,Nacional,110 cv,55 256 km,Carrinha,Manual,,Sim
1306,2018,Classe 1,Híbrido (Gasolina),Usados,8075719759,BMW,,Nacional,252 cv,35 500 km,Sedan,Automática,Série 5,
