,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Matrícula,Origem,Potência,Quilómetros,Segmento,Tipo de Caixa,Série,Valor Fixo
1307,2006,,Gasolina,Usados,8074437906,Audi,,,350 cv,175 000 km,Monovolume,Automática,,Sim
1308,2004,Classe 1,Diesel,Usados,8075718973,Smart,,Importado,41 cv,135 224 km,Utilitário,Automática,,
1309,2016,Classe 1,Diesel,Usados,8075719346,Renault,,,90 cv,46 567 km,SUV / TT,Manual,,Sim
1310,2016,,Diesel,Usados,8075718922,Renault,,,110 cv,60 000 km,SUV / TT,,,
1311,2017,,Diesel,Usados,8060916277,Peugeot,34-XF-98,,100 cv,141 000 km,SUV / TT,Manual,,Sim
1312,2005,Classe 1,Gasolina,Usados,8067442066,BMW,,,260 cv,38 700 km,Coupé,Automática,Série 6,Sim
1313,2016,Classe 1,Gasolina,Usados,8068038762,Mercedes-Benz,,Importado,193 cv,45 000 km,Coupé,Automática,Classe C,
1314,2014,,Diesel,Usados,8069736008,Mercedes-Benz,62-PI-67,,170 cv,128 001 km,Carrinha,Manual,Classe C,Sim
1315,2012,,Gasolina,Usados,8075719070,Citroën,,,68 cv,48 000 km,Pequeno citadino,Automática,,Sim
1316,1989,,Gasolina,Usados,8072912072,Chevrolet,,Importado,150 cv,120 000 km,Sedan,Automática,,
1317,2016,Classe 1,Gasolina,Usados,8075718058,Porsche,,Importado,580 cv,28 000 km,Coupé,Automática,911 (Todos),
1318,2002,Classe 1,Gasolina,Usados,8070503606,SEAT,,Nacional,60 cv,210 985 km,Citadino,Manual,,
1319,1972,Classe 2,Diesel,Usados,8075681500,Land Rover,,,75 cv,27 700 km,SUV / TT,Manual,,Sim
1320,2013,,Diesel,Usados,8062177334,Toyota,14NR75,,90 cv,74 917 km,Citadino,Manual,,Sim
1321,2016,,Híbrido (Gasolina),Usados,8055220098,Porsche,00-00-00,,416 cv,64 524 km,SUV / TT,Automática,,Sim
1322,2014,Classe 1,Diesel,Usados,8074626687,Peugeot,,Nacional,120 cv,54 300 km,Monovolume,Automática,,Sim
1323,2006,Classe 1,Diesel,Usados,8075718701,Hyundai,,Nacional,150 cv,176 200 km,SUV / TT,Manual,,Sim
1324,2017,,Gasolina,Usados,8073189047,Fiat,00-00-00,Nacional,69 cv,45 900 km,Citadino,Manual,,Sim
1325,2015,,Diesel,Usados,8062178226,Mercedes-Benz,61QE41,,109 cv,111 946 km,Utilitário,Manual,Classe A,Sim
1326,2018,,Eléctrico,Usados,8074358975,Citroën,85-VU-46,Nacional,67 cv,7 080 km,Carrinha,Automática,,Sim
1327,2012,Classe 1,Diesel,Usados,8075213473,Audi,,,170 cv,200 000 km,Carrinha,Manual,,
1328,2017,,Diesel,Usados,8062177902,VW,34TF17,,75 cv,40 580 km,Citadino,Manual,,Sim
1329,2014,,Diesel,Usados,8062177261,Opel,19OT95,,95 cv,97 821 km,Citadino,Manual,,Sim
1330,2008,,Diesel,Usados,8075718948,Renault,,Nacional,175 cv,193 400 km,Monovolume,Manual,,
1331,2017,Classe 1,Diesel,Usados,8075717951,Ford,,Importado,95 cv,99 741 km,Citadino,Manual,,
1332,2014,,Diesel,Usados,8051853400,Citroën,,Importado,92 cv,114 000 km,Citadino,Manual,,
1333,2005,Classe 1,Diesel,Usados,8056505919,Mercedes-Benz,,Nacional,170 cv,160 000 km,Coupé,Automática,Classe CLK,
1334,2004,,Diesel,Usados,8075718932,VW,,Importado,130 cv,284 081 km,Carrinha,Manual,,Sim
1335,2018,Classe 1,Gasolina,Usados,8072311522,SEAT,,,300 cv,19 400 km,Utilitário,Manual,,
1336,2015,,Diesel,Usados,8062177533,Renault,96PZ82,,110 cv,138 007 km,Utilitário,Manual,,Sim
1337,2005,,Diesel,Usados,8073641288,Peugeot,,,69 cv,719 952 km,Utilitário,,,Sim
1338,2014,Classe 1,Híbrido (Diesel),Usados,8044174277,Volvo,,,285 cv,196 000 km,Carrinha,Automática,,Sim
1339,2005,Classe 1,Diesel,Usados,8056505919,Mercedes-Benz,,Nacional,170 cv,160 000 km,Coupé,Automática,Classe CLK,
1340,2006,,Gasolina,Usados,8073187161,Mercedes-Benz,,Nacional,116 cv,80 000 km,Citadino,Automática,Classe A,
1341,2017,,Diesel,Usados,8073189052,Peugeot,00-00-00,Nacional,75 cv,55 200 km,Citadino,Manual,,Sim
1342,2015,,Diesel,Usados,8062178252,BMW,75QG63,,258 cv,68 863 km,Carrinha,Automática,Série 5,Sim
1343,2018,,Eléctrico,Usados,8074358975,Citroën,85-VU-46,Nacional,67 cv,7 080 km,Carrinha,Automática,,Sim
1344,2017,,Gasolina,Usados,8073112753,Fiat,00-00-00,Nacional,69 cv,61 100 km,Pequeno citadino,Manual,,Sim
1345,2017,,Diesel,Usados,8062178260,SEAT,56SS29,,115 cv,101 769 km,Carrinha,Manual,,Sim
1346,2016,,Diesel,Usados,8062178235,Opel,71SH06,,110 cv,85 824 km,Utilitário,Manual,,Sim
1347,2017,,Gasolina,Usados,8062177593,SEAT,54UA68,,75 cv,13 251 km,Utilitário,Manual,,Sim
1348,2014,Classe 1,Diesel,Usados,8074626687,Peugeot,,Nacional,120 cv,54 300 km,Monovolume,Automática,,Sim
1349,2014,,Diesel,Usados,8062177273,Nissan,00PF55,,110 cv,89 405 km,SUV / TT,Manual,,Sim
1350,2001,Classe 1,Gasolina,Usados,8072882583,Porsche,,Nacional,300 cv,50 000 km,Cabrio,Manual,911 (Todos),
1351,2018,Classe 1,Gasolina,Usados,8072311522,SEAT,,,300 cv,19 400 km,Utilitário,Manual,,
1352,2008,,Gasolina,Usados,8075718745,SEAT,,Nacional,70 cv,109 125 km,Citadino,Manual,,Sim
1353,2015,,Diesel,Usados,8062177383,Audi,40PM63,,110 cv,111 512 km,Utilitário,Manual,,Sim
1354,2018,,Diesel,Usados,8062178151,Volvo,81UF63,,190 cv,48 812 km,Carrinha,Automática,,Sim
1355,1996,,Diesel,Usados,8073197481,Mitsubishi,,,125 cv,260 724 km,SUV / TT,Manual,,
1356,2004,Classe 1,Diesel,Usados,8075718973,Smart,,Importado,41 cv,135 224 km,Utilitário,Automática,,
1357,2015,Classe 1,Diesel,Usados,8074375462,BMW,,Nacional,116 cv,97 413 km,Utilitário,Manual,Série 1,
1358,2017,,Diesel,Usados,8062177268,VW,85SL11,,110 cv,29 470 km,Carrinha,Manual,,Sim
1359,2018,Classe 1,Diesel,Usados,8075717868,Mercedes-Benz,38-VB-28,Nacional,109 cv,21 000 km,Utilitário,Automática,Classe B,Sim
1360,2008,Classe 1,Diesel,Usados,8075643112,BMW,22-FE-04,Nacional,177 cv,159 500 km,Sedan,Manual,Série 3,Sim
1361,2011,Classe 1,Diesel,Usados,8074286552,Audi,,Nacional,170 cv,214 148 km,Carrinha,Automática,,
1362,2009,Classe 1,Gasolina,Usados,8062861050,MINI,,Nacional,174 cv,74 000 km,Carrinha,Manual,,
1363,2009,Classe 1,Gasolina,Usados,8011236921,Bentley,,Nacional,560 cv,99 000 km,Coupé,Automática,,Sim
1364,2017,,Gasolina,Usados,8073189047,Fiat,00-00-00,Nacional,69 cv,45 900 km,Citadino,Manual,,Sim
1365,2008,Classe 1,Diesel,Usados,8071316981,Volvo,96-GS-51,Nacional,158 cv,306 836 km,Carrinha,Manual,,Sim
1366,2017,,Diesel,Usados,8073201582,Peugeot,00-00-00,,120 cv,146 890 km,Carrinha,Manual,,Sim
1367,2015,,Diesel,Usados,8073205097,Audi,00-00-00,Nacional,150 cv,116 000 km,SUV / TT,Manual,,Sim
1368,2015,,Diesel,Usados,8075644339,Audi,,,110 cv,140 000 km,Sedan,,,
1369,2013,Classe 1,Diesel,Usados,8071317097,Volvo,00-00-00,,115 cv,173 876 km,Utilitário,Manual,,Sim
1370,2015,,Diesel,Usados,8072989130,Renault,,,160 cv,105 000 km,Monovolume,,,
1371,2017,Classe 1,Diesel,Usados,8074293048,Nissan,,Importado,110 cv,54 121 km,SUV / TT,Manual,,
1372,2016,,Diesel,Usados,8075699632,Mercedes-Benz,,,116 cv,113 000 km,Carrinha,Automática,Classe C,
1373,2011,Classe 1,Diesel,Usados,8071317134,Volvo,01-LV-02,Nacional,115 cv,180 710 km,Sedan,Manual,,Sim
1374,2008,Classe 1,Diesel,Usados,8075717599,Mercedes-Benz,,Nacional,320 cv,310 000 km,Sedan,Automática,Classe S,
1375,2016,,Diesel,Usados,8075617429,Citroën,,,120 cv,72 000 km,Monovolume,Automática,,Sim
1376,2017,Classe 1,Diesel,Usados,8071919044,Peugeot,,Importado,120 cv,135 238 km,SUV / TT,Manual,,
1377,2015,Classe 1,Diesel,Usados,8071979389,Mercedes-Benz,,Importado,110 cv,120 470 km,Utilitário,Automática,Classe A,Sim
1378,2015,,Diesel,Usados,8072989130,Renault,,,160 cv,105 000 km,Monovolume,,,
1379,2006,Classe 1,Diesel,Usados,8071317020,Volvo,59-BD-04,Nacional,110 cv,216 541 km,Carrinha,Manual,,
1380,2017,,Gasolina,Usados,8073112753,Fiat,00-00-00,Nacional,69 cv,61 100 km,Pequeno citadino,Manual,,Sim
1381,2016,,Diesel,Usados,8073201573,Peugeot,00-00-00,,120 cv,154 800 km,Carrinha,Manual,,Sim
1382,2014,Classe 1,Diesel,Usados,8067793522,Peugeot,,Nacional,92 cv,196 070 km,Carrinha,Manual,,Sim
1383,2015,,Diesel,Usados,8038708936,Renault,,,110 cv,35 599 km,SUV / TT,Manual,,
1384,1992,Classe 1,Gasolina,Usados,8071317180,Toyota,96-07-BA,Nacional,55 cv,129 119 km,Citadino,Manual,,Sim
1385,2016,,Diesel,Usados,8074296777,Renault,,,90 cv,95 921 km,Citadino,,,
1386,2017,,Diesel,Usados,8073201563,Hyundai,00-00-00,Nacional,75 cv,86 800 km,Citadino,Manual,,Sim
1387,2015,Classe 1,Gasolina,Usados,8074292298,Smart,,Nacional,90 cv,90 494 km,Citadino,Manual,,
1388,2007,,Gasolina,Usados,8074651651,BMW,,,306 cv,247 000 km,Coupé,,Série 3,
1389,2016,Classe 1,Diesel,Usados,8058472645,Audi,,Importado,110 cv,86 250 km,Utilitário,Manual,,Sim
1390,2016,Classe 1,Diesel,Usados,8075717566,Peugeot,XX-XX-XX,Importado,120 cv,70 965 km,Utilitário,Manual,,
1391,1996,Classe 1,Gasolina,Usados,8069001540,BMW,,Importado,150 cv,166 378 km,Cabrio,Manual,Série 3,
1392,2016,,Diesel,Usados,8075617429,Citroën,,,120 cv,72 000 km,Monovolume,Automática,,Sim
1393,2015,,Diesel,Usados,8075644339,Audi,,,110 cv,140 000 km,Sedan,,,
1394,2008,Classe 1,Diesel,Usados,8075643112,BMW,22-FE-04,Nacional,177 cv,159 500 km,Sedan,Manual,Série 3,Sim
1395,2015,Classe 1,Diesel,Usados,8073201544,Citroën,00-00-00,,100 cv,141 722 km,Citadino,Manual,,Sim
1396,2015,,Diesel,Usados,8073205105,BMW,00-00-00,Nacional,143 cv,93 500 km,Carrinha,Automática,Série 3,Sim
1397,2000,Classe 1,Gasolina,Usados,8071317004,Volvo,57-42-PJ,Nacional,163 cv,138 673 km,Coupé,Manual,,
1398,2019,Classe 1,Gasolina,Usados,8075717527,Renault,,,150 cv,2 005 km,SUV / TT,Automática,,Sim
