,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Série,Tipo de Caixa,Matrícula,Origem,Valor Fixo
236,2015,,Diesel,Usados,8072989130,Renault,160 cv,105 000 km,Monovolume,,,,,
237,2004,Classe 1,Diesel,Usados,8074713283,VW,130 cv,270 000 km,Sedan,,Manual,,Nacional,
238,2017,Classe 1,Gasolina,Usados,8072612061,Mercedes-Benz,184 cv,33 000 km,Coupé,Classe C,Automática,,,
239,2014,,Diesel,Usados,8062975606,BMW,116 cv,94 728 km,Citadino,Série 1,,,,
240,2009,Classe 1,Diesel,Usados,8074792252,MINI,110 cv,203 000 km,Utilitário,,Manual,,Nacional,
241,2000,Classe 1,Diesel,Usados,8071596162,Peugeot,90 cv,345 680 km,Carrinha,,Manual,,Nacional,Sim
242,2008,Classe 1,Diesel,Usados,8074707624,Mazda,140 cv,114 000 km,Sedan,,Manual,74-GX-06,Nacional,
243,2017,Classe 1,Diesel,Usados,8020657788,Renault,130 cv,65 000 km,Carrinha,,Manual,44-TE-92,Nacional,Sim
244,2007,,Diesel,Usados,8073048911,BMW,300 cv,170 000 km,SUV / TT,Série X,Automática,,Nacional,Sim
245,2017,,Diesel,Usados,8073448757,Peugeot,100 cv,106 071 km,Carrinha,,Manual,47-TN-38,Nacional,
246,2015,,Diesel,Usados,8075641336,VW,110 cv,192 000 km,Carrinha,,,,,
247,2018,,Diesel,Usados,8073913822,Honda,125 cv,41 000 km,Utilitário,,Manual,,,Sim
248,2011,Classe 2,Diesel,Usados,8070126786,BMW,306 cv,118 000 km,SUV / TT,Série X,Automática,,Nacional,
249,2010,,Diesel,Usados,8073911555,Volvo,163 cv,218 000 km,SUV / TT,,,,,
250,2017,,Gasolina,Usados,8060829251,Renault,90 cv,28 928 km,Citadino,,Manual,95-TC-50,Nacional,Sim
251,2018,Classe 1,Gasolina,Usados,8074299849,Renault,90 cv,36 100 km,Citadino,,Manual,,Nacional,Sim
252,2007,Classe 1,Gasolina,Usados,8075619880,Chevrolet,94 cv,99 896 km,Citadino,,Manual,,Nacional,
253,2015,Classe 1,Diesel,Usados,8071215761,BMW,177 cv,126 000 km,Carrinha,Série 5,Automática,,Nacional,
254,2017,,Diesel,Usados,8073448029,Renault,90 cv,54 663 km,Carrinha,,Manual,71-TE-72,Nacional,
255,2007,,Diesel,Usados,8073910081,Opel,90 cv,212 579 km,Carrinha,,,,,
256,2012,Classe 1,Diesel,Usados,8074709273,Opel,125 cv,136 000 km,Carrinha,,,,,
257,1970,,Gasolina,Usados,8032070289,Saab,65 cv,165 532 km,Coupé,,Manual,,,
258,2007,,Diesel,Usados,8074707539,Audi,140 cv,200 000 km,Citadino,,Manual,,Nacional,
259,2015,,Diesel,Usados,8073404094,Ford,120 cv,142 609 km,Carrinha,,,19-QH-88,Nacional,
260,2009,,Diesel,Usados,8047101453,Audi,177 cv,151 000 km,Coupé,,Manual,,Nacional,
261,2015,Classe 1,Diesel,Usados,8071215761,BMW,177 cv,126 000 km,Carrinha,Série 5,Automática,,Nacional,
262,2007,Classe 1,Gasolina,Usados,8075619880,Chevrolet,94 cv,99 896 km,Citadino,,Manual,,Nacional,
263,2011,,Diesel,Usados,8073912229,Audi,240 cv,297 500 km,Sedan,,,,,
264,2012,Classe 1,Diesel,Usados,8072603617,Audi,143 cv,140 000 km,SUV / TT,,Manual,,,Sim
265,2015,Classe 1,Gasolina,Usados,8067678408,Toyota,69 cv,55 200 km,Citadino,,Manual,,,
266,2018,Classe 1,Gasolina,Usados,8074299849,Renault,90 cv,36 100 km,Citadino,,Manual,,Nacional,Sim
267,2002,,Diesel,Usados,8063508574,Mercedes-Benz,150 cv,380 000 km,Sedan,Classe C,,,,
268,2016,,Híbrido (Gasolina),Usados,8075120617,Porsche,416 cv,86 000 km,SUV / TT,,Automática,,Nacional,
269,2019,Classe 1,Gasolina,Usados,8065843265,SEAT,150 cv,1 545 km,Citadino,,Manual,,Nacional,Sim
270,1983,,Gasolina,Usados,8075210961,Mercedes-Benz,180 cv,242 000 km,Cabrio,Classe SL,,,,
271,1969,,Gasolina,Usados,8065963178,Triumph,140 cv,45 000 km,Cabrio,,,,,
272,2018,,Diesel,Usados,8073443670,Fiat,120 cv,59 519 km,Carrinha,,Manual,50-VE-42,Nacional,
273,1971,,Gasolina,Usados,8056531023,Datsun,150 cv,70 000 km,Coupé,,Manual,,Nacional,Sim
274,2012,,Diesel,Usados,8072065133,Citroën,70 cv,124 000 km,Utilitário,,,,,
275,2016,Classe 2,Diesel,Usados,8072566630,Opel,110 cv,149 904 km,Utilitário,,Manual,,Nacional,
276,2005,,Diesel,Usados,8073904405,Opel,125 cv,250 km,Citadino,,,,,
277,2011,,Diesel,Usados,8073689973,BMW,184 cv,158 000 km,Sedan,Série 5,,,,
278,2015,,Diesel,Usados,8075641336,VW,110 cv,192 000 km,Carrinha,,,,,
279,2013,Classe 1,Diesel,Usados,8074445048,BMW,143 cv,107 047 km,Sedan,Série 3,Automática,,,
280,2001,,Diesel,Usados,8074700182,Opel,115 cv,74 300 km,SUV / TT,,,,,
281,2004,Classe 1,Diesel,Usados,8064623569,VW,140 cv,199 750 km,Utilitário,,Manual,,Nacional,
282,2003,,Gasolina,Usados,8052390882,BMW,196 cv,218 000 km,Coupé,Série 3,Manual,,Nacional,
283,2008,,Diesel,Usados,8073909573,Toyota,126 cv,290 000 km,Sedan,,,,,
284,1969,Classe 1,Gasolina,Usados,8062445862,BMW,85 cv,91 700 km,Cabrio,,Manual,97100,,
285,2018,Classe 1,Diesel,Usados,8074623843,Hyundai,110 cv,11 000 km,Utilitário,,Manual,09-UX-14,Nacional,Sim
286,2014,Classe 1,Diesel,Usados,8072929673,SEAT,105 cv,113 000 km,Citadino,,Manual,,,
287,2016,Classe 1,Diesel,Usados,8047525482,Volvo,120 cv,117 500 km,Carrinha,,Manual,,,
288,2010,Classe 1,Diesel,Usados,8071135285,BMW,204 cv,229 000 km,SUV / TT,Série X,Automática,,Nacional,Sim
289,2014,Classe 1,Diesel,Usados,8065148636,Skoda,110 cv,127 000 km,SUV / TT,,Manual,,,Sim
290,2011,,Diesel,Usados,8074701701,Mercedes-Benz,170 cv,122 000 km,Coupé,Classe E,,,,
291,2011,,Diesel,Usados,8073713963,Mercedes-Benz,110 cv,181 435 km,Carrinha,,,,,
292,2006,Classe 1,Gasolina,Usados,8073909519,BMW,367 cv,145 000 km,Cabrio,Série 6,Automática,,Nacional,
293,2015,Classe 1,Diesel,Usados,8073904427,Audi,90 cv,141 500 km,Citadino,,Manual,,,
294,2018,,Gasolina,Usados,8067084609,Hyundai,275 cv,12 000 km,Sedan,,Manual,,,Sim
295,2007,,Gasolina,Usados,8073901644,Audi,350 cv,194 000 km,SUV / TT,,Automática,,Nacional,
296,2014,Classe 1,Diesel,Usados,8072929673,SEAT,105 cv,113 000 km,Citadino,,Manual,,,
297,2010,Classe 1,Diesel,Usados,8072161082,BMW,177 cv,229 000 km,SUV / TT,Série X,Automática,,Nacional,Sim
298,2014,Classe 1,Diesel,Usados,8074535139,VW,75 cv,80 600 km,Citadino,,Manual,00-OO-00,Nacional,
299,2017,Classe 1,Gasolina,Usados,8075582025,Smart,71 cv,32 000 km,Pequeno citadino,,,,,
300,2003,,Gasolina,Usados,8073781526,Fiat,75 cv,219 000 km,Citadino,,,,,
301,2018,Classe 1,Gasolina,Usados,8052546642,VW,130 cv,24 599 km,Utilitário,,Automática,,,Sim
302,2016,Classe 1,Diesel,Usados,8058555007,Mazda,105 cv,51 000 km,SUV / TT,,Manual,,Nacional,Sim
303,1956,Classe 1,Gasolina,Usados,8062440180,Mercedes-Benz,105 cv,103 500 km,Sedan,,Manual,,,
304,2004,Classe 1,Diesel,Usados,8064623569,VW,140 cv,199 750 km,Utilitário,,Manual,,Nacional,
305,2011,,Gasolina,Usados,8057990056,Citroën,200 cv,126 200 km,Utilitário,,Manual,,,
306,2007,,Diesel,Usados,8074703990,BMW,160 cv,160 000 km,Carrinha,Série 5,Automática,,,
307,2017,Classe 1,Gasolina,Usados,8075582025,Smart,71 cv,32 000 km,Pequeno citadino,,,,,
308,1987,,Gasolina,Usados,8073734958,Lancia,115 cv,101 000 km,Sedan,,,,,
309,2014,,Diesel,Usados,8069542065,Chevrolet,130 cv,84 000 km,Carrinha,,Manual,,,
310,2014,Classe 1,Diesel,Usados,8074535139,VW,75 cv,80 600 km,Citadino,,Manual,00-OO-00,Nacional,
311,2017,Classe 1,Diesel,Usados,6009008867,Ford,120 cv,69 500 km,Carrinha,,Manual,00-TG-16,Nacional,Sim
312,2013,Classe 1,Diesel,Usados,8070607962,Opel,163 cv,94 000 km,Carrinha,,Manual,,,
313,2018,Classe 1,GPL,Usados,8073899082,Dacia,90 cv,92 135 km,Sedan,,Manual,,Nacional,
314,2010,,Diesel,Usados,8065725716,Smart,53 cv,128 634 km,Pequeno citadino,,,,,
315,2012,Classe 1,Diesel,Usados,8069325952,BMW,116 cv,142 000 km,Utilitário,Série 1,Manual,,Nacional,Sim
316,1991,Classe 1,Gasolina,Usados,8056129250,Mercedes-Benz,231 cv,170 000 km,Coupé,,Manual,,,
317,2010,Classe 1,Diesel,Usados,8074702420,Audi,240 cv,240 000 km,Sedan,,Automática,,Nacional,
318,2011,Classe 1,Gasolina,Usados,8074788746,Audi,122 cv,48 925 km,Citadino,,Automática,,Nacional,
319,2013,,Diesel,Usados,8069633209,Dacia,90 cv,180 000 km,Utilitário,,Manual,,,
320,2015,,Diesel,Usados,8068174567,Renault,110 cv,140 630 km,Utilitário,,Manual,28-ZN-46,Importado,
321,2017,,Gasolina,Usados,8071240817,Renault,90 cv,36 550 km,Citadino,,Manual,51-TG-59,Nacional,
322,2012,Classe 1,Diesel,Usados,8074631377,Mercedes-Benz,110 cv,97 000 km,Utilitário,Classe A,Manual,00-00-00,,Sim
323,2019,Classe 1,Gasolina,Usados,8068294854,Peugeot,130 cv,16 000 km,Carrinha,,Manual,,Nacional,Sim
324,2016,Classe 1,Diesel,Usados,8060217631,SEAT,105 cv,20 468 km,Citadino,,Manual,,Nacional,
325,2016,,Diesel,Usados,8060803574,BMW,110 cv,60 226 km,Monovolume,Série 2,Automática,,,Sim
326,2016,Classe 1,Diesel,Usados,8072434846,Mercedes-Benz,130 cv,98 000 km,Utilitário,Classe CLA,Manual,,,Sim
327,2016,Classe 1,Diesel,Usados,8074973869,Peugeot,120 cv,98 000 km,SUV / TT,,Manual,,,
328,2017,Classe 1,Gasolina,Usados,8074420267,SEAT,75 cv,48 000 km,Citadino,,Manual,,Nacional,Sim
329,2015,,Híbrido (Gasolina),Usados,8063233523,Lexus,136 cv,81 000 km,Utilitário,CT,Automática,,Nacional,Sim
330,2007,,Diesel,Usados,8075606250,Opel,125 cv,190 000 km,Utilitário,,Manual,,,Sim
331,2016,Classe 1,Gasolina,Usados,8047887334,Honda,100 cv,35 987 km,Utilitário,,Manual,,,Sim
332,2016,Classe 1,Gasolina,Usados,8074428102,Smart,90 cv,28 000 km,Citadino,,Automática,,Nacional,
333,2015,,Diesel,Usados,8073229405,VW,110 cv,140 164 km,Utilitário,,Manual,54-ZT-82,Importado,
334,2019,Classe 1,Gasolina,Usados,8074427199,Ford,125 cv,12 400 km,Utilitário,,Automática,29-XH-28,Nacional,
335,2016,,Gasolina,Usados,8057957718,MINI,231 cv,50 000 km,Coupé,,,,,
336,2010,,Gasolina,Usados,8074784624,Opel,84 cv,113 400 km,Citadino,,Manual,,Nacional,Sim
337,2016,Classe 1,Gasolina,Usados,8047887334,Honda,100 cv,35 987 km,Utilitário,,Manual,,,Sim
338,2018,Classe 1,Gasolina,Usados,8071221709,Fiat,69 cv,49 622 km,Pequeno citadino,,Manual,,Nacional,
339,2011,,Diesel,Usados,8074776941,BMW,313 cv,240 000 km,Utilitário,Série 5,,,,Sim
340,1981,Classe 1,Gasolina,Usados,8075193687,Alfa Romeo,160 cv,114 000 km,Coupé,,Manual,,Importado,
341,1992,Classe 1,Gasolina,Usados,8075189836,Mercedes-Benz,333 cv,144 400 km,Cabrio,Classe SL,Automática,,Importado,
342,2018,,Gasolina,Usados,8071251411,Peugeot,82 cv,19 102 km,Citadino,,Manual,75-UU-70,Nacional,
343,2016,Classe 1,Diesel,Usados,8060217631,SEAT,105 cv,20 468 km,Citadino,,Manual,,Nacional,
344,2012,Classe 1,Gasolina,Usados,8074780498,Audi,520 cv,160 000 km,Sedan,,Automática,,,
345,2015,Classe 1,Diesel,Usados,8074062505,VW,190 cv,125 000 km,Carrinha,,Automática,,,
346,2017,,Diesel,Usados,8074971964,Peugeot,120 cv,78 000 km,SUV / TT,,,,,
347,2019,Classe 1,Gasolina,Usados,8035955823,Peugeot,82 cv,2 300 km,SUV / TT,,Manual,,Nacional,Sim
348,2010,Classe 1,Diesel,Usados,8074783581,Renault,105 cv,250 000 km,Carrinha,,Manual,,,
349,2007,,Diesel,Usados,8075606250,Opel,125 cv,190 000 km,Utilitário,,Manual,,,Sim
350,2007,Classe 1,Diesel,Usados,8073897569,Mercedes-Benz,170 cv,235 000 km,Sedan,Classe C,Manual,,Nacional,
351,2019,Classe 1,Gasolina,Usados,8074421223,Fiat,68 cv,600 km,Pequeno citadino,,Manual,,,Sim
352,2019,Classe 1,Gasolina,Usados,8058479143,Mercedes-Benz,110 cv,9 490 km,Utilitário,Classe A,Manual,,Nacional,Sim
353,2013,Classe 1,Diesel,Usados,8073395220,Mercedes-Benz,170 cv,129 000 km,Sedan,Classe E,Automática,,,Sim
354,2010,Classe 1,Gasolina,Usados,8074631407,MINI,185 cv,132 000 km,Citadino,,Manual,00-00-00,,Sim
355,2016,Classe 1,Diesel,Usados,8073898879,VW,110 cv,152 000 km,Carrinha,,Manual,,Nacional,
356,2019,Classe 1,Gasolina,Usados,8063257031,Opel,83 cv,6 000 km,SUV / TT,,Manual,,Nacional,Sim
357,2013,Classe 1,Híbrido (Diesel),Usados,8072189616,Peugeot,200 cv,122 000 km,Carrinha,,Automática,,,
358,2018,Classe 1,Gasolina,Usados,8071221709,Fiat,69 cv,49 622 km,Pequeno citadino,,Manual,,Nacional,
359,2016,Classe 1,Diesel,Usados,8060055451,BMW,120 cv,129 000 km,Monovolume,Série 2,Manual,,,Sim
360,2014,,Diesel,Usados,8074699290,Mercedes-Benz,204 cv,123 000 km,Coupé,Classe E,,,,Sim
361,2010,Classe 1,Diesel,Usados,8071477486,SEAT,105 cv,164 000 km,Monovolume,,Manual,86-IX-90,Nacional,
362,2017,,Diesel,Usados,8075180637,Opel,105 cv,8 000 km,Citadino,,,,,
363,2006,Classe 1,Diesel,Usados,8073385631,Citroën,110 cv,235 000 km,Utilitário,,Manual,,,Sim
364,2016,Classe 2,Híbrido (Gasolina),Usados,8070338350,Porsche,450 cv,33 450 km,SUV / TT,,Automática,,,
365,2015,Classe 1,Diesel,Usados,8060006415,MINI,116 cv,143 000 km,Citadino,,Automática,,Importado,Sim
366,2013,,Diesel,Usados,8066134906,BMW,143 cv,118 626 km,Carrinha,Série 3,Manual,26-oe-25,Nacional,
367,2018,,Gasolina,Usados,8061466932,SEAT,75 cv,20 695 km,Utilitário,,Manual,85-UN-29,Nacional,
368,2016,Classe 1,Diesel,Usados,8040406225,Mercedes-Benz,194 cv,159 500 km,Sedan,Classe E,Automática,,Importado,
369,2015,,Diesel,Usados,8062583514,Citroën,115 cv,138 000 km,Utilitário,,Manual,25-VG-43,,Sim
370,2015,,Diesel,Usados,8075641336,VW,110 cv,192 000 km,Carrinha,,,,,
371,2015,Classe 1,Diesel,Usados,8067186794,Peugeot,120 cv,136 120 km,Carrinha,,Manual,,,Sim
372,2015,,Diesel,Usados,8075641336,VW,110 cv,192 000 km,Carrinha,,,,,
373,2004,Classe 1,Diesel,Usados,8074642921,BMW,218 cv,223 000 km,SUV / TT,Série X,Automática,,Nacional,
374,2007,Classe 1,Gasolina,Usados,8074060743,MINI,174 cv,150 000 km,Citadino,,Manual,,,
375,2011,,Diesel,Usados,8074697625,Audi,177 cv,230 000 km,Sedan,,Manual,,,
376,2019,Classe 1,Diesel,Usados,8072568798,Volvo,150 cv,7 250 km,SUV / TT,,Manual,,Nacional,Sim
377,2016,,Diesel,Usados,8074698086,MINI,115 cv,99 800 km,Carrinha,,Automática,,,
378,2010,Classe 1,Diesel,Usados,8074057078,VW,170 cv,240 000 km,Coupé,,Manual,,,Sim
379,2016,,Diesel,Usados,8064721885,Mercedes-Benz,115 cv,170 000 km,Carrinha,,,,,
380,2016,Classe 1,Híbrido (Diesel),Usados,8060182575,Mercedes-Benz,231 cv,98 500 km,Sedan,Classe C,Automática,,,
381,1999,Classe 2,Diesel,Usados,8069413174,Toyota,204 cv,311 000 km,SUV / TT,,Manual,,Nacional,
382,2014,Classe 1,Diesel,Usados,8058165873,BMW,218 cv,111 000 km,Carrinha,Série 5,Automática,,,
383,2017,Classe 1,Gasolina,Usados,8071462125,Smart,90 cv,35 000 km,Pequeno citadino,,Automática,,,
384,2014,Classe 1,Diesel,Usados,8073387189,Ford,115 cv,77 925 km,Carrinha,,Manual,,Nacional,Sim
385,2015,,Diesel,Usados,8062583514,Citroën,115 cv,138 000 km,Utilitário,,Manual,25-VG-43,,Sim
386,2018,,Gasolina,Usados,8061466932,SEAT,75 cv,20 695 km,Utilitário,,Manual,85-UN-29,Nacional,
387,2007,,Gasolina,Usados,8074699022,Toyota,75 cv,215 000 km,Citadino,,,,,
388,2013,Classe 1,Gasolina,Usados,8074233408,Ford,250 cv,107 000 km,Utilitário,,Manual,,,
389,2006,Classe 1,Diesel,Usados,8073385631,Citroën,110 cv,235 000 km,Utilitário,,Manual,,,Sim
390,2008,Classe 1,Diesel,Usados,8073604508,Nissan,106 cv,96 100 km,SUV / TT,,Manual,,,
391,2009,Classe 1,Diesel,Usados,8074779498,Audi,170 cv,284 817 km,Carrinha,,Manual,,Nacional,Sim
392,2012,,Diesel,Usados,8073893600,Land Rover,150 cv,188 000 km,SUV / TT,,,,Nacional,Sim
393,2001,Classe 1,Diesel,Usados,8074696936,Peugeot,90 cv,175 000 km,Citadino,,Manual,,,
394,2017,,Diesel,Usados,8074694681,Mercedes-Benz,170 cv,53 000 km,Carrinha,Classe C,,,,
395,2011,Classe 1,Diesel,Usados,8048333704,Opel,125 cv,162 000 km,Carrinha,,Manual,,Nacional,
396,2012,Classe 1,Diesel,Usados,8074698005,Peugeot,112 cv,150 000 km,SUV / TT,,Manual,,Nacional,Sim
397,2010,Classe 1,Diesel,Usados,8035355111,Renault,70 cv,200 500 km,Utilitário,,Manual,,Nacional,
398,2016,,Diesel,Usados,8073895530,BMW,116 cv,55 000 km,Citadino,Série 1,,,,
399,2010,,Diesel,Usados,8074306698,BMW,143 cv,143 000 km,SUV / TT,Série X,,,,
400,2015,Classe 1,Diesel,Usados,8074279001,VW,110 cv,108 000 km,Carrinha,,Manual,,Nacional,Sim
401,2017,Classe 1,Diesel,Usados,8074695759,BMW,116 cv,85 000 km,Utilitário,Série 1,Manual,,Importado,
402,2017,,Gasolina,Usados,8073539287,Peugeot,69 cv,63 118 km,Pequeno citadino,,Manual,,Nacional,
403,2011,Classe 1,Diesel,Usados,8075641587,Opel,95 cv,200 000 km,Monovolume,,Manual,,Nacional,
404,2016,Classe 1,Gasolina,Usados,8071261049,Opel,90 cv,47 899 km,Citadino,,Automática,57-QT-55,Nacional,
405,2007,Classe 1,Gasolina,Usados,8075619880,Chevrolet,94 cv,99 896 km,Citadino,,Manual,,Nacional,
406,1981,Classe 1,Gasolina,Usados,8074695491,BMW,200 cv,117 000 km,Coupé,,Manual,DR-09-91,Nacional,
407,2011,,Gasolina,Usados,8074413029,VW,265 cv,113 500 km,Coupé,,Automática,,Importado,
408,2008,,Diesel,Usados,8075293427,BMW,177 cv,210 000 km,Carrinha,Série 3,Manual,,Nacional,
409,2015,Classe 1,Diesel,Usados,8071574264,MINI,112 cv,77 952 km,Utilitário,,Manual,08-QL-37,Nacional,
410,2014,Classe 1,Diesel,Usados,8049893871,Kia,90 cv,111 000 km,Citadino,,Manual,,Nacional,Sim
411,2015,Classe 1,Diesel,Usados,8073703819,MINI,90 cv,117 000 km,Utilitário,,Manual,61-om-52,Nacional,
412,2015,Classe 1,Diesel,Usados,8069246111,Citroën,120 cv,52 000 km,Monovolume,,Automática,,Nacional,
413,2010,,Gasolina,Usados,8072098380,Opel,85 cv,132 000 km,Citadino,,Automática,,Nacional,
414,2007,,Diesel,Usados,8074532426,MINI,110 cv,180 000 km,Citadino,,Manual,23-EM-67,Nacional,
415,2016,Classe 1,Gasolina,Usados,8071575154,Fiat,69 cv,69 208 km,Pequeno citadino,,Manual,,Nacional,Sim
416,2008,,Diesel,Usados,8073971531,Dodge,140 cv,170 000 km,SUV / TT,,Automática,,Nacional,
417,2015,Classe 1,Diesel,Usados,8074279001,VW,110 cv,108 000 km,Carrinha,,Manual,,Nacional,Sim
418,2015,Classe 1,Híbrido (Gasolina),Usados,8070700175,Lexus,223 cv,64 000 km,Sedan,IS,Automática,,Nacional,Sim
419,2015,Classe 1,Diesel,Usados,8071377402,Ford,120 cv,54 763 km,Carrinha,,Manual,49-QD-88,Nacional,Sim
420,2006,Classe 1,Gasolina,Usados,8065804206,Peugeot,68 cv,146 000 km,Pequeno citadino,,Manual,,Nacional,
421,2019,,Eléctrico,Usados,8073888119,Smart,82 cv,8 800 km,Pequeno citadino,,Automática,,Nacional,
422,2013,Classe 1,Gasolina,Usados,8073537858,Fiat,69 cv,107 052 km,Citadino,,Manual,46-NM-23,Nacional,
423,2015,Classe 1,Híbrido (Gasolina),Usados,8070700175,Lexus,223 cv,64 000 km,Sedan,IS,Automática,,Nacional,Sim
424,2007,Classe 1,Gasolina,Usados,8075619880,Chevrolet,94 cv,99 896 km,Citadino,,Manual,,Nacional,
425,2016,,Diesel,Usados,8036882088,Opel,95 cv,78 000 km,Citadino,,Manual,,Nacional,
426,2016,Classe 1,Diesel,Usados,8071979318,Mercedes-Benz,258 cv,120 000 km,Sedan,Classe S,Automática,,Nacional,
427,2004,,Diesel,Usados,8073889222,Volvo,185 cv,162 000 km,SUV / TT,,Automática,,Nacional,
428,2011,Classe 1,Diesel,Usados,8075641587,Opel,95 cv,200 000 km,Monovolume,,Manual,,Nacional,
429,2010,Classe 1,Gasolina,Usados,8069251345,Honda,100 cv,105 000 km,Utilitário,,Manual,,Nacional,
430,2017,Classe 1,Diesel,Usados,8072006133,Citroën,100 cv,60 000 km,Citadino,,Manual,,Importado,
431,2014,,Diesel,Usados,8073890489,Audi,245 cv,120 000 km,SUV / TT,,,,,
432,2018,,Diesel,Usados,8074696826,Toyota,150 cv,26 500 km,SUV / TT,,,,,Sim
433,2018,Classe 2,Diesel,Usados,8074416530,Volvo,190 cv,19 500 km,SUV / TT,,Automática,26UJ96,Nacional,Sim
434,2017,Classe 1,Diesel,Usados,8057873727,Volvo,190 cv,68 500 km,SUV / TT,,Automática,,Nacional,
435,2016,Classe 1,Diesel,Usados,8040406225,Mercedes-Benz,194 cv,159 500 km,Sedan,Classe E,Automática,,Importado,
436,2008,Classe 1,Diesel,Usados,8073703608,Citroën,110 cv,230 000 km,Monovolume,,Automática,,,
437,2013,Classe 1,Diesel,Usados,8069253369,Toyota,90 cv,58 000 km,Carrinha,,Manual,,Nacional,
438,2013,Classe 1,Diesel,Usados,8073706030,Audi,313 cv,112 000 km,Sedan,,Automática,42-NS-21,Nacional,
439,2015,Classe 1,Diesel,Usados,8060006415,MINI,116 cv,143 000 km,Citadino,,Automática,,Importado,Sim
440,2011,Classe 1,Diesel,Usados,8054745633,Audi,105 cv,208 000 km,Citadino,,Manual,--MM -,Nacional,Sim
441,2011,Classe 1,Gasolina,Usados,8073887394,Lancia,140 cv,75 000 km,Utilitário,,Manual,70LJ24,Nacional,
442,2007,Classe 1,Diesel,Usados,8073887594,Ford,110 cv,165 000 km,Carrinha,,Manual,87-DE-72,Nacional,
443,2004,Classe 1,Diesel,Usados,8064623569,VW,140 cv,199 750 km,Utilitário,,Manual,,Nacional,
444,2011,,Diesel,Usados,8074401726,Suzuki,75 cv,132 000 km,Citadino,,,,,
445,2002,Classe 1,Diesel,Usados,8074054890,MINI,45 cv,257 000 km,Cabrio,,Manual,,,
446,2010,Classe 1,Diesel,Usados,8071102651,Renault,64 cv,116 000 km,Citadino,,,,,
447,2004,Classe 1,GPL,Usados,8073384078,Mercedes-Benz,163 cv,215 000 km,Cabrio,Classe SLK,Manual,,,
448,2014,Classe 1,GPL,Usados,8073198732,Dacia,75 cv,117 000 km,Carrinha,,Manual,,Nacional,
449,2018,Classe 1,Híbrido (Gasolina),Usados,8063816726,BMW,365 cv,30 000 km,Coupé,Série i,Automática,,,
450,2008,,Gasolina,Usados,8074693880,Fiat,69 cv,97 000 km,Pequeno citadino,,Manual,,,
451,2018,Classe 1,Diesel,Usados,8074694968,Mazda,150 cv,52 000 km,SUV / TT,,Manual,,Nacional,
452,2011,Classe 1,Diesel,Usados,8074691686,Alfa Romeo,105 cv,143 400 km,Utilitário,,Manual,,,
453,2016,,Diesel,Usados,8036882088,Opel,95 cv,78 000 km,Citadino,,Manual,,Nacional,
454,2013,,Diesel,Usados,8074695376,Alfa Romeo,170 cv,135 000 km,Utilitário,,Automática,,,Sim
455,2011,,Diesel,Usados,8074056726,BMW,184 cv,281 000 km,Sedan,Série 5,,,,
456,2017,Classe 1,Gasolina,Usados,8070215639,Kia,84 cv,30 000 km,Citadino,,Manual,,Nacional,
457,2013,Classe 1,Diesel,Usados,8066741617,BMW,184 cv,114 200 km,Carrinha,Série 3,Automática,,Importado,
458,2019,Classe 1,Gasolina,Usados,8051048831,Fiat,69 cv,13 000 km,Pequeno citadino,,Manual,,Nacional,Sim
459,2019,Classe 1,Diesel,Usados,8057572469,Fiat,95 cv,21 000 km,Carrinha,,Manual,,Nacional,Sim
460,2014,,Diesel,Usados,8075612517,Volvo,190 cv,164 700 km,Utilitário,,Manual,,Importado,
461,2014,Classe 1,Gasolina,Usados,8074695274,VW,60 cv,13 700 km,Pequeno citadino,,Manual,,Nacional,Sim
462,2017,Classe 1,Diesel,Usados,8063710377,VW,75 cv,83 000 km,Citadino,,Manual,,Nacional,Sim
463,2017,Classe 1,Gasolina,Usados,8064389149,Fiat,69 cv,69 700 km,Cabrio,,Automática,,Nacional,
464,2016,Classe 1,Diesel,Usados,8074694639,VW,120 cv,129 000 km,Carrinha,,Automática,,Importado,
465,2014,Classe 1,Diesel,Usados,8046418649,BMW,186 cv,143 000 km,Carrinha,Série 5,Automática,,,
466,2010,Classe 1,Diesel,Usados,8068594446,Audi,170 cv,105 000 km,Utilitário,,Manual,,Nacional,
467,2019,Classe 1,Diesel,Usados,8052835489,Fiat,95 cv,32 000 km,Carrinha,,Manual,,Nacional,Sim
468,2011,Classe 1,Diesel,Usados,8074291331,Peugeot,112 cv,147 000 km,Carrinha,,Manual,01-TO-34,,
469,2011,Classe 1,Diesel,Usados,8073601427,Kia,90 cv,84 000 km,Utilitário,,Manual,,Nacional,
470,2004,Classe 1,Diesel,Usados,8064623569,VW,140 cv,199 750 km,Utilitário,,Manual,,Nacional,
471,2014,,Diesel,Usados,8075612517,Volvo,190 cv,164 700 km,Utilitário,,Manual,,Importado,
472,2019,Classe 1,Diesel,Usados,8061896308,BMW,190 cv,5 500 km,Sedan,Série 5,Automática,,Nacional,Sim
473,1981,Classe 1,Gasolina,Usados,8074695491,BMW,200 cv,117 000 km,Coupé,,Manual,DR-09-91,Nacional,
474,2010,Classe 2,Diesel,Usados,8052838787,Jeep,200 cv,65 000 km,SUV / TT,,Automática,,,
475,2019,Classe 1,Diesel,Usados,8071120144,Fiat,95 cv,31 750 km,Utilitário,,Manual,,Nacional,Sim
