,Ano de Registo,Classe do veículo,Combustível,Condição,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Valor Fixo,Matrícula,Série,Origem
841,2019,Classe 1,Gasolina,Usados,SEAT,80 cv,5 793 km,Citadino,Manual,,,,Nacional
842,2018,Classe 1,Gasolina,Usados,Skoda,115 cv,12 637 km,SUV / TT,Manual,Sim,,,
843,2017,Classe 1,Gasolina,Usados,Fiat,80 cv,42 083 km,Pequeno citadino,Manual,Sim,,,
844,2019,Classe 1,Gasolina,Usados,SEAT,80 cv,9 369 km,Citadino,Manual,,,,Nacional
845,2018,Classe 1,Gasolina,Usados,SEAT,75 cv,62 809 km,Citadino,Manual,,,,Nacional
846,2018,,Eléctrico,Usados,Renault,88 cv,6 100 km,Pequeno citadino,Automática,Sim,,,
847,2014,Classe 1,Diesel,Usados,Volvo,114 cv,195 199 km,Carrinha,Manual,,,,
848,2016,Classe 1,Híbrido (Gasolina),Usados,Toyota,136 cv,125 655 km,Utilitário,Automática,,,,
849,2018,Classe 1,Gasolina,Usados,Citroën,82 cv,16 460 km,Pequeno citadino,Manual,Sim,,,
850,2018,Classe 1,Gasolina,Usados,VW,75 cv,32 120 km,Citadino,Manual,,,,Nacional
851,2018,Classe 1,Gasolina,Usados,Peugeot,82 cv,47 839 km,Citadino,Manual,,,,Nacional
852,2017,Classe 1,Diesel,Usados,Volvo,120 cv,50 369 km,Utilitário,Automática,Sim,,,Nacional
853,2017,Classe 1,Diesel,Usados,Renault,110 cv,89 000 km,Carrinha,Manual,Sim,,,Nacional
854,2009,Classe 1,Diesel,Usados,Audi,240 cv,120 000 km,Sedan,Automática,,,,Nacional
855,2016,Classe 1,Diesel,Usados,BMW,116 cv,84 350 km,Monovolume,Automática,Sim,,Série 2,
856,2019,Classe 1,Gasolina,Usados,SEAT,115 cv,17 251 km,SUV / TT,Automática,,,,Nacional
857,2016,,Gasolina,Usados,Renault,90 cv,40 000 km,Citadino,Manual,,32-RL-77,,Nacional
858,2013,Classe 1,Diesel,Usados,MINI,112 cv,81 261 km,Citadino,Manual,Sim,,,
859,2018,Classe 1,Gasolina,Usados,Renault,90 cv,22 030 km,Citadino,Manual,,,,Nacional
860,2014,Classe 1,Diesel,Usados,Volvo,115 cv,90 816 km,Utilitário,Manual,Sim,,,
861,2004,Classe 1,Diesel,Usados,BMW,150 cv,367 000 km,Coupé,Manual,Sim,31-FC-24,Série 3,Importado
862,2018,Classe 1,Gasolina,Usados,Peugeot,82 cv,40 318 km,Citadino,Manual,,,,Nacional
863,2018,Classe 1,Gasolina,Usados,Peugeot,130 cv,40 425 km,Utilitário,Manual,Sim,,,
864,2017,,Diesel,Usados,Renault,90 cv,81 342 km,SUV / TT,Manual,Sim,,,Nacional
865,2014,,Diesel,Usados,Audi,90 cv,54 942 km,Citadino,Manual,Sim,,,Nacional
866,2016,,Gasolina,Usados,Renault,90 cv,40 000 km,Citadino,Manual,,32-RL-77,,Nacional
867,2016,Classe 1,Gasolina,Usados,Opel,70 cv,83 204 km,Citadino,Manual,,,,Nacional
868,2004,Classe 1,Diesel,Usados,BMW,150 cv,367 000 km,Coupé,Manual,Sim,31-FC-24,Série 3,Importado
869,2018,,Diesel,Usados,Nissan,108 cv,46 174 km,SUV / TT,Manual,Sim,,,Nacional
870,2014,Classe 1,Híbrido (Diesel),Usados,Peugeot,200 cv,66 337 km,Carrinha,Automática,,,,
871,2015,Classe 1,Diesel,Usados,Opel,140 cv,86 954 km,Carrinha,Manual,,,,Nacional
872,2015,,Diesel,Usados,Audi,110 cv,140 000 km,Sedan,,,,,
873,2019,Classe 1,Gasolina,Usados,Peugeot,82 cv,25 423 km,SUV / TT,Manual,,,,Nacional
874,2016,Classe 1,Diesel,Usados,Mercedes-Benz,110 cv,42 580 km,Utilitário,Manual,Sim,,Classe A,
875,2017,Classe 1,Gasolina,Usados,Renault,90 cv,45 953 km,SUV / TT,Manual,,,,Nacional
876,2019,Classe 1,Gasolina,Usados,Peugeot,82 cv,24 349 km,SUV / TT,Manual,,,,Nacional
877,2018,Classe 1,Gasolina,Usados,Peugeot,82 cv,46 612 km,SUV / TT,Manual,,,,Nacional
878,2018,,Gasolina,Usados,MINI,196 cv,22 953 km,Utilitário,Automática,,EN18MVV,,Nacional
879,2013,Classe 1,Diesel,Usados,Opel,130 cv,180 000 km,Utilitário,Manual,Sim,63-RB-10,,Importado
880,2015,Classe 1,Diesel,Usados,Skoda,110 cv,80 225 km,Carrinha,Manual,Sim,,,Nacional
881,2015,,Diesel,Usados,Audi,110 cv,140 000 km,Sedan,,,,,
882,2018,Classe 1,Gasolina,Usados,Renault,90 cv,24 495 km,Citadino,Manual,,,,Nacional
883,2018,Classe 1,Gasolina,Usados,Renault,90 cv,27 965 km,Citadino,Manual,,,,Nacional
884,2016,Classe 1,Diesel,Usados,Peugeot,120 cv,68 149 km,Carrinha,Manual,Sim,,,
885,2017,Classe 1,Diesel,Usados,Renault,110 cv,88 787 km,Monovolume,Manual,Sim,,,
886,2019,Classe 1,Gasolina,Usados,Peugeot,82 cv,21 310 km,Citadino,Manual,,,,Nacional
887,2016,Classe 1,Diesel,Usados,Peugeot,120 cv,61 019 km,Carrinha,Manual,Sim,,,
888,2015,Classe 1,Diesel,Usados,Renault,110 cv,132 353 km,Carrinha,Manual,,,,Nacional
889,2019,Classe 1,Gasolina,Usados,Peugeot,82 cv,22 093 km,Citadino,Manual,,,,Nacional
890,2018,,Gasolina,Usados,MINI,196 cv,22 953 km,Utilitário,Automática,,EN18MVV,,Nacional
891,2010,Classe 1,Diesel,Usados,Mercedes-Benz,204 cv,299 879 km,Carrinha,Manual,,,Classe C,
892,2015,Classe 1,Diesel,Usados,BMW,116 cv,57 263 km,Utilitário,Manual,Sim,,Série 1,
893,2011,Classe 1,Diesel,Usados,BMW,313 cv,159 791 km,Sedan,Automática,,,Série 5,Nacional
894,2015,Classe 1,Híbrido (Gasolina),Usados,Lexus,223 cv,64 000 km,Sedan,Automática,Sim,,IS,Nacional
895,2017,,Gasolina,Usados,Hyundai,120 cv,51 258 km,Utilitário,Manual,Sim,,,
896,2019,Classe 1,Gasolina,Usados,Opel,105 cv,17 137 km,Carrinha,Manual,,,,Nacional
897,2017,Classe 1,Diesel,Usados,Fiat,95 cv,16 547 km,Pequeno citadino,Manual,,,,Nacional
898,2010,Classe 1,Diesel,Usados,SEAT,105 cv,195 250 km,Citadino,Manual,,10-OA-48,,
899,2015,Classe 1,Gasolina,Usados,Peugeot,69 cv,61 352 km,Pequeno citadino,Manual,,,,
900,2015,,Diesel,Usados,BMW,150 cv,93 986 km,Carrinha,Automática,Sim,,Série 2,Nacional
901,2014,Classe 1,Diesel,Usados,Audi,110 cv,126 805 km,Utilitário,Manual,Sim,45-UB-88,,
902,2010,Classe 1,Diesel,Usados,BMW,116 cv,149 869 km,Carrinha,Manual,,,Série 3,
903,2011,Classe 1,Diesel,Usados,BMW,313 cv,159 791 km,Sedan,Automática,,,Série 5,Nacional
904,2006,Classe 1,Diesel,Usados,Peugeot,109 cv,198 789 km,Carrinha,Manual,,,,Nacional
905,2019,Classe 1,Gasolina,Usados,Opel,70 cv,16 171 km,Pequeno citadino,Manual,,,,Nacional
906,2017,Classe 1,Diesel,Usados,Nissan,110 cv,62 521 km,SUV / TT,Manual,Sim,,,
907,2018,Classe 1,Diesel,Usados,Nissan,110 cv,35 km,SUV / TT,Manual,,,,Nacional
908,2019,Classe 1,Gasolina,Usados,Fiat,120 cv,4 km,SUV / TT,Manual,,,,
909,2014,,Diesel,Usados,Audi,90 cv,54 942 km,Citadino,Manual,Sim,,,Nacional
910,2019,Classe 1,Gasolina,Usados,Opel,105 cv,18 611 km,Utilitário,Manual,,,,Nacional
911,2008,,Diesel,Usados,SEAT,75 cv,209 000 km,Citadino,,Sim,,,
912,2019,Classe 1,Gasolina,Usados,Opel,70 cv,14 226 km,Pequeno citadino,Manual,,,,Nacional
913,2015,Classe 1,Diesel,Usados,MINI,116 cv,57 290 km,Citadino,Manual,,,,Nacional
914,2019,Classe 1,Gasolina,Usados,Opel,105 cv,17 192 km,Carrinha,Manual,,,,Nacional
915,2015,Classe 1,Diesel,Usados,Mercedes-Benz,136 cv,65 041 km,Sedan,Automática,,,Classe C,Nacional
916,2014,Classe 1,Diesel,Usados,Volvo,115 cv,80 464 km,Utilitário,Manual,Sim,,,
917,2016,Classe 1,Gasolina,Usados,Opel,70 cv,89 119 km,Citadino,Manual,,,,Nacional
918,2015,Classe 1,Diesel,Usados,SEAT,105 cv,129 553 km,Utilitário,Manual,Sim,,,
919,2015,Classe 1,Híbrido (Gasolina),Usados,Lexus,223 cv,64 000 km,Sedan,Automática,Sim,,IS,Nacional
920,2015,,Diesel,Usados,BMW,150 cv,93 986 km,Carrinha,Automática,Sim,,Série 2,Nacional
921,2019,Classe 1,Gasolina,Usados,Opel,70 cv,16 196 km,Pequeno citadino,Manual,,,,Nacional
922,1983,Classe 1,Gasolina,Usados,Renault,110 cv,90 000 km,Utilitário,Manual,,,,
923,2017,Classe 1,Gasolina,Usados,SEAT,115 cv,60 357 km,SUV / TT,Manual,Sim,,,
924,2018,Classe 1,Diesel,Usados,Peugeot,100 cv,19 976 km,Citadino,Manual,Sim,,,
925,2016,Classe 1,Diesel,Usados,Mercedes-Benz,136 cv,36 140 km,Carrinha,Manual,,,,Nacional
926,2017,,Gasolina,Usados,Citroën,82 cv,46 000 km,Utilitário,Manual,Sim,,,
927,2019,Classe 1,Gasolina,Usados,Fiat,120 cv,4 km,SUV / TT,Manual,,,,
928,2016,Classe 1,Diesel,Usados,Mercedes-Benz,110 cv,42 296 km,SUV / TT,Automática,,,Classe B,Nacional
929,2018,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,40 km,Utilitário,Automática,Sim,,Classe A,Nacional
930,2014,Classe 1,Diesel,Usados,Renault,75 cv,82 629 km,Carrinha,Manual,Sim,,,
931,2017,,Gasolina,Usados,Citroën,82 cv,46 000 km,Utilitário,Manual,Sim,,,
932,2018,Classe 1,Diesel,Usados,Ford,150 cv,15 620 km,Monovolume,Automática,,,,Nacional
933,2016,Classe 1,Gasolina,Usados,Fiat,105 cv,50 979 km,Pequeno citadino,Manual,,,,Nacional
934,2018,Classe 1,Diesel,Usados,Jeep,120 cv,37 954 km,SUV / TT,Manual,,,,Nacional
935,2015,Classe 1,Diesel,Usados,Ford,120 cv,129 557 km,Carrinha,Manual,,,,Nacional
936,2015,Classe 1,Híbrido (Gasolina),Usados,Lexus,197 cv,82 967 km,SUV / TT,Manual,,,NX,
937,2017,Classe 1,Diesel,Usados,VW,75 cv,52 000 km,Citadino,Manual,,,,Nacional
938,2015,Classe 1,Diesel,Usados,BMW,116 cv,79 931 km,Monovolume,Manual,Sim,,Série 2,
939,2015,Classe 1,Diesel,Usados,Peugeot,120 cv,186 000 km,Carrinha,Manual,Sim,,,
940,2019,Classe 1,Gasolina,Usados,Fiat,69 cv,15 734 km,Pequeno citadino,Automática,,74-XB-11,,Nacional
941,2018,Classe 1,Diesel,Usados,Mercedes-Benz,116 cv,80 km,Utilitário,Automática,Sim,,Classe A,Nacional
942,2017,Classe 1,Gasolina,Usados,VW,75 cv,46 850 km,Utilitário,Manual,,,,
943,2018,Classe 1,Diesel,Usados,Mercedes-Benz,109 cv,13 482 km,Utilitário,Manual,Sim,,Classe A,Nacional
944,2019,Classe 1,Diesel,Usados,Ford,120 cv,16 484 km,Carrinha,Manual,,,,Nacional
945,2018,Classe 1,Gasolina,Usados,Fiat,70 cv,43 263 km,Pequeno citadino,Manual,,,,Nacional
946,2017,Classe 1,Diesel,Usados,Fiat,95 cv,65 108 km,Utilitário,Manual,,,,Nacional
947,2017,Classe 1,Diesel,Usados,Fiat,95 cv,58 074 km,Utilitário,Manual,,,,Nacional
948,2019,Classe 1,Diesel,Usados,Ford,120 cv,27 246 km,Utilitário,Manual,,,,Nacional
949,2019,Classe 1,Gasolina,Usados,Ford,85 cv,24 445 km,Citadino,Manual,,,,Nacional
950,2001,Classe 1,Diesel,Usados,Audi,130 cv,230 000 km,Sedan,Manual,,,,Nacional
951,2014,Classe 1,Diesel,Usados,Opel,95 cv,67 000 km,Carrinha,Manual,Sim,,,Nacional
952,2007,Classe 1,Gasolina,Usados,BMW,507 cv,133 700 km,Sedan,Automática,,,Série 5,Nacional
953,2013,Classe 1,Diesel,Usados,BMW,184 cv,84 000 km,Sedan,Automática,,,Série 5,
954,2019,Classe 1,Diesel,Usados,Fiat,95 cv,24 922 km,SUV / TT,Manual,,,,Nacional
955,2011,Classe 1,Gasolina,Usados,Fiat,85 cv,124 900 km,Pequeno citadino,Manual,,,,
956,2018,,Diesel,Usados,Ford,150 cv,7 996 km,SUV / TT,Manual,,,,Nacional
957,2009,Classe 1,Gasolina,Usados,MINI,174 cv,74 000 km,Carrinha,Manual,,,,Nacional
958,2018,Classe 1,Gasolina,Usados,Fiat,69 cv,29 557 km,Citadino,Manual,,,,Nacional
959,2019,Classe 1,Gasolina,Usados,Fiat,69 cv,18 531 km,Cabrio,Manual,,86-XB-81,,Nacional
960,2018,Classe 1,Gasolina,Usados,Fiat,69 cv,40 km,Pequeno citadino,Manual,,47-UQ-69,,Nacional
961,2015,,Diesel,Usados,VW,75 cv,71 754 km,Citadino,Manual,Sim,94QJ98,,
962,2009,Classe 1,Gasolina,Usados,MINI,174 cv,74 000 km,Carrinha,Manual,,,,Nacional
963,2017,Classe 1,Diesel,Usados,Audi,150 cv,54 000 km,Carrinha,Automática,,,,
964,2017,Classe 1,Gasolina,Usados,Fiat,69 cv,54 245 km,Pequeno citadino,Manual,,,,Nacional
965,2015,Classe 1,Diesel,Usados,BMW,116 cv,79 931 km,Monovolume,Manual,Sim,,Série 2,
966,2018,Classe 1,Diesel,Usados,Mercedes-Benz,109 cv,20 035 km,Utilitário,Manual,Sim,,Classe A,Nacional
967,2015,,Diesel,Usados,VW,75 cv,71 754 km,Citadino,Manual,Sim,94QJ98,,
968,2011,Classe 1,Gasolina,Usados,Fiat,85 cv,124 900 km,Pequeno citadino,Manual,,,,
969,2017,Classe 1,Diesel,Usados,Fiat,120 cv,39 755 km,Utilitário,Automática,Sim,,,
970,2018,Classe 1,Diesel,Usados,VW,120 cv,32 579 km,Carrinha,Automática,,,,Nacional
971,2010,Classe 1,Diesel,Usados,Mitsubishi,140 cv,160 000 km,Monovolume,Manual,Sim,,,
972,2018,Classe 1,Diesel,Usados,Citroën,75 cv,38 988 km,Citadino,Manual,,,,Nacional
973,2019,Classe 1,Gasolina,Usados,Fiat,69 cv,7 km,Cabrio,Manual,,,,Nacional
974,2019,Classe 1,Gasolina,Usados,Fiat,69 cv,14 445 km,Pequeno citadino,Manual,,,,
975,2018,,Híbrido (Gasolina),Usados,Toyota,122 cv,63 754 km,SUV / TT,Automática,,,,Importado
976,2018,,Diesel,Usados,Jeep,120 cv,20 000 km,SUV / TT,Manual,,,,Nacional
977,2018,,Diesel,Usados,Fiat,95 cv,40 000 km,SUV / TT,Manual,,,,Nacional
978,2008,Classe 1,Diesel,Usados,BMW,163 cv,208 000 km,Carrinha,Manual,Sim,,Série 5,
979,2014,Classe 1,Diesel,Usados,BMW,143 cv,142 240 km,Carrinha,Manual,,92-ZH-24,Série 3,Importado
980,2018,Classe 1,Diesel,Usados,Peugeot,130 cv,10 513 km,Carrinha,Automática,,,,
981,2019,,Diesel,Usados,Citroën,130 cv,20 000 km,Monovolume,Automática,Sim,37-XA-03,,Nacional
982,2006,Classe 1,Diesel,Usados,MINI,90 cv,180 000 km,Citadino,Manual,,39-CL-83,,
983,2013,Classe 1,Híbrido (Diesel),Usados,Volvo,285 cv,198 000 km,Carrinha,Automática,,90-ZM-59,,Importado
984,2018,,Diesel,Usados,Fiat,95 cv,39 000 km,SUV / TT,Manual,,,,Nacional
985,2006,Classe 1,Diesel,Usados,Peugeot,109 cv,198 789 km,Carrinha,Manual,,,,Nacional
986,2014,Classe 1,Híbrido (Diesel),Usados,Volvo,285 cv,227 000 km,Carrinha,Automática,,87-ZF-32,,Importado
987,2018,Classe 1,Gasolina,Usados,Opel,105 cv,17 088 km,Utilitário,Manual,,,,Nacional
988,2008,Classe 1,Diesel,Usados,Fiat,75 cv,162 079 km,Pequeno citadino,Manual,,00-00-00,,
989,2018,,Híbrido (Gasolina),Usados,Toyota,122 cv,63 754 km,SUV / TT,Automática,,,,Importado
990,2018,,Diesel,Usados,Jeep,120 cv,50 000 km,SUV / TT,Manual,,,,Nacional
991,2006,Classe 1,Diesel,Usados,Peugeot,109 cv,198 789 km,Carrinha,Manual,,,,Nacional
992,2016,Classe 1,Diesel,Usados,Renault,90 cv,60 000 km,SUV / TT,Manual,Sim,,,
993,2018,,Gasolina,Usados,Fiat,69 cv,40 590 km,Pequeno citadino,Manual,Sim,,,Nacional
994,2014,Classe 1,Diesel,Usados,SEAT,110 cv,145 000 km,Carrinha,Manual,Sim,,,
995,2016,Classe 1,Diesel,Usados,Peugeot,120 cv,155 391 km,Carrinha,Manual,,,,Importado
996,2017,Classe 1,Gasolina,Usados,Peugeot,130 cv,86 141 km,Utilitário,Manual,Sim,,,
997,2016,Classe 1,Diesel,Usados,Peugeot,150 cv,79 422 km,Carrinha,Manual,,,,
998,2015,Classe 1,Diesel,Usados,Renault,90 cv,139 861 km,Citadino,Manual,,,,Importado
999,2019,Classe 1,Gasolina,Usados,Fiat,69 cv,15 234 km,Cabrio,Manual,Sim,,,Nacional
1000,2018,Classe 1,Diesel,Usados,Opel,99 cv,42 651 km,SUV / TT,Manual,,,,Nacional
1001,2018,,Diesel,Usados,Jeep,120 cv,20 000 km,SUV / TT,Manual,,,,Nacional
1002,2019,,Diesel,Usados,Citroën,130 cv,20 000 km,Monovolume,Automática,Sim,37-XA-03,,Nacional
1003,2011,Classe 1,Diesel,Usados,Suzuki,75 cv,138 000 km,Citadino,Manual,Sim,62-MN-15,,Nacional
1004,2016,Classe 1,Diesel,Usados,Renault,90 cv,60 000 km,SUV / TT,Manual,Sim,,,
1005,2018,Classe 1,Gasolina,Usados,VW,75 cv,35 123 km,Citadino,Manual,,,,Nacional
1006,2009,Classe 1,Diesel,Usados,Alfa Romeo,120 cv,154 582 km,Utilitário,Manual,,00-00-00,,Nacional
1007,2012,Classe 1,Diesel,Usados,VW,105 cv,158 703 km,Carrinha,Manual,,00-00-00,,Nacional
1008,2010,Classe 1,Diesel,Usados,Mercedes-Benz,252 cv,122 212 km,Utilitário,Automática,Sim,,Classe CLS,Nacional
1009,2019,Classe 1,Gasolina,Usados,Opel,70 cv,14 479 km,Pequeno citadino,Manual,,,,Nacional
1010,2019,,Diesel,Usados,Fiat,95 cv,19 000 km,SUV / TT,Manual,,,,Nacional
1011,2007,,Gasolina,Usados,MINI,130 cv,80 000 km,Citadino,Manual,Sim,,,
1012,2016,,Gasolina,Usados,BMW,109 cv,100 000 km,Utilitário,Manual,Sim,15-ZP-23,Série 1,
1013,2016,Classe 1,Gasolina,Usados,Honda,100 cv,35 987 km,Utilitário,Manual,Sim,,,
1014,2018,Classe 1,Gasolina,Usados,Fiat,69 cv,35 151 km,Pequeno citadino,Manual,Sim,,,Nacional
1015,2016,,Diesel,Usados,Nissan,130 cv,36 000 km,SUV / TT,Manual,,00-00-00,,Nacional
1016,2012,Classe 1,Diesel,Usados,Skoda,105 cv,104 000 km,Carrinha,Manual,,,,Nacional
1017,2013,Classe 1,Diesel,Usados,BMW,184 cv,112 474 km,Carrinha,Automática,Sim,14-OF-62,Série 3,Nacional
1018,2017,Classe 1,Diesel,Usados,Ford,120 cv,55 440 km,Carrinha,Manual,,00-00-00,,Nacional
1019,2016,Classe 1,Diesel,Usados,Citroën,120 cv,141 680 km,Utilitário,Manual,,,,Importado
1020,2018,,Gasolina,Usados,Fiat,69 cv,40 000 km,Pequeno citadino,Manual,,,,Nacional
1021,2018,,Gasolina,Usados,Fiat,70 cv,29 000 km,Pequeno citadino,Automática,,,,Nacional
1022,2011,,Diesel,Usados,Audi,180 cv,165 000 km,Coupé,,,,,
1023,2013,Classe 1,Diesel,Usados,Lancia,240 cv,62 000 km,Carrinha,Automática,Sim,,,Nacional
1024,2015,Classe 1,Diesel,Usados,BMW,150 cv,124 800 km,Monovolume,Automática,Sim,,Série 2,Nacional
1025,2016,Classe 1,Diesel,Usados,Volvo,190 cv,47 250 km,Sedan,Automática,Sim,,,Nacional
1026,2012,Classe 1,Gasolina,Usados,Ford,82 cv,89 412 km,Citadino,Manual,,00-00-00,,Nacional
1027,2016,,Gasolina,Usados,BMW,109 cv,100 000 km,Utilitário,Manual,Sim,15-ZP-23,Série 1,
1028,2015,Classe 1,Diesel,Usados,Mercedes-Benz,136 cv,131 072 km,Carrinha,Automática,,,Classe CLA,Importado
1029,2017,Classe 1,Diesel,Usados,Audi,320 cv,48 000 km,Sedan,Automática,,,,Nacional
1030,2017,,Gasolina,Usados,Fiat,69 cv,49 000 km,Pequeno citadino,Manual,,,,Nacional
1031,2018,,Diesel,Usados,Fiat,95 cv,40 000 km,Monovolume,Manual,,,,Nacional
1032,2018,,Gasolina,Usados,Fiat,69 cv,39 000 km,Pequeno citadino,Manual,,,,Nacional
1033,2012,Classe 1,Diesel,Usados,VW,75 cv,107 379 km,Citadino,Manual,,00-00-00,,Nacional
1034,2016,Classe 1,Gasolina,Usados,Honda,100 cv,35 987 km,Utilitário,Manual,Sim,,,
1035,2018,,Gasolina,Usados,Fiat,70 cv,25 000 km,Pequeno citadino,Manual,,,,Nacional
1036,2007,,Gasolina,Usados,MINI,130 cv,80 000 km,Citadino,Manual,Sim,,,
1037,2018,Classe 1,Gasolina,Usados,Citroën,82 cv,33 358 km,Citadino,Manual,,,,Nacional
1038,2016,,Diesel,Usados,Opel,125 cv,82 759 km,Monovolume,Manual,,00-00-00,,Nacional
1039,2019,Classe 1,Gasolina,Usados,Mazda,100 cv,9 km,Utilitário,Manual,,,,Nacional
1040,2012,Classe 1,Diesel,Usados,Mercedes-Benz,170 cv,222 574 km,Carrinha,Manual,,00-00-00,Classe C,
1041,2016,Classe 1,Diesel,Usados,Audi,150 cv,70 274 km,Carrinha,Manual,,,,Nacional
1042,2015,Classe 1,Diesel,Usados,Volvo,120 cv,141 187 km,Sedan,Manual,Sim,,,
1043,2018,,Gasolina,Usados,Fiat,69 cv,39 000 km,Citadino,Manual,,,,Nacional
1044,2009,Classe 1,Diesel,Usados,Mercedes-Benz,204 cv,99 890 km,Coupé,Automática,Sim,,Classe E,Nacional
1045,2018,,Gasolina,Usados,Fiat,69 cv,35 000 km,Pequeno citadino,Manual,,,,Nacional
1046,2014,Classe 1,Diesel,Usados,Peugeot,120 cv,54 300 km,Monovolume,Automática,Sim,,,Nacional
1047,2011,Classe 1,Diesel,Usados,MINI,110 cv,265 870 km,Carrinha,Manual,,00-00-00,,Nacional
1048,2015,,Gasolina,Usados,Smart,71 cv,38 000 km,Citadino,,,,,
1049,2019,Classe 1,Gasolina,Usados,Mazda,100 cv,9 km,Utilitário,Manual,,,,Nacional
1050,2018,,Diesel,Usados,Fiat,95 cv,39 000 km,Monovolume,Manual,,,,Nacional
1051,2014,Classe 1,Diesel,Usados,Peugeot,140 cv,78 250 km,Sedan,Manual,Sim,,,Nacional
1052,2018,,Gasolina,Usados,Fiat,69 cv,50 000 km,Citadino,Manual,,,,Nacional
1053,2018,Classe 1,Gasolina,Usados,Audi,95 cv,33 638 km,Citadino,Manual,,,,Nacional
1054,2019,,Diesel,Usados,BMW,190 cv,17 795 km,Sedan,Semi-automática,Sim,89-XE-73,Série 3,Nacional
1055,2011,Classe 1,Diesel,Usados,BMW,313 cv,159 791 km,Sedan,Automática,,,Série 5,Nacional
1056,2009,Classe 1,Diesel,Usados,BMW,177 cv,118 259 km,Cabrio,Manual,,00-00-00,Série 3,Nacional
1057,2018,,Gasolina,Usados,Fiat,69 cv,30 000 km,Citadino,Manual,,,,Nacional
1058,2019,Classe 1,Diesel,Usados,Skoda,150 cv,4 300 km,SUV / TT,Manual,Sim,,,Nacional
1059,2018,,Diesel,Usados,Fiat,95 cv,30 000 km,Citadino,Manual,,,,Nacional
1060,2018,,Diesel,Usados,Fiat,95 cv,59 000 km,Citadino,Manual,,,,Nacional
1061,2015,Classe 1,Gasolina,Usados,Porsche,265 cv,31 000 km,Cabrio,Automática,Sim,,,Nacional
1062,2008,Classe 1,Gasolina,Usados,Audi,420 cv,20 100 km,Coupé,Automática,,67-FC-55,,Nacional
1063,2017,Classe 1,Diesel,Usados,BMW,190 cv,54 500 km,Carrinha,Automática,,,Série 5,Nacional
1064,2011,Classe 1,Diesel,Usados,BMW,313 cv,159 791 km,Sedan,Automática,,,Série 5,Nacional
1065,2018,,Diesel,Usados,Fiat,95 cv,38 000 km,Carrinha,Manual,,,,Nacional
1066,2016,Classe 1,Diesel,Usados,Audi,150 cv,64 561 km,Carrinha,Manual,,,,Nacional
1067,2014,,Gasolina,Usados,BMW,431 cv,90 000 km,Sedan,,,,Série 3,
1068,2019,Classe 1,Diesel,Usados,Fiat,95 cv,19 478 km,Monovolume,Manual,,,,
1069,2015,Classe 1,Diesel,Usados,Skoda,90 cv,68 100 km,Carrinha,Manual,Sim,,,Nacional
1070,2019,,Diesel,Usados,BMW,190 cv,17 795 km,Sedan,Semi-automática,Sim,89-XE-73,Série 3,Nacional
1071,2013,,Diesel,Usados,Volvo,115 cv,180 000 km,Sedan,,,,,
1072,2018,,Diesel,Usados,Fiat,95 cv,39 000 km,Carrinha,Manual,,,,Nacional
1073,2012,Classe 1,Diesel,Usados,Volvo,163 cv,141 728 km,SUV / TT,Manual,,00-00-00,,Nacional
1074,2017,,Diesel,Usados,Fiat,95 cv,69 000 km,Citadino,Manual,,,,Nacional
1075,2018,Classe 1,Diesel,Usados,Fiat,120 cv,88 000 km,Carrinha,Manual,,00-00-00,,Nacional
1076,2018,,Diesel,Usados,Fiat,95 cv,30 000 km,Carrinha,Manual,,,,Nacional
1077,2017,Classe 1,Diesel,Usados,BMW,190 cv,54 500 km,Carrinha,Automática,,,Série 5,Nacional
1078,2011,Classe 1,Diesel,Usados,BMW,204 cv,178 400 km,Sedan,Automática,,00-00-00,Série 5,Nacional
1079,2018,,Diesel,Usados,Fiat,95 cv,38 000 km,Carrinha,Manual,,,,Nacional
1080,2015,Classe 1,Diesel,Usados,VW,150 cv,99 860 km,Carrinha,Automática,Sim,,,Nacional
1081,2015,Classe 1,Diesel,Usados,VW,240 cv,89 500 km,Carrinha,Automática,Sim,,,Nacional
1082,2018,,Diesel,Usados,Fiat,95 cv,39 000 km,Citadino,Manual,,,,Nacional
1083,2018,,Diesel,Usados,Fiat,95 cv,40 000 km,Citadino,Manual,,,,Nacional
1084,2019,,Diesel,Usados,Skoda,150 cv,4 300 km,Sedan,Manual,Sim,,,Nacional
1085,2013,,Diesel,Usados,Volvo,115 cv,180 000 km,Sedan,,,,,
1086,2010,Classe 1,Diesel,Usados,BMW,184 cv,185 000 km,Sedan,Manual,,00-00-00,Série 5,Nacional
1087,2018,,Diesel,Usados,Fiat,95 cv,28 000 km,Carrinha,Manual,,,,Nacional
1088,2009,Classe 1,Diesel,Usados,Audi,170 cv,177 000 km,SUV / TT,Automática,Sim,,,Nacional
1089,2019,Classe 1,Diesel,Usados,Skoda,150 cv,5 500 km,SUV / TT,Automática,Sim,,,Nacional
1090,2017,,Diesel,Usados,Ford,180 cv,36 000 km,Monovolume,Manual,Sim,,,Nacional
1091,2018,,Diesel,Usados,Fiat,95 cv,39 000 km,Citadino,Manual,,,,Nacional
1092,2010,Classe 1,Diesel,Usados,Opel,160 cv,165 000 km,Carrinha,Manual,Sim,,,Nacional
1093,2009,Classe 1,Diesel,Usados,Opel,160 cv,150 000 km,Carrinha,Manual,Sim,,,Nacional
