,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Série,Tipo de Caixa,Matrícula,Origem,Valor Fixo
566,2014,Classe 1,Diesel,Usados,8073873032,Renault,911 cv,148 000 km,Carrinha,,Manual,,Importado,
567,2009,Classe 1,Diesel,Usados,8073783433,Opel,160 cv,196 000 km,Carrinha,,Automática,,,Sim
568,2005,,Gasolina,Usados,8061716316,Smart,80 cv,95 000 km,Pequeno citadino,,,,,
569,2007,Classe 1,Gasolina,Usados,8070909977,Smart,71 cv,47 640 km,Pequeno citadino,,Semi-automática,,Nacional,
570,2008,Classe 1,Diesel,Usados,8074683177,Ford,140 cv,91 900 km,Monovolume,,Manual,,Nacional,Sim
571,2019,Classe 1,Gasolina,Usados,8073366553,Citroën,130 cv,43 000 km,Monovolume,,Automática,,,
572,2014,Classe 2,Diesel,Usados,8073869374,Isuzu,164 cv,77 600 km,SUV / TT,,Manual,,,
573,2010,,Diesel,Usados,8073687014,Peugeot,92 cv,100 100 km,Utilitário,,Manual,,,Sim
574,2012,,Diesel,Usados,8074682948,Jeep,200 cv,58 364 km,SUV / TT,,Manual,,,
575,2007,,Diesel,Usados,8074680206,Audi,140 cv,270 000 km,Sedan,,,,Nacional,
576,2017,Classe 1,Gasolina,Usados,8073363297,Porsche,440 cv,23 000 km,Sedan,,Automática,,Nacional,
577,2006,,Diesel,Usados,8074683410,BMW,163 cv,280 000 km,Carrinha,Série 3,Manual,,,
578,2014,Classe 1,Diesel,Usados,8067793522,Peugeot,92 cv,196 070 km,Carrinha,,Manual,,Nacional,Sim
579,2001,Classe 1,Diesel,Usados,8074683458,Land Rover,82 cv,230 000 km,SUV / TT,,Automática,,,
580,2008,Classe 1,Diesel,Usados,8074683104,Audi,143 cv,264 000 km,Carrinha,,Manual,,Nacional,
581,2015,,Diesel,Usados,8075645969,BMW,115 cv,160 000 km,SUV / TT,Série 2,,,,
582,2016,Classe 1,Eléctrico,Usados,8069148284,BMW,170 cv,29 959 km,Citadino,Série i,Automática,32-zl-83,,
583,2008,,Diesel,Usados,8075174108,Smart,54 cv,66 000 km,Pequeno citadino,,,,,
584,2016,Classe 1,Diesel,Usados,8073871716,Peugeot,120 cv,133 000 km,Carrinha,,Manual,,,
585,2005,,Diesel,Usados,8074681450,Citroën,110 cv,270 000 km,Monovolume,,,,Nacional,
586,2015,,Diesel,Usados,8073682233,Peugeot,110 cv,80 000 km,Carrinha,,,,,
587,2008,,Diesel,Usados,8073229415,Audi,143 cv,129 900 km,Carrinha,,Manual,,Nacional,
588,2017,Classe 1,Diesel,Usados,8060216674,VW,116 cv,62 000 km,Carrinha,,Manual,,,
589,2015,,Diesel,Usados,8075645969,BMW,115 cv,160 000 km,SUV / TT,Série 2,,,,
590,2007,Classe 1,Gasolina,Usados,8070909977,Smart,71 cv,47 640 km,Pequeno citadino,,Semi-automática,,Nacional,
591,2017,Classe 1,Gasolina,Usados,8074326739,Porsche,252 cv,33 845 km,SUV / TT,,Automática,,Nacional,
592,2012,Classe 1,Diesel,Usados,8072745485,Renault,110 cv,161 130 km,Monovolume,,Manual,,,Sim
593,2014,Classe 1,Diesel,Usados,8067793522,Peugeot,92 cv,196 070 km,Carrinha,,Manual,,Nacional,Sim
594,2007,Classe 1,Diesel,Usados,8073867627,Hyundai,155 cv,314 000 km,SUV / TT,,Automática,,Nacional,
595,2011,,Diesel,Usados,8071676539,Alfa Romeo,136 cv,167 000 km,Carrinha,,,,,Sim
596,2016,Classe 1,Eléctrico,Usados,8069148284,BMW,170 cv,29 959 km,Citadino,Série i,Automática,32-zl-83,,
597,2015,Classe 1,Diesel,Usados,8074047138,Mercedes-Benz,110 cv,55 000 km,SUV / TT,Classe GLA,Manual,,,Sim
598,2017,Classe 1,Gasolina,Usados,8073362455,Mercedes-Benz,510 cv,30 000 km,Carrinha,Classe C,Automática,,Importado,Sim
599,2008,,Diesel,Usados,8074683016,Mazda,70 cv,116 000 km,Citadino,,,,Nacional,
600,1971,,Gasolina,Usados,8074602643,VW,50 cv,30 000 km,Cabrio,,,,Nacional,
601,2013,Classe 1,Diesel,Usados,8072040542,Renault,110 cv,198 000 km,Carrinha,,Manual,,Nacional,
602,2017,Classe 1,Diesel,Usados,8053996729,Jeep,120 cv,60 000 km,SUV / TT,,Manual,,Nacional,
603,2010,,Diesel,Usados,8073687014,Peugeot,92 cv,100 100 km,Utilitário,,Manual,,,Sim
604,2001,,Diesel,Usados,8074376067,BMW,136 cv,164 000 km,Sedan,Série 3,,,,
605,2003,,Gasolina,Usados,8072812296,Audi,250 cv,126 000 km,Coupé,,,,,
606,2015,Classe 1,Diesel,Usados,8073352082,SEAT,105 cv,102 000 km,Carrinha,,Manual,,,
607,2015,Classe 1,Diesel,Usados,8072951516,VW,120 cv,93 000 km,Carrinha,,Manual,,Nacional,
608,2015,Classe 1,Diesel,Usados,8070356591,Audi,184 cv,66 000 km,Cabrio,,Manual,,Importado,
609,2009,,Diesel,Usados,8064524852,BMW,250 cv,181 000 km,SUV / TT,Série X,Automática,,Nacional,Sim
610,2014,Classe 1,Diesel,Usados,8047263367,Mercedes-Benz,136 cv,33 000 km,Sedan,Classe CLA,Manual,,Nacional,
611,2018,Classe 1,Diesel,Usados,8075165602,Renault,90 cv,7 000 km,SUV / TT,,Manual,,,
612,2010,,Diesel,Usados,8071834727,Opel,160 cv,176 000 km,Carrinha,,,,,
613,2015,,Diesel,Usados,8071205220,VW,75 cv,71 754 km,Citadino,,Manual,94QJ98,,Sim
614,2013,Classe 1,Diesel,Usados,8073866694,Renault,110 cv,140 000 km,Carrinha,,Manual,,Importado,
615,2017,Classe 1,Diesel,Usados,8074216799,BMW,224 cv,61 475 km,Sedan,Série 4,Automática,75-TJ-41,Nacional,
616,2017,Classe 1,Diesel,Usados,8074680561,Mercedes-Benz,137 cv,46 778 km,Carrinha,Classe C,Manual,,Importado,Sim
617,2017,,Diesel,Usados,8073868543,Nissan,81 cv,45 102 km,SUV / TT,,,,,
618,2011,,Diesel,Usados,8060614737,Peugeot,90 cv,178 000 km,Citadino,,,,,Sim
619,2015,,Diesel,Usados,8060301923,Nissan,110 cv,161 000 km,SUV / TT,,Manual,00-00-00,,Sim
620,2015,Classe 1,Diesel,Usados,8072951516,VW,120 cv,93 000 km,Carrinha,,Manual,,Nacional,
621,2014,,Eléctrico,Usados,8074697656,BMW,170 cv,98 000 km,Utilitário,Série i,Automática,,,Sim
622,2011,Classe 1,Diesel,Usados,8069244493,Mercedes-Benz,136 cv,260 000 km,Carrinha,Classe C,Manual,68-RZ-92,Importado,
623,2016,Classe 1,Diesel,Usados,8073032291,Mercedes-Benz,177 cv,115 000 km,Utilitário,Classe A,Automática,60-VS-23,Importado,
624,2011,Classe 1,Diesel,Usados,8061173082,Citroën,70 cv,182 000 km,Citadino,,Manual,,,
625,2012,Classe 1,Diesel,Usados,8074379915,BMW,258 cv,170 000 km,Sedan,Série 3,Automática,,,
626,2002,Classe 1,Diesel,Usados,8074682277,Smart,41 cv,220 000 km,Cabrio,,Semi-automática,,,Sim
627,2003,Classe 1,Gasolina,Usados,8074680386,Ford,75 cv,178 000 km,Citadino,,Manual,,Nacional,Sim
628,2018,,Gasolina,Usados,8063725466,BMW,410 cv,3 500 km,Coupé,Série 2,Automática,,Nacional,
629,2015,Classe 1,Diesel,Usados,8068349214,Audi,150 cv,229 000 km,Sedan,,Manual,,,Sim
630,1999,,Diesel,Usados,8071249880,Mercedes-Benz,90 cv,243 000 km,Utilitário,Classe A,,,,
631,2008,Classe 1,Diesel,Usados,8073588431,BMW,177 cv,229 800 km,Sedan,Série 5,Manual,,Nacional,
632,2009,Classe 1,Diesel,Usados,8072284207,Ford,68 cv,156 000 km,Citadino,,Manual,,Nacional,
633,2017,Classe 1,Diesel,Usados,8053996729,Jeep,120 cv,60 000 km,SUV / TT,,Manual,,Nacional,
634,2008,,Diesel,Usados,8069509697,BMW,177 cv,196 000 km,Coupé,Série 3,,,,Sim
635,2007,Classe 1,Diesel,Usados,8064663473,Honda,140 cv,370 000 km,SUV / TT,,Manual,,,
636,2015,,Diesel,Usados,8060301923,Nissan,110 cv,161 000 km,SUV / TT,,Manual,00-00-00,,Sim
637,2005,Classe 1,Gasolina,Usados,8048635790,Opel,90 cv,170 000 km,Cabrio,,Manual,,Nacional,
638,2015,,Diesel,Usados,8071205220,VW,75 cv,71 754 km,Citadino,,Manual,94QJ98,,Sim
639,2010,,Diesel,Usados,8064290038,BMW,170 cv,152 000 km,Sedan,Série 1,Manual,,,Sim
640,2011,Classe 1,Diesel,Usados,8073141618,Alfa Romeo,95 cv,116 230 km,Utilitário,,Manual,,,Sim
641,2008,Classe 1,Diesel,Usados,8075643112,BMW,177 cv,159 500 km,Sedan,Série 3,Manual,22-FE-04,Nacional,Sim
642,2014,Classe 1,Diesel,Usados,8001183294,BMW,214 cv,139 000 km,Cabrio,Série 4,Automática,,,
643,2011,Classe 1,Gasolina,Usados,8074654833,MINI,184 cv,111 500 km,Citadino,,Manual,,Importado,
644,2005,Classe 1,Diesel,Usados,8068305867,Renault,120 cv,217 246 km,Carrinha,,Manual,,Nacional,
645,2005,Classe 1,Gasolina,Usados,8048635790,Opel,90 cv,170 000 km,Cabrio,,Manual,,Nacional,
646,2005,Classe 1,Diesel,Usados,8072476551,Renault,100 cv,213 000 km,Monovolume,,Manual,,Nacional,
647,2012,Classe 1,Diesel,Usados,8074677037,Ford,163 cv,88 900 km,Monovolume,,Manual,,,
648,2015,,Diesel,Usados,8051959437,VW,184 cv,89 000 km,Utilitário,,Automática,,Importado,
649,1971,,Gasolina,Usados,8074602643,VW,50 cv,30 000 km,Cabrio,,,,Nacional,
650,2015,Classe 1,Diesel,Usados,8071352555,BMW,150 cv,69 000 km,Carrinha,Série 3,Manual,,Nacional,Sim
651,2018,Classe 1,Diesel,Usados,8072567023,MINI,116 cv,12 000 km,Citadino,,Automática,,,
652,2011,,Gasolina,Usados,8073812206,Fiat,75 cv,122 000 km,Pequeno citadino,,,,,
653,2018,,Eléctrico,Usados,8074358975,Citroën,67 cv,7 080 km,Carrinha,,Automática,85-VU-46,Nacional,Sim
654,2008,Classe 1,Diesel,Usados,8074033666,BMW,177 cv,244 863 km,Coupé,Série 3,Manual,,Nacional,Sim
655,2009,,Diesel,Usados,8074671087,Opel,160 cv,204 000 km,Carrinha,,Manual,,Nacional,
656,2014,,Diesel,Usados,8067319996,VW,225 cv,72 000 km,Coupé,,Manual,,,
657,2008,,Diesel,Usados,8073863894,Fiat,105 cv,168 000 km,Utilitário,,,,,
658,2013,Classe 1,Diesel,Usados,8074673093,Skoda,105 cv,138 000 km,Carrinha,,Manual,,,Sim
659,2008,Classe 1,Diesel,Usados,8075643112,BMW,177 cv,159 500 km,Sedan,Série 3,Manual,22-FE-04,Nacional,Sim
660,2018,Classe 1,Gasolina,Usados,8053871809,MINI,192 cv,20 000 km,SUV / TT,,Automática,,,
661,2009,Classe 1,Diesel,Usados,8062627408,BMW,177 cv,195 000 km,Carrinha,Série 3,Manual,XX-HH-XX,Nacional,
662,2000,Classe 1,Diesel,Usados,8071927776,VW,90 cv,259 000 km,Utilitário,,Manual,,Nacional,
663,2014,Classe 1,Diesel,Usados,8075158474,Mercedes-Benz,170 cv,129 000 km,SUV / TT,Classe GLA,Automática,,Nacional,
664,2014,,Diesel,Usados,8071616943,Nissan,110 cv,131 000 km,SUV / TT,,Manual,,Importado,
665,2011,Classe 1,Diesel,Usados,8073141618,Alfa Romeo,95 cv,116 230 km,Utilitário,,Manual,,,Sim
666,2018,,Eléctrico,Usados,8074358975,Citroën,67 cv,7 080 km,Carrinha,,Automática,85-VU-46,Nacional,Sim
667,2016,Classe 1,Diesel,Usados,8060394812,BMW,116 cv,61 934 km,Utilitário,Série 1,Manual,,Nacional,
668,2012,Classe 1,Diesel,Usados,8072607854,VW,105 cv,233 000 km,Utilitário,,Manual,,Importado,
669,2008,,Diesel,Usados,8073696384,Renault,105 cv,103 884 km,Carrinha,,,,,
670,2014,Classe 1,Eléctrico,Usados,8069584929,Tesla,367 cv,149 000 km,Sedan,,Automática,,Importado,
671,2008,Classe 1,Diesel,Usados,8074370838,Opel,150 cv,152 000 km,Monovolume,,Manual,,Nacional,
672,2009,Classe 1,Diesel,Usados,8071577384,BMW,204 cv,176 000 km,Coupé,Série 1,Manual,,,
673,2013,Classe 1,Diesel,Usados,8072040542,Renault,110 cv,198 000 km,Carrinha,,Manual,,Nacional,
674,2018,Classe 1,Gasolina,Usados,8070460083,Peugeot,82 cv,8 500 km,Citadino,,Manual,,Nacional,
675,2010,Classe 1,Diesel,Usados,8072824832,Peugeot,110 cv,148 000 km,Utilitário,,Manual,38-IZ-81,Nacional,
676,2018,Classe 1,Diesel,Usados,8072567023,MINI,116 cv,12 000 km,Citadino,,Automática,,,
677,2016,Classe 1,Diesel,Usados,8074033127,Audi,190 cv,40 000 km,Carrinha,,Automática,,Nacional,
678,2011,Classe 1,Diesel,Usados,8065378779,BMW,143 cv,169 000 km,Citadino,Série 1,Manual,,,
679,2004,,Diesel,Usados,8073863012,Mazda,135 cv,253 142 km,Carrinha,,,,,
680,2015,Classe 1,Diesel,Usados,8064856398,Citroën,120 cv,75 000 km,Utilitário,,Manual,08-QJ-59,Nacional,Sim
681,2006,,Diesel,Usados,8074646022,Volvo,80 cv,159 000 km,Carrinha,,,,,Sim
682,2016,Classe 1,Gasolina,Usados,8053750428,Audi,367 cv,42 800 km,Utilitário,,Automática,__-XL-__,Importado,Sim
683,2014,,Diesel,Usados,8061153831,BMW,190 cv,226 000 km,Carrinha,Série 5,Automática,,,
684,2004,Classe 1,Diesel,Usados,8059598558,Renault,120 cv,240 000 km,Carrinha,,Manual,,,
685,2019,,Diesel,Usados,8051596547,BMW,190 cv,17 795 km,Sedan,Série 3,Semi-automática,89-XE-73,Nacional,Sim
686,2002,,Diesel,Usados,8061423280,Mercedes-Benz,180 cv,187 000 km,Carrinha,Classe E,,,,
687,2013,Classe 1,Diesel,Usados,8074894056,Renault,110 cv,140 000 km,Carrinha,,Manual,31-SD-97,,
688,2009,,Diesel,Usados,8073320415,BMW,285 cv,104 000 km,Utilitário,Série X,,,,
689,2011,Classe 1,Diesel,Usados,8069633108,Alfa Romeo,105 cv,165 000 km,Utilitário,,Manual,,Nacional,Sim
690,2014,Classe 1,Diesel,Usados,8072929673,SEAT,105 cv,113 000 km,Citadino,,Manual,,,
691,2014,Classe 1,Diesel,Usados,8072929673,SEAT,105 cv,113 000 km,Citadino,,Manual,,,
692,2005,,Diesel,Usados,8074647271,Opel,70 cv,204 000 km,Citadino,,,,,
693,2015,Classe 1,Diesel,Usados,8064856398,Citroën,120 cv,75 000 km,Utilitário,,Manual,08-QJ-59,Nacional,Sim
694,2008,Classe 1,Diesel,Usados,8074033666,BMW,177 cv,244 863 km,Coupé,Série 3,Manual,,Nacional,Sim
695,2016,Classe 1,Híbrido (Diesel),Usados,8075647710,Volvo,285 cv,100 040 km,Carrinha,,Automática,65-SC-38,Nacional,
696,2019,,Gasolina,Usados,8073832234,Mazda,90 cv,7 000 km,Citadino,,,,,Sim
697,2019,,Diesel,Usados,8051596547,BMW,190 cv,17 795 km,Sedan,Série 3,Semi-automática,89-XE-73,Nacional,Sim
698,2014,Classe 1,Diesel,Usados,8069057568,Alfa Romeo,175 cv,93 000 km,Utilitário,,Automática,,Nacional,
699,2016,,Diesel,Usados,8046035567,Audi,150 cv,110 000 km,Sedan,,Manual,,,
700,2017,Classe 1,Diesel,Usados,8073660313,Mercedes-Benz,204 cv,83 500 km,SUV / TT,Classe GLC,Automática,,Nacional,Sim
701,2013,,Diesel,Usados,8033945441,Renault,105 cv,150 000 km,Coupé,,,,,
702,1978,,Gasolina,Usados,8073442420,MG,120 cv,77 000 km,Cabrio,,Manual,,,
703,2019,Classe 1,Gasolina,Usados,8073837148,Abarth,165 cv,8 000 km,Citadino,,Manual,,Nacional,Sim
704,2019,,Diesel,Usados,8074668572,Peugeot,102 cv,22 404 km,Citadino,,Manual,,Importado,
705,2014,,Híbrido (Diesel),Usados,8053734644,Peugeot,200 cv,205 000 km,Carrinha,,Automática,,,
706,2016,Classe 1,Híbrido (Diesel),Usados,8075647710,Volvo,285 cv,100 040 km,Carrinha,,Automática,65-SC-38,Nacional,
707,2016,,Diesel,Usados,8065730605,BMW,116 cv,99 000 km,Utilitário,Série 1,Manual,,Nacional,Sim
708,2010,Classe 1,Diesel,Usados,8072023344,Audi,105 cv,117 749 km,Cabrio,,Manual,,,
709,2009,Classe 1,Diesel,Usados,8073659995,Ford,109 cv,227 101 km,Carrinha,,Manual,72-HT-22,Nacional,
710,2001,,Diesel,Usados,8073777184,Mercedes-Benz,163 cv,282 000 km,SUV / TT,Classe M,Manual,,,Sim
711,2010,Classe 1,Diesel,Usados,8070573956,Mercedes-Benz,201 cv,195 000 km,Sedan,Classe E,Automática,,,
712,2010,Classe 1,Diesel,Usados,8050877588,VW,185 cv,218 000 km,Utilitário,,Manual,,,
713,1991,Classe 2,Diesel,Usados,8074632432,UMM,70 cv,277 500 km,SUV / TT,,Manual,,Nacional,
714,2015,,Diesel,Usados,8071850859,Peugeot,68 cv,46 500 km,Citadino,,,,,
715,2013,Classe 1,Híbrido (Diesel),Usados,8072585967,Volvo,284 cv,150 000 km,Carrinha,,Automática,,,Sim
716,2014,Classe 1,Diesel,Usados,8060572274,Volvo,214 cv,98 000 km,SUV / TT,,Automática,,Importado,
717,2015,Classe 1,Híbrido (Gasolina),Usados,8072584274,VW,204 cv,135 000 km,Utilitário,,Automática,,,
718,2016,Classe 1,Diesel,Usados,8060394812,BMW,116 cv,61 934 km,Utilitário,Série 1,Manual,,Nacional,
719,2016,Classe 1,Diesel,Usados,8073647212,BMW,150 cv,60 000 km,SUV / TT,Série X,Manual,,Nacional,
720,2017,,Diesel,Usados,8075630365,Renault,110 cv,83 250 km,Monovolume,,Automática,,,Sim
721,2019,Classe 1,Diesel,Usados,8075585452,Renault,85 cv,9 000 km,Citadino,,Manual,,Nacional,
722,2012,Classe 1,Diesel,Usados,8073593279,Volvo,115 cv,147 000 km,Carrinha,,Manual,,,
723,1984,,Gasolina,Usados,8066971732,Mercedes-Benz,240 cv,79 000 km,Sedan,Classe S,,,,Sim
724,2019,Classe 1,Diesel,Usados,8073198296,Mercedes-Benz,116 cv,2 500 km,Utilitário,Classe A,Automática,,Nacional,
725,2010,Classe 1,Diesel,Usados,8073641961,Mercedes-Benz,170 cv,103 000 km,SUV / TT,Classe GLK,Manual,,Nacional,
726,2015,,Diesel,Usados,8075113541,Citroën,100 cv,57 500 km,Utilitário,,Automática,,Nacional,Sim
727,2015,Classe 1,Diesel,Usados,8074645771,Peugeot,120 cv,105 000 km,SUV / TT,,Manual,,Importado,
728,1994,,Gasolina,Usados,8035464429,BMW,340 cv,140 000 km,Sedan,Série 5,,,,
729,2017,,Diesel,Usados,8073635900,Fiat,95 cv,48 000 km,Utilitário,,,,,
730,2015,Classe 1,Diesel,Usados,8074645782,VW,110 cv,37 000 km,Utilitário,,Automática,,Nacional,
731,2000,Classe 1,Diesel,Usados,8062807697,Mercedes-Benz,197 cv,310 000 km,Carrinha,Classe E,Automática,,Nacional,
732,1990,Classe 2,Diesel,Usados,8073634156,UMM,110 cv,186 000 km,SUV / TT,,Manual,IX-07-12,Nacional,
733,2016,Classe 1,Gasolina,Usados,8025153321,Smart,71 cv,33 000 km,Pequeno citadino,,Manual,,,
734,2006,,Gasolina,Usados,8074635806,Suzuki,105 cv,112 000 km,SUV / TT,,Manual,,Nacional,
735,2019,Classe 1,Diesel,Usados,8073198296,Mercedes-Benz,116 cv,2 500 km,Utilitário,Classe A,Automática,,Nacional,
736,2002,Classe 1,Gasolina,Usados,8073828016,Fiat,80 cv,208 000 km,Utilitário,,Manual,,Nacional,
737,2013,Classe 1,Híbrido (Diesel),Usados,8073822315,Citroën,200 cv,156 000 km,Utilitário,,Automática,10-TF-48,Importado,
738,2017,,Gasolina,Usados,8066201382,MINI,230 cv,32 000 km,Utilitário,,Automática,,,
739,2007,Classe 1,Gasolina,Usados,8075619880,Chevrolet,94 cv,99 896 km,Citadino,,Manual,,Nacional,
740,2019,Classe 1,Diesel,Usados,8075585452,Renault,85 cv,9 000 km,Citadino,,Manual,,Nacional,
741,2012,,Diesel,Usados,8073821897,Smart,55 cv,90 000 km,Pequeno citadino,,,,,
742,1982,,Gasolina,Usados,8042598803,BMW,211 cv,200 000 km,Coupé,Série 6,,,,Sim
743,1997,,Gasolina,Usados,8001001384,Bentley,325 cv,101 000 km,Sedan,,,,,
744,2016,Classe 2,Diesel,Usados,8071599050,Mercedes-Benz,170 cv,145 000 km,Carrinha,Classe C,Automática,,Importado,
745,2015,,Diesel,Usados,8071842751,Mercedes-Benz,200 cv,55 000 km,Cabrio,Classe E,Automática,,Nacional,
746,2007,Classe 1,Gasolina,Usados,8075619880,Chevrolet,94 cv,99 896 km,Citadino,,Manual,,Nacional,
747,2010,Classe 1,Diesel,Usados,8075110321,Mercedes-Benz,231 cv,155 000 km,Coupé,Classe E,Automática,,Nacional,
748,2015,Classe 1,Diesel,Usados,8073319560,Opel,95 cv,68 050 km,Carrinha,,Manual,,Nacional,
749,2014,Classe 1,Gasolina,Usados,8074644740,Fiat,69 cv,51 400 km,Pequeno citadino,,Manual,,Importado,
750,2010,Classe 1,Diesel,Usados,8074536419,BMW,204 cv,320 000 km,Carrinha,Série 5,Automática,,Nacional,
751,2017,,Diesel,Usados,8075630365,Renault,110 cv,83 250 km,Monovolume,,Automática,,,Sim
752,2006,Classe 1,Diesel,Usados,8073998744,Audi,170 cv,225 000 km,Utilitário,,Manual,00-CB-00,Nacional,
753,2009,Classe 1,Gasolina,Usados,8065811382,Mazda,74 cv,87 000 km,Citadino,,Manual,,,Sim
754,2009,Classe 1,Diesel,Usados,8075114121,Smart,61 cv,169 000 km,Citadino,,Semi-automática,,,
755,2017,,Diesel,Usados,8073822947,Peugeot,120 cv,117 000 km,Carrinha,,,,,
756,2018,Classe 1,Eléctrico,Usados,8073829731,Nissan,150 cv,16 500 km,Utilitário,,Automática,,,
757,2007,,Diesel,Usados,8074635254,SEAT,105 cv,192 000 km,Utilitário,,Manual,,Nacional,
758,2016,Classe 1,Diesel,Usados,8073822362,Nissan,110 cv,99 000 km,SUV / TT,,Manual,,Nacional,
759,2007,Classe 1,Diesel,Usados,8055355187,SEAT,110 cv,182 000 km,Citadino,,Manual,,,
760,2007,,Gasolina,Usados,8043562444,MINI,130 cv,80 000 km,Citadino,,Manual,,,Sim
761,2016,Classe 1,Eléctrico,Usados,8071944669,BMW,170 cv,32 991 km,Utilitário,Série i,Automática,,,
762,2011,Classe 1,Gasolina,Usados,8075516702,Fiat,85 cv,124 900 km,Pequeno citadino,,Manual,,,
763,2014,Classe 1,Diesel,Usados,8075109243,Nissan,90 cv,148 991 km,Utilitário,,Manual,,,
764,2016,Classe 1,Diesel,Usados,8074223217,Renault,110 cv,109 206 km,Carrinha,,Manual,00-00-00,,Sim
765,2016,Classe 1,Diesel,Usados,8073631593,SEAT,110 cv,140 991 km,Carrinha,,Manual,,Nacional,
766,2010,Classe 1,Diesel,Usados,8075110471,Peugeot,112 cv,122 992 km,SUV / TT,,Manual,,Nacional,
767,2017,Classe 1,Diesel,Usados,8073713716,Peugeot,120 cv,138 991 km,SUV / TT,,Manual,,,
768,2015,Classe 1,Diesel,Usados,8075109909,Peugeot,120 cv,150 000 km,Carrinha,,Manual,,Nacional,
769,2009,,Diesel,Usados,8073821130,BMW,204 cv,118 000 km,Coupé,Série 1,,,,Sim
770,2016,Classe 1,Diesel,Usados,8073992822,Renault,110 cv,138 993 km,Carrinha,,Automática,,,
771,2017,,Gasolina,Usados,8057871096,Mercedes-Benz,585 cv,12 000 km,Sedan,Classe S,,,,
772,2017,Classe 1,Gasolina,Usados,8066778563,Audi,95 cv,37 991 km,Citadino,,Manual,,,
773,2019,Classe 1,Gasolina,Usados,8075596963,Renault,90 cv,17 000 km,SUV / TT,,Manual,,Nacional,
774,2015,Classe 1,Diesel,Usados,8070046879,Peugeot,120 cv,150 000 km,Utilitário,,Manual,,,
775,2002,,Diesel,Usados,8075107824,Audi,130 cv,240 000 km,Carrinha,,,,,
776,2011,Classe 1,Diesel,Usados,8074282599,BMW,116 cv,226 000 km,Utilitário,Série 1,Manual,38-OI-37,,
777,2017,Classe 1,Diesel,Usados,8064988947,Peugeot,120 cv,118 991 km,Carrinha,,Manual,,,
778,2017,Classe 1,Diesel,Usados,8067478182,Peugeot,120 cv,118 991 km,SUV / TT,,Manual,,,
779,2019,Classe 1,Gasolina,Usados,8075596963,Renault,90 cv,17 000 km,SUV / TT,,Manual,,Nacional,
780,2005,Classe 3,Diesel,Usados,8073991126,Renault,100 cv,145 000 km,Carrinha,,Manual,,Importado,Sim
781,2017,Classe 1,Diesel,Usados,8070087253,Peugeot,100 cv,120 991 km,Utilitário,,Manual,,,
782,2012,,Diesel,Usados,8073821897,Smart,55 cv,90 000 km,Pequeno citadino,,,,,
783,2007,,Gasolina,Usados,8043562444,MINI,130 cv,80 000 km,Citadino,,Manual,,,Sim
784,2016,Classe 1,Diesel,Usados,8074223217,Renault,110 cv,109 206 km,Carrinha,,Manual,00-00-00,,Sim
785,2011,Classe 1,Gasolina,Usados,8075516702,Fiat,85 cv,124 900 km,Pequeno citadino,,Manual,,,
786,2016,Classe 1,Diesel,Usados,8073394503,Renault,110 cv,150 000 km,Carrinha,,Manual,,,
787,2016,Classe 1,Gasolina,Usados,8070070429,Smart,90 cv,43 500 km,Cabrio,,Automática,,Nacional,
788,2012,Classe 1,Diesel,Usados,8073820446,BMW,184 cv,205 000 km,Sedan,Série 3,Manual,17-QM-10,Importado,
789,2018,Classe 1,Diesel,Usados,8067190136,Volvo,190 cv,84 000 km,SUV / TT,,Automática,,,
790,2017,Classe 1,Diesel,Usados,8075108435,Peugeot,120 cv,130 991 km,Carrinha,,Manual,,,
791,2011,Classe 1,Diesel,Usados,8072007503,VW,185 cv,190 000 km,Carrinha,,Manual,,Nacional,Sim
792,2017,Classe 1,Híbrido (Gasolina),Usados,8064057352,BMW,136 cv,37 991 km,Monovolume,Série 2,Automática,,,
793,2013,,Diesel,Usados,8074080159,Skoda,110 cv,225 000 km,Carrinha,,Manual,,Nacional,
794,2017,,Diesel,Usados,8074323048,MINI,116 cv,62 000 km,Carrinha,,Manual,,,
795,2010,,Híbrido (Gasolina),Usados,8073312388,Porsche,245 cv,280 km,SUV / TT,,,,,
796,2015,Classe 1,Diesel,Usados,8073395903,Renault,90 cv,100 000 km,Carrinha,,Manual,,,
797,2010,,Diesel,Usados,8074639004,Nissan,231 cv,148 000 km,SUV / TT,,Automática,,Nacional,
798,2015,Classe 1,Diesel,Usados,8074443717,Audi,90 cv,138 991 km,Citadino,,Manual,,,
799,2015,Classe 1,Diesel,Usados,8070380163,VW,110 cv,138 991 km,Utilitário,,Manual,,,
800,2017,,Diesel,Usados,8066210205,Volvo,120 cv,30 000 km,Utilitário,,,78-TS-96,Nacional,
801,2016,Classe 1,Diesel,Usados,8075591793,Mercedes-Benz,204 cv,49 356 km,Coupé,Classe C,Automática,,Nacional,
802,2015,Classe 1,Diesel,Usados,8069314253,Audi,136 cv,106 131 km,Carrinha,,Manual,03-PL-56,Nacional,
803,2009,,Diesel,Usados,8071838499,Toyota,126 cv,230 000 km,Carrinha,,,,,
804,1999,Classe 1,Diesel,Usados,8072482710,VW,150 cv,256 000 km,Utilitário,,Manual,,,Sim
805,2011,Classe 1,Diesel,Usados,8074625322,Mercedes-Benz,204 cv,221 000 km,Coupé,Classe E,Automática,,Nacional,Sim
