,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Série,Tipo de Caixa,Matrícula,Origem,Valor Fixo
1570,2012,Classe 1,Diesel,Usados,8055248774,BMW,184 cv,228 780 km,Sedan,Série 3,Automática,,,
1571,2014,,Diesel,Usados,8074521273,Mercedes-Benz,136 cv,95 421 km,Carrinha,Classe C,Automática,,Importado,
1572,2018,Classe 1,Diesel,Usados,8066567011,VW,150 cv,23 643 km,Carrinha,,Automática,,,
1573,2012,Classe 1,Diesel,Usados,8066155084,Audi,313 cv,215 000 km,Sedan,,Automática,,Nacional,
1574,2013,Classe 1,Diesel,Usados,8074524384,Renault,110 cv,159 060 km,Carrinha,,Manual,,Importado,
1575,2014,Classe 1,Diesel,Usados,8074523871,Mercedes-Benz,204 cv,158 000 km,Carrinha,Classe CLS,Automática,,,
1576,2008,,Diesel,Usados,8074518912,Ford,110 cv,190 000 km,Carrinha,,Manual,,,
1577,2017,Classe 1,Gasolina,Usados,8073703916,Smart,90 cv,26 307 km,Pequeno citadino,,Automática,,,Sim
1578,2018,Classe 1,Diesel,Usados,8066567011,VW,150 cv,23 643 km,Carrinha,,Automática,,,
1579,2005,Classe 1,Diesel,Usados,8073701543,Volvo,163 cv,200 300 km,SUV / TT,,Automática,07-45-ZV,Nacional,
1580,2005,Classe 1,Diesel,Usados,8073700237,Renault,100 cv,259 000 km,Carrinha,,Manual,,,
1581,2011,,Gasolina,Usados,8060191659,Citroën,75 cv,62 000 km,Citadino,,,,,Sim
1582,2011,Classe 1,Diesel,Usados,8057738876,BMW,184 cv,168 000 km,Coupé,Série 3,Manual,,Nacional,
1583,2016,,Gasolina,Usados,8073701069,Smart,90 cv,30 000 km,Pequeno citadino,,,,,
1584,2016,,Diesel,Usados,8074525719,VW,150 cv,48 000 km,Sedan,,Automática,,Nacional,
1585,2014,,Diesel,Usados,8074522758,Peugeot,120 cv,107 000 km,Carrinha,,Manual,,Nacional,Sim
1586,2018,,Diesel,Usados,8075618774,MINI,116 cv,13 925 km,Citadino,,Manual,,Nacional,
1587,2018,,Diesel,Usados,8075618774,MINI,116 cv,13 925 km,Citadino,,Manual,,Nacional,
1588,2001,Classe 1,Diesel,Usados,8074697254,BMW,150 cv,197 000 km,Carrinha,Série 3,Manual,00-00-00,,
1589,2006,Classe 1,Diesel,Usados,8073385631,Citroën,110 cv,235 000 km,Utilitário,,Manual,,,Sim
1590,2007,,Diesel,Usados,8073701306,Fiat,90 cv,250 000 km,Citadino,,,,,
1591,1999,,Gasolina,Usados,8073703313,Opel,90 cv,280 000 km,Carrinha,,Manual,,,
1592,2006,Classe 1,Diesel,Usados,8073385631,Citroën,110 cv,235 000 km,Utilitário,,Manual,,,Sim
1593,2011,,Diesel,Usados,8073698770,Ford,75 cv,210 000 km,Pequeno citadino,,,,,
1594,2015,Classe 1,Diesel,Usados,8067777927,Ford,120 cv,76 000 km,Carrinha,,Manual,00-00-00,Nacional,Sim
1595,2018,Classe 1,Diesel,Usados,8074682873,Peugeot,130 cv,58 000 km,SUV / TT,,Manual,,,
1596,2015,Classe 1,Diesel,Usados,8073701144,Mercedes-Benz,170 cv,176 000 km,Carrinha,Classe CLS,Automática,,Importado,Sim
1597,2010,Classe 1,Diesel,Usados,8060819514,Peugeot,110 cv,190 000 km,SUV / TT,,Manual,35-IO-70,Nacional,
1598,2019,,Híbrido (Gasolina),Usados,8074511769,Mitsubishi,230 cv,20 575 km,SUV / TT,,,,,
1599,2011,Classe 1,Gasolina,Usados,8073697446,Peugeot,200 cv,97 171 km,Coupé,,Manual,,Nacional,Sim
1600,2019,Classe 1,Gasolina,Usados,8075623642,Citroën,83 cv,780 km,Citadino,,Manual,,Nacional,Sim
1601,2014,Classe 1,Diesel,Usados,8073053307,MINI,95 cv,107 000 km,Citadino,,Manual,,,Sim
1602,2007,,Gasolina,Usados,8072484810,SEAT,69 cv,160 000 km,Citadino,,,,,Sim
1603,1998,,Gasolina,Usados,8073697574,Honda,90 cv,300 000 km,Utilitário,,,,,
1604,2010,Classe 1,Diesel,Usados,8069199945,Nissan,110 cv,150 000 km,SUV / TT,,Manual,37-JF-34,Nacional,
1605,2011,Classe 1,Diesel,Usados,8074520154,Peugeot,90 cv,120 292 km,Carrinha,,Manual,,,Sim
1606,2017,Classe 1,Diesel,Usados,8066136965,Mercedes-Benz,110 cv,10 985 km,Carrinha,Classe CLA,Manual,27-TM-61,Nacional,
1607,2015,,Gasolina,Usados,8074519836,Fiat,69 cv,73 000 km,Pequeno citadino,,,,,
1608,2012,Classe 1,Diesel,Usados,8066155084,Audi,313 cv,215 000 km,Sedan,,Automática,,Nacional,
1609,2017,,Diesel,Usados,8068798705,Volvo,120 cv,29 505 km,Utilitário,,Manual,,,
1610,2012,,Diesel,Usados,8075632052,BMW,245 cv,155 km,SUV / TT,Série X,Automática,,,
1611,2006,,Diesel,Usados,8072486221,Citroën,90 cv,172 000 km,Utilitário,,,,,Sim
1612,2010,Classe 1,Diesel,Usados,8073696497,BMW,174 cv,115 000 km,SUV / TT,Série X,Automática,,,
1613,2006,Classe 1,Diesel,Usados,8063330825,VW,140 cv,330 000 km,Carrinha,,Automática,,Nacional,Sim
1614,1986,,Diesel,Usados,8073698003,Renault,43 cv,283 418 km,Monovolume,,Manual,,,Sim
1615,2011,,Diesel,Usados,8073698770,Ford,75 cv,210 000 km,Pequeno citadino,,,,,
1616,2007,Classe 1,Diesel,Usados,8066274192,Suzuki,75 cv,174 400 km,Citadino,,Manual,00-00-00,Nacional,
1617,2018,Classe 1,Gasolina,Usados,8074299849,Renault,90 cv,36 100 km,Citadino,,Manual,,Nacional,Sim
1618,2009,,Diesel,Usados,8071020033,BMW,143 cv,285 900 km,Utilitário,Série 1,,,,
1619,2014,,Diesel,Usados,8074413155,Jaguar,300 cv,188 000 km,Sedan,,Automática,,,
1620,2006,,Diesel,Usados,8073695313,Renault,105 cv,250 000 km,Carrinha,,,,,
1621,2007,Classe 1,Diesel,Usados,8066274192,Suzuki,75 cv,174 400 km,Citadino,,Manual,00-00-00,Nacional,
1622,2019,Classe 1,Gasolina,Usados,8075623642,Citroën,83 cv,780 km,Citadino,,Manual,,Nacional,Sim
1623,2005,,Diesel,Usados,8071833269,Ford,109 cv,230 000 km,Carrinha,,Manual,,,Sim
1624,2018,Classe 1,Diesel,Usados,8074515807,Fiat,95 cv,55 000 km,Carrinha,,Manual,,Nacional,
1625,2016,,Eléctrico,Usados,8068523505,Nissan,109 cv,35 000 km,Utilitário,,Automática,,,
1626,2008,Classe 1,Diesel,Usados,8071806640,Peugeot,90 cv,201 500 km,Carrinha,,Manual,,,
1627,1997,,Gasolina,Usados,8074518452,Fiat,55 cv,250 000 km,Citadino,,Manual,,Nacional,
1628,2016,Classe 1,Diesel,Usados,8074519109,VW,120 cv,167 000 km,Carrinha,,Manual,51-RJ-35,Nacional,
1629,2004,Classe 1,Gasolina,Usados,8069827982,Hyundai,75 cv,120 000 km,Citadino,,Manual,,Nacional,
1630,2012,,Diesel,Usados,8075632052,BMW,245 cv,155 km,SUV / TT,Série X,Automática,,,
1631,2007,Classe 1,Diesel,Usados,8066202707,Renault,85 cv,257 165 km,Utilitário,,,,,
1632,2018,Classe 1,Gasolina,Usados,8074299849,Renault,90 cv,36 100 km,Citadino,,Manual,,Nacional,Sim
1633,2015,Classe 1,Gasolina,Usados,8072538591,Smart,71 cv,30 017 km,Pequeno citadino,,Manual,,Nacional,
1634,2008,Classe 1,Diesel,Usados,8066945336,Ford,140 cv,175 000 km,SUV / TT,,Manual,,Nacional,
1635,2015,Classe 1,Diesel,Usados,8074516583,VW,110 cv,70 000 km,Utilitário,,Manual,,Nacional,
1636,2013,Classe 1,Diesel,Usados,8063752811,BMW,143 cv,210 000 km,Carrinha,Série 3,Automática,,Nacional,Sim
1637,2008,Classe 1,Diesel,Usados,8073666626,VW,105 cv,264 000 km,Carrinha,,Manual,,Nacional,Sim
1638,2011,Classe 1,Diesel,Usados,8074516811,Opel,125 cv,260 000 km,Carrinha,,Manual,,,
1639,2008,,Diesel,Usados,8074518912,Ford,110 cv,190 000 km,Carrinha,,Manual,,,
1640,2010,Classe 1,Diesel,Usados,8073694013,BMW,116 cv,170 205 km,Sedan,Série 3,Manual,,Nacional,
1641,2000,,Diesel,Usados,8073694002,Ford,90 cv,153 000 km,Carrinha,,,,,
1642,2002,Classe 1,Gasolina,Usados,8073693506,Volvo,200 cv,374 000 km,SUV / TT,,Manual,,,
1643,2008,Classe 1,Diesel,Usados,8072322373,Toyota,124 cv,335 000 km,Carrinha,,Manual,,,
1644,2016,Classe 1,Gasolina,Usados,8071899837,VW,60 cv,57 768 km,Pequeno citadino,,Manual,,Nacional,Sim
1645,2019,,Gasolina,Usados,8073688444,Mercedes-Benz,109 cv,5 000 km,Utilitário,Classe A,Manual,,Nacional,
1646,2012,Classe 1,Gasolina,Usados,8075215223,Honda,100 cv,125 000 km,Utilitário,,Manual,,Nacional,Sim
1647,2014,Classe 1,Diesel,Usados,8067076202,Peugeot,163 cv,129 000 km,Coupé,,Manual,,Importado,
1648,2003,,Diesel,Usados,8074512796,VW,75 cv,340 000 km,Citadino,,Manual,,Nacional,
1649,2000,,Diesel,Usados,8055114413,Toyota,110 cv,270 000 km,Carrinha,,,,,
1650,2012,,Diesel,Usados,8042018954,BMW,315 cv,208 000 km,Sedan,Série 5,,,,
1651,2019,,Diesel,Usados,8073433485,Mercedes-Benz,116 cv,12 000 km,Utilitário,Classe A,Automática,,,
1652,1992,Classe 1,Gasolina,Usados,8068645084,Renault,80 cv,124 000 km,Citadino,,Manual,,Nacional,
1653,2015,,Diesel,Usados,8073693579,VW,115 cv,131 000 km,Carrinha,,Automática,,,Sim
1654,2014,Classe 1,Diesel,Usados,8074494610,Opel,140 cv,40 500 km,Sedan,,Manual,,Nacional,
1655,2005,Classe 1,Diesel,Usados,8074232800,Peugeot,112 cv,230 000 km,Carrinha,,Manual,,,
1656,2015,Classe 1,Diesel,Usados,8070786412,Peugeot,68 cv,82 992 km,Citadino,,Manual,,,
1657,1996,Classe 1,Gasolina,Usados,8070883079,Rover,103 cv,163 000 km,Sedan,,Manual,80-89-HT,Nacional,
1658,2013,,Gasolina,Usados,8074502661,Opel,115 cv,13 927 km,SUV / TT,,Manual,,Nacional,
1659,2011,Classe 1,Diesel,Usados,8068677895,Audi,177 cv,174 000 km,Sedan,,Manual,,Importado,
1660,1963,Classe 1,Gasolina,Usados,8053026028,Mercedes-Benz,105 cv,1 000 km,Sedan,,Manual,,,
1661,2001,Classe 1,Diesel,Usados,8073691126,Citroën,110 cv,224 000 km,Sedan,,Manual,52-05-RZ,Nacional,
1662,2019,,Gasolina,Usados,8074359010,Citroën,82 cv,13 652 km,Sedan,,Manual,26-XL-06,Nacional,Sim
1663,2003,Classe 1,Diesel,Usados,8068036358,MINI,75 cv,186 000 km,Citadino,,Manual,,,Sim
1664,2007,,Diesel,Usados,8073694282,Renault,105 cv,245 000 km,Carrinha,,,,,
1665,2004,,Diesel,Usados,8046509248,Opel,70 cv,190 000 km,Citadino,,,,,
1666,2014,,Diesel,Usados,8075595232,SEAT,184 cv,141 000 km,Utilitário,,Manual,,,Sim
1667,2015,,Diesel,Usados,8071205220,VW,75 cv,71 754 km,Citadino,,Manual,94QJ98,,Sim
1668,2014,,Diesel,Usados,8073690294,Ford,160 cv,85 000 km,Monovolume,,,,,Sim
1669,2010,,Diesel,Usados,8073691777,SEAT,170 cv,252 000 km,Carrinha,,Manual,,,
1670,1950,Classe 1,Gasolina,Usados,8066945153,Renault,17 cv,10 km,Sedan,,Manual,,Nacional,
1671,2003,,Gasolina,Usados,8073693461,Toyota,97 cv,270 000 km,Utilitário,,,,,
1672,2016,Classe 1,Diesel,Usados,8073580190,Ford,120 cv,29 000 km,Carrinha,,Manual,66-SF-42,Nacional,
1673,2008,,Diesel,Usados,8057356257,BMW,177 cv,129 000 km,Cabrio,Série 1,,,,Sim
1674,2007,Classe 1,Diesel,Usados,8074514304,Mercedes-Benz,170 cv,184 000 km,Sedan,Classe C,Automática,,,
1675,2019,,Gasolina,Usados,8074359010,Citroën,82 cv,13 652 km,Sedan,,Manual,26-XL-06,Nacional,Sim
1676,2015,,Diesel,Usados,8071205220,VW,75 cv,71 754 km,Citadino,,Manual,94QJ98,,Sim
1677,2014,,Diesel,Usados,8075595232,SEAT,184 cv,141 000 km,Utilitário,,Manual,,,Sim
1678,2003,Classe 1,Diesel,Usados,8068036358,MINI,75 cv,186 000 km,Citadino,,Manual,,,Sim
1679,2015,,Diesel,Usados,8073613257,Audi,184 cv,107 970 km,Utilitário,,Manual,,,
1680,2008,Classe 1,Diesel,Usados,8075643112,BMW,177 cv,159 500 km,Sedan,Série 3,Manual,22-FE-04,Nacional,Sim
1681,2016,,Gasolina,Usados,8073681703,VW,84 cv,20 500 km,Carrinha,,,,,
1682,2004,Classe 1,Gasolina,Usados,8074489738,Ford,215 cv,86 000 km,Utilitário,,Manual,,,
1683,2013,Classe 1,Híbrido (Gasolina),Usados,8074496006,Opel,85 cv,115 000 km,Sedan,,Automática,,Importado,
1684,2013,,Diesel,Usados,8073539843,Peugeot,115 cv,138 000 km,Citadino,,,,,
1685,2017,Classe 1,Diesel,Usados,8043499119,BMW,116 cv,31 463 km,Utilitário,Série 1,Manual,,Nacional,Sim
1686,2004,Classe 1,Diesel,Usados,8053187313,Mercedes-Benz,110 cv,401 615 km,Carrinha,Classe E,Automática,,,
1687,2012,,Diesel,Usados,8073684470,Citroën,115 cv,115 322 km,Carrinha,,,,,
1688,2010,Classe 1,Diesel,Usados,8065796278,Volvo,115 cv,179 000 km,Carrinha,,Manual,65-ZF-97,,Sim
1689,2003,,Diesel,Usados,8073684149,Smart,45 cv,160 000 km,Cabrio,,,,,
1690,2015,Classe 1,Diesel,Usados,8074394076,Mercedes-Benz,136 cv,186 000 km,Carrinha,Classe C,Manual,,Importado,
1691,2015,,Eléctrico,Usados,8074194529,Renault,88 cv,70 000 km,Pequeno citadino,,Automática,,Importado,Sim
1692,1999,Classe 1,Gasolina,Usados,8059126403,VW,115 cv,165 000 km,Utilitário,,Manual,64-33-TX,Importado,
1693,2014,Classe 1,Gasolina,Usados,8074497878,Ford,74 cv,48 000 km,Monovolume,,Manual,05-OM-44,Nacional,Sim
1694,1992,Classe 1,Gasolina,Usados,8068645084,Renault,80 cv,124 000 km,Citadino,,Manual,,Nacional,
1695,2014,Classe 1,Diesel,Usados,8067076202,Peugeot,163 cv,129 000 km,Coupé,,Manual,,Importado,
1696,1999,Classe 1,Gasolina,Usados,8075590635,Honda,90 cv,254 000 km,Carrinha,,Manual,,Nacional,
1697,2009,Classe 1,Diesel,Usados,8073684629,Alfa Romeo,120 cv,182 000 km,Sedan,,Manual,,Nacional,
1698,2015,,Diesel,Usados,8073686548,BMW,224 cv,99 365 km,Coupé,Série 2,,,,
1699,2017,Classe 1,Diesel,Usados,8043499119,BMW,116 cv,31 463 km,Utilitário,Série 1,Manual,,Nacional,Sim
1700,2010,Classe 1,Diesel,Usados,8073681369,Jaguar,240 cv,136 700 km,Sedan,,Automática,64-JP-28,Nacional,Sim
1701,2014,Classe 1,Diesel,Usados,8074194357,Peugeot,120 cv,150 000 km,Carrinha,,Manual,,Importado,Sim
1702,2016,Classe 1,Diesel,Usados,8074499864,BMW,190 cv,39 000 km,Coupé,Série 4,Automática,55-TJ-11,,
1703,2008,,Diesel,Usados,8074494983,Alfa Romeo,150 cv,147 000 km,Carrinha,,,,,
1704,2012,Classe 1,Diesel,Usados,8072389697,BMW,185 cv,190 000 km,Carrinha,Série 3,Automática,,Importado,Sim
1705,2016,,Diesel,Usados,8071232949,Peugeot,75 cv,30 000 km,Citadino,,Manual,,Nacional,
1706,2014,,Diesel,Usados,8073890357,Audi,245 cv,120 000 km,SUV / TT,,,,,
1707,2014,Classe 1,Gasolina,Usados,8074500868,Citroën,82 cv,60 350 km,Pequeno citadino,,Manual,,Nacional,
1708,2015,Classe 1,Diesel,Usados,8074496512,BMW,150 cv,179 000 km,Sedan,Série 4,Manual,,Importado,
1709,2002,Classe 1,Gasolina,Usados,8060735377,VW,70 cv,187 000 km,Citadino,,Manual,,,
1710,2007,Classe 1,Diesel,Usados,8074501139,Citroën,75 cv,164 455 km,Citadino,,Automática,49-EL-19,Nacional,Sim
1711,2008,Classe 1,Diesel,Usados,8075643112,BMW,177 cv,159 500 km,Sedan,Série 3,Manual,22-FE-04,Nacional,Sim
1712,1999,Classe 1,Gasolina,Usados,8075590635,Honda,90 cv,254 000 km,Carrinha,,Manual,,Nacional,
1713,2016,Classe 1,Diesel,Usados,8073684761,Honda,120 cv,65 000 km,Carrinha,,Manual,,,
1714,2017,Classe 1,Diesel,Usados,8072452533,Ford,120 cv,100 000 km,Carrinha,,Manual,,,Sim
1715,2015,Classe 1,Diesel,Usados,8073266614,BMW,190 cv,40 095 km,Carrinha,Série 5,Automática,,Nacional,
1716,2015,Classe 1,Diesel,Usados,8074401031,BMW,190 cv,118 400 km,Utilitário,Série 4,Automática,,Nacional,
1717,2005,Classe 1,Diesel,Usados,8074043938,Peugeot,109 cv,210 000 km,Carrinha,,Manual,,Nacional,
1718,2007,,Diesel,Usados,8073685962,Opel,150 cv,92 100 km,Coupé,,Manual,,,
1719,2015,Classe 1,Diesel,Usados,8074401031,BMW,190 cv,118 400 km,Utilitário,Série 4,Automática,,Nacional,
1720,2015,Classe 1,Gasolina,Usados,8073390103,Peugeot,82 cv,77 000 km,SUV / TT,,Manual,,Nacional,Sim
1721,2002,Classe 1,Gasolina,Usados,8074632421,VW,65 cv,190 000 km,Citadino,,Manual,,Nacional,
1722,2004,,Diesel,Usados,8073683325,Audi,140 cv,360 000 km,Utilitário,,,,,
1723,2009,,Diesel,Usados,8073682563,Smart,45 cv,150 000 km,Pequeno citadino,,,,,
1724,2007,,Diesel,Usados,8073679726,VW,140 cv,194 000 km,Sedan,,,,,
1725,1992,Classe 1,Gasolina,Usados,8067554631,Renault,120 cv,180 000 km,Sedan,,Manual,,,
1726,2016,Classe 1,Eléctrico,Usados,8070988465,Nissan,110 cv,29 966 km,Utilitário,,Automática,,,Sim
1727,2019,Classe 1,Diesel,Usados,8073198296,Mercedes-Benz,116 cv,2 500 km,Utilitário,Classe A,Automática,,Nacional,
1728,2018,Classe 1,Gasolina,Usados,8072497203,MINI,192 cv,15 081 km,Cabrio,,Automática,,Nacional,
1729,2009,,Diesel,Usados,8072367868,Land Rover,128 cv,130 000 km,SUV / TT,,,,,
1730,2007,Classe 1,Diesel,Usados,8074463788,Volvo,109 cv,155 200 km,Carrinha,,Manual,,Nacional,
1731,2016,Classe 1,Eléctrico,Usados,8070988465,Nissan,110 cv,29 966 km,Utilitário,,Automática,,,Sim
1732,2008,Classe 1,Diesel,Usados,8072646086,Ford,90 cv,229 700 km,Carrinha,,Manual,,Nacional,
1733,2009,Classe 1,Gasolina,Usados,8072706661,Nissan,115 cv,42 000 km,SUV / TT,,Manual,,Nacional,Sim
1734,2015,Classe 1,Diesel,Usados,8075608498,Ford,140 cv,64 251 km,Monovolume,,Manual,,Nacional,
1735,1999,Classe 1,Diesel,Usados,8073680753,Citroën,100 cv,250 000 km,Utilitário,,Manual,,,
1736,2010,Classe 1,Diesel,Usados,8073681369,Jaguar,240 cv,136 700 km,Sedan,,Automática,64-JP-28,Nacional,Sim
1737,1998,Classe 1,Gasolina,Usados,8073681589,Alfa Romeo,102 cv,241 000 km,Sedan,,Manual,,,
1738,2016,Classe 1,Diesel,Usados,8073682813,Mercedes-Benz,204 cv,43 000 km,SUV / TT,Classe GLC,Automática,34-SC-29,Nacional,Sim
1739,2015,Classe 1,Diesel,Usados,8075608498,Ford,140 cv,64 251 km,Monovolume,,Manual,,Nacional,
1740,2015,Classe 1,Gasolina,Usados,8074491316,Smart,90 cv,23 851 km,Pequeno citadino,,Automática,,,
1741,1972,Classe 1,Gasolina,Usados,8049480933,Mercedes-Benz,200 cv,149 000 km,Cabrio,Classe SL,Manual,,Nacional,Sim
1742,1998,Classe 1,Gasolina,Usados,8070359799,Saab,180 cv,270 000 km,Cabrio,,Manual,,,
1743,2013,,Híbrido (Diesel),Usados,8073681992,Peugeot,200 cv,178 000 km,Carrinha,,,,,
1744,2010,,Diesel,Usados,8052647556,VW,110 cv,168 000 km,Carrinha,,Automática,,,
1745,2000,Classe 1,Diesel,Usados,8074212214,Mercedes-Benz,197 cv,276 000 km,Sedan,Classe S,Automática,,Nacional,
1746,2019,Classe 1,Diesel,Usados,8073198296,Mercedes-Benz,116 cv,2 500 km,Utilitário,Classe A,Automática,,Nacional,
1747,2017,Classe 1,Diesel,Usados,8068039684,Mercedes-Benz,109 cv,146 184 km,SUV / TT,Classe GLA,Manual,,Importado,
1748,2000,Classe 1,Diesel,Usados,8074212214,Mercedes-Benz,197 cv,276 000 km,Sedan,Classe S,Automática,,Nacional,
1749,2015,Classe 1,Diesel,Usados,8073266614,BMW,190 cv,40 095 km,Carrinha,Série 5,Automática,,Nacional,
1750,2003,Classe 1,Diesel,Usados,8074490803,Opel,75 cv,226 000 km,Citadino,,Manual,,,
1751,2014,,Diesel,Usados,8073890357,Audi,245 cv,120 000 km,SUV / TT,,,,,
1752,2006,,Diesel,Usados,8073680365,VW,140 cv,224 000 km,Carrinha,,,,,
1753,2008,Classe 1,Diesel,Usados,8073682215,Mercedes-Benz,170 cv,294 000 km,Sedan,Classe C,Automática,,,Sim
1754,1992,,Diesel,Usados,8053394113,Nissan,91 cv,250 000 km,SUV / TT,,,,,
1755,2018,,Diesel,Usados,8071888188,Mercedes-Benz,116 cv,22 500 km,Sedan,,Automática,,Nacional,
1756,2016,Classe 1,Diesel,Usados,8073679792,Mercedes-Benz,194 cv,189 000 km,Sedan,,Automática,,Nacional,
1757,2017,Classe 1,Diesel,Usados,8073680077,VW,115 cv,68 000 km,SUV / TT,,Manual,,,Sim
1758,2010,Classe 1,Diesel,Usados,8072698435,Alfa Romeo,105 cv,123 000 km,Utilitário,,Manual,,Nacional,Sim
1759,2006,Classe 1,Gasolina,Usados,8073638659,Toyota,60 cv,110 000 km,Pequeno citadino,,Manual,,,
1760,2018,Classe 1,Gasolina,Usados,8072311522,SEAT,300 cv,19 400 km,Utilitário,,Manual,,,
1761,2004,,Diesel,Usados,8074482155,Smart,80 cv,168 000 km,Pequeno citadino,,,,,Sim
1762,2011,Classe 1,Diesel,Usados,8073865517,Alfa Romeo,95 cv,116 000 km,Utilitário,,Manual,,,
1763,2006,,Diesel,Usados,8073625603,Mercedes-Benz,80 cv,245 000 km,Utilitário,Classe B,,,,Sim
1764,2011,Classe 1,Diesel,Usados,8069234549,Citroën,163 cv,169 000 km,Sedan,,Manual,,Nacional,Sim
1765,2005,Classe 1,Gasolina,Usados,8073372046,BMW,258 cv,124 254 km,Cabrio,Série 6,Manual,,,Sim
1766,2002,Classe 1,Diesel,Usados,8073678376,Mercedes-Benz,170 cv,350 000 km,Carrinha,Classe E,Automática,17-18-SV,Nacional,
1767,2015,Classe 1,Diesel,Usados,8074437654,BMW,116 cv,93 400 km,Utilitário,Série 1,Automática,,Nacional,
1768,2015,Classe 1,Diesel,Usados,8069336588,Mercedes-Benz,204 cv,162 000 km,Carrinha,Classe C,Automática,,Nacional,
1769,2012,,Diesel,Usados,8071826643,Mercedes-Benz,204 cv,195 000 km,Cabrio,Classe SLK,Automática,,,
1770,2003,Classe 1,Diesel,Usados,8074433253,Renault,65 cv,235 000 km,Citadino,,Manual,,Nacional,
1771,2016,Classe 1,Diesel,Usados,8071487657,SEAT,110 cv,105 000 km,Carrinha,,Manual,,Nacional,
1772,2010,Classe 1,Gasolina,Usados,8074476028,Citroën,60 cv,96 000 km,Citadino,,Manual,,Nacional,
1773,2014,,Gasolina,Usados,8041514686,Mercedes-Benz,360 cv,86 700 km,Sedan,Classe CLA,,,,
1774,2008,,Diesel,Usados,8073658129,Fiat,90 cv,240 000 km,Sedan,,,,,
1775,2018,,Diesel,Usados,8073273792,Audi,150 cv,34 494 km,Sedan,,Manual,47UL44,,Sim
1776,2018,Classe 1,Híbrido (Gasolina),Usados,8065931046,Toyota,122 cv,9 187 km,SUV / TT,,Automática,,Importado,
1777,2010,,Diesel,Usados,8068191779,Ford,115 cv,157 000 km,Carrinha,,,,,
1778,2015,Classe 1,Diesel,Usados,8073545693,Renault,130 cv,135 000 km,Monovolume,,Manual,,,Sim
1779,2018,,Diesel,Usados,8073273792,Audi,150 cv,34 494 km,Sedan,,Manual,47UL44,,Sim
1780,2017,,Diesel,Usados,8074474806,BMW,116 cv,40 000 km,Utilitário,Série 1,,,,
1781,2008,Classe 1,Diesel,Usados,8071133771,Renault,105 cv,176 000 km,Monovolume,,Manual,,Nacional,
1782,2019,Classe 1,Diesel,Usados,8074971922,Peugeot,130 cv,1 500 km,Carrinha,,Automática,,,
1783,1994,Classe 1,Gasolina,Usados,8073672387,Toyota,87 cv,169 760 km,Utilitário,,Manual,,Nacional,
1784,2017,Classe 1,Diesel,Usados,8047870838,Mercedes-Benz,194 cv,83 000 km,Sedan,Classe E,Automática,,Nacional,
1785,2018,Classe 1,Eléctrico,Usados,8075627651,Nissan,150 cv,22 500 km,Utilitário,,Automática,,Nacional,
1786,2014,,Diesel,Usados,8074385291,Mazda,110 cv,190 000 km,SUV / TT,,,,,
1787,2011,Classe 1,Diesel,Usados,8062391403,Renault,110 cv,239 000 km,Carrinha,,Automática,,Importado,Sim
1788,1999,Classe 1,Gasolina,Usados,8064102745,BMW,170 cv,209 000 km,Coupé,Série 3,Automática,,Nacional,
1789,2018,Classe 1,Gasolina,Usados,8072311522,SEAT,300 cv,19 400 km,Utilitário,,Manual,,,
1790,2002,,Diesel,Usados,8074481037,VW,130 cv,300 km,Carrinha,,,,,
1791,2019,,Diesel,Usados,8075598187,Renault,90 cv,20 500 km,Citadino,,,,Nacional,
1792,2019,,Diesel,Usados,8075598187,Renault,90 cv,20 500 km,Citadino,,,,Nacional,
1793,2013,Classe 1,Diesel,Usados,8073039249,Mercedes-Benz,170 cv,193 000 km,Carrinha,Classe C,Manual,,Nacional,
1794,2011,,Gasolina,Usados,8073610595,Audi,86 cv,173 440 km,Citadino,,Manual,,,
1795,2004,,Diesel,Usados,8072122747,Smart,41 cv,160 000 km,Pequeno citadino,,,,,
1796,2009,Classe 1,Gasolina,Usados,8073638806,Honda,90 cv,89 000 km,Citadino,,Manual,00-II-00,Nacional,
1797,2006,,Diesel,Usados,8073675822,Peugeot,109 cv,235 000 km,Carrinha,,,,,
1798,2007,Classe 1,Diesel,Usados,8073630491,BMW,231 cv,223 000 km,SUV / TT,Série X,Automática,,Nacional,
1799,2018,Classe 1,Eléctrico,Usados,8075627651,Nissan,150 cv,22 500 km,Utilitário,,Automática,,Nacional,
1800,2015,Classe 1,Diesel,Usados,8075611039,Skoda,90 cv,68 100 km,Carrinha,,Manual,,Nacional,Sim
1801,1993,Classe 1,Gasolina,Usados,8074450346,Rover,185 cv,201 km,Coupé,,Manual,,,
1802,2018,,Diesel,Usados,8074439658,Land Rover,150 cv,17 603 km,SUV / TT,,Automática,,Nacional,
1803,1996,Classe 1,Gasolina,Usados,8046334345,VW,101 cv,162 000 km,Cabrio,,Manual,,,
1804,2009,,Gasolina,Usados,8070485834,VW,75 cv,92 000 km,Cabrio,,Manual,,,
1805,2001,Classe 1,Diesel,Usados,8073637521,BMW,136 cv,206 000 km,Carrinha,Série 3,Manual,,Nacional,Sim
1806,2013,,Gasolina,Usados,8073636708,Ford,100 cv,70 000 km,Citadino,,,,,
1807,2004,,Diesel,Usados,8073633245,Alfa Romeo,175 cv,210 000 km,Carrinha,,,,,Sim
