,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Série,Tipo de Caixa,Matrícula,Origem,Valor Fixo
311,2015,,Híbrido (Gasolina),Usados,8075698378,Porsche,416 cv,86 000 km,SUV / TT,,Automática,,,
312,2007,,Diesel,Usados,8075699110,Mercedes-Benz,224 cv,156 480 km,Sedan,Classe CLS,Automática,33-FJ-88,Nacional,
313,2005,Classe 1,Diesel,Usados,8060048550,Peugeot,110 cv,200 000 km,Carrinha,,Manual,,Nacional,
314,2014,,Diesel,Usados,8074377280,Renault,110 cv,125 000 km,Monovolume,,Manual,,,Sim
315,2014,Classe 1,Gasolina,Usados,8074275122,SEAT,105 cv,71 001 km,Carrinha,,Manual,-pe-,Nacional,
316,2008,,Diesel,Usados,8075595697,Audi,143 cv,291 222 km,Carrinha,,,,,
317,2011,Classe 1,Diesel,Usados,8075610444,VW,140 cv,149 000 km,SUV / TT,,Manual,,Nacional,
318,2016,Classe 1,Diesel,Usados,8072416083,BMW,116 cv,163 323 km,Citadino,Série 1,Automática,,,
319,2014,Classe 1,Diesel,Usados,8045846464,BMW,184 cv,117 000 km,Carrinha,Série 3,Automática,,Nacional,
320,2018,,Diesel,Usados,8036846892,Skoda,90 cv,13 100 km,Carrinha,,Manual,69-UR-56,Nacional,
321,2014,Classe 1,Diesel,Usados,8074376649,VW,184 cv,159 525 km,Utilitário,,Automática,00-00-00,Importado,Sim
322,2017,Classe 1,Diesel,Usados,8073186819,BMW,150 cv,24 000 km,Sedan,Série 4,Automática,07-TQ-52,Nacional,Sim
323,2015,Classe 1,Diesel,Usados,8073580599,Mercedes-Benz,110 cv,66 000 km,SUV / TT,Classe GLA,Automática,,Nacional,
324,2017,,Diesel,Usados,8001249034,Audi,90 cv,13 505 km,Citadino,,Manual,46-SL-82,Nacional,
325,2015,Classe 1,Diesel,Usados,8072951516,VW,120 cv,93 000 km,Carrinha,,Manual,,Nacional,
326,2015,Classe 1,Diesel,Usados,8072951516,VW,120 cv,93 000 km,Carrinha,,Manual,,Nacional,
327,2015,,Híbrido (Diesel),Usados,8034125408,Land Rover,340 cv,104 311 km,SUV / TT,,Automática,00-QA-37,Nacional,Sim
328,2017,,Diesel,Usados,8003097295,Audi,150 cv,9 360 km,Carrinha,,Automática,71-SX-06,Nacional,
329,2017,,Diesel,Usados,8066210205,Volvo,120 cv,30 000 km,Utilitário,,,78-TS-96,Nacional,
330,2010,Classe 1,Diesel,Usados,8075698114,Renault,110 cv,127 000 km,Utilitário,,Manual,,Nacional,
331,2018,,Diesel,Usados,8034731032,Audi,150 cv,14 000 km,SUV / TT,,Manual,32-UG-16,Nacional,
332,2018,Classe 1,Diesel,Usados,8069655758,Volvo,190 cv,13 000 km,Sedan,,Automática,,,
333,2016,Classe 1,Diesel,Usados,8071924449,Nissan,110 cv,73 139 km,SUV / TT,,Manual,00-00-00,Nacional,
334,2018,Classe 1,Eléctrico,Usados,8074373053,Renault,92 cv,62 000 km,Pequeno citadino,,Automática,,Nacional,
335,2016,,Diesel,Usados,8073186605,Renault,110 cv,65 090 km,Utilitário,,Manual,,Nacional,
336,2015,,Diesel,Usados,8059400912,Audi,90 cv,123 000 km,Citadino,,Manual,38-ZC-53,,Sim
337,2015,,Diesel,Usados,8064829564,Volvo,115 cv,97 000 km,Utilitário,,Manual,,,Sim
338,2017,,Gasolina,Usados,8074376307,VW,74 cv,44 400 km,Citadino,,Manual,,Nacional,
339,2015,Classe 1,Diesel,Usados,8072366444,Peugeot,120 cv,170 000 km,Carrinha,,Manual,,Nacional,
340,2019,,Gasolina,Usados,8042877609,SEAT,75 cv,10 km,Pequeno citadino,,Manual,63-XA-92,Nacional,
341,2014,,Diesel,Usados,8049613410,Renault,110 cv,156 155 km,Monovolume,,Manual,46-TV-81,,
342,2014,,Diesel,Usados,8074377280,Renault,110 cv,125 000 km,Monovolume,,Manual,,,Sim
343,2016,,Diesel,Usados,8066250977,Renault,130 cv,90 000 km,Carrinha,,Automática,,,Sim
344,2013,,Diesel,Usados,8075698095,Mercedes-Benz,136 cv,171 000 km,Citadino,Classe A,Manual,,,
345,2015,Classe 1,Diesel,Usados,8074376524,Renault,90 cv,124 089 km,Carrinha,,Manual,,Nacional,
346,2015,,Diesel,Usados,8059400912,Audi,90 cv,123 000 km,Citadino,,Manual,38-ZC-53,,Sim
347,2017,,Diesel,Usados,8003936135,VW,150 cv,30 000 km,Coupé,,Manual,91-TP-84,Nacional,
348,2015,,Diesel,Usados,8055004796,Mercedes-Benz,136 cv,111 000 km,Carrinha,Classe C,Manual,,,Sim
349,2015,,Diesel,Usados,8062078490,Renault,110 cv,88 438 km,Carrinha,,Manual,,Nacional,Sim
350,2015,,Diesel,Usados,8062078490,Renault,110 cv,88 438 km,Carrinha,,Manual,,Nacional,Sim
351,2011,Classe 1,Gasolina,Usados,8062159555,MINI,211 cv,104 000 km,Coupé,,Manual,,,Sim
352,2015,Classe 1,Diesel,Usados,8074377254,BMW,116 cv,159 000 km,Monovolume,Série 2,Manual,,,
353,2015,Classe 1,Diesel,Usados,8071485147,Mercedes-Benz,116 cv,161 000 km,Carrinha,Classe C,Manual,,,
354,2014,Classe 1,Diesel,Usados,8075698204,Renault,110 cv,143 800 km,Utilitário,,Manual,,Nacional,
355,2016,,Diesel,Usados,8000735792,VW,115 cv,30 500 km,Monovolume,,Manual,62-SE-78,Nacional,
356,2015,,Diesel,Usados,8075697555,BMW,190 cv,60 000 km,Utilitário,Série 1,Manual,,Nacional,
357,2008,Classe 1,Diesel,Usados,8075697944,Opel,125 cv,370 000 km,Carrinha,,Manual,,,
358,2017,,Diesel,Usados,8066210205,Volvo,120 cv,30 000 km,Utilitário,,,78-TS-96,Nacional,
359,2019,Classe 1,Diesel,Usados,8075698154,Jeep,120 cv,3 000 km,SUV / TT,,Manual,,,
360,2019,Classe 1,Diesel,Usados,8074373807,Fiat,95 cv,5 km,Carrinha,,Manual,,,
361,2018,,Gasolina,Usados,8074376110,Fiat,139 cv,44 168 km,SUV / TT,,Manual,,Nacional,
362,2015,Classe 1,Diesel,Usados,8074375733,Peugeot,100 cv,36 329 km,SUV / TT,,Manual,,Nacional,
363,2016,Classe 1,Diesel,Usados,8074292035,Renault,90 cv,140 296 km,Citadino,,Manual,00-00-00,Importado,Sim
364,2017,,Gasolina,Usados,8074376254,VW,74 cv,71 306 km,Citadino,,Manual,,Nacional,
365,2019,,Gasolina,Usados,8074376002,Renault,90 cv,3 482 km,SUV / TT,,Manual,,Nacional,
366,2017,,Gasolina,Usados,8074376126,Ford,125 cv,79 924 km,Utilitário,,Manual,,Nacional,
367,1972,Classe 2,Diesel,Usados,8075681500,Land Rover,75 cv,27 700 km,SUV / TT,,Manual,,,Sim
368,2015,,Diesel,Usados,8074375275,Mercedes-Benz,110 cv,70 305 km,Utilitário,Classe A,Manual,,,
369,2019,,Diesel,Usados,8073189185,Mercedes-Benz,116 cv,24 642 km,Utilitário,Classe B,Automática,,Nacional,
370,2019,,Diesel,Usados,8073189132,Mercedes-Benz,136 cv,12 603 km,Coupé,Classe CLA,Automática,24-XH-67,Nacional,
371,2016,Classe 1,Diesel,Usados,8073184200,Renault,110 cv,107 357 km,Carrinha,,Manual,,,
372,2019,,Gasolina,Usados,8074376121,Peugeot,81 cv,20 324 km,Citadino,,Manual,,Nacional,
373,2019,,Gasolina,Usados,8074376001,Renault,90 cv,2 485 km,SUV / TT,,Manual,,Nacional,
374,2015,Classe 1,Diesel,Usados,8074292089,Citroën,100 cv,147 458 km,Utilitário,,Manual,00-00-00,Importado,Sim
375,1972,Classe 2,Diesel,Usados,8075681500,Land Rover,75 cv,27 700 km,SUV / TT,,Manual,,,Sim
376,2019,Classe 1,Gasolina,Usados,8075623642,Citroën,83 cv,780 km,Citadino,,Manual,,Nacional,Sim
377,2018,,Gasolina,Usados,8074376114,Renault,90 cv,54 622 km,SUV / TT,,Manual,,Nacional,
378,2018,,Gasolina,Usados,8074376112,Renault,90 cv,54 635 km,SUV / TT,,Manual,,Nacional,
379,2009,,Diesel,Usados,8073187446,Nissan,103 cv,235 000 km,SUV / TT,,Manual,69-II-60,Nacional,
380,2019,Classe 1,Gasolina,Usados,8075623642,Citroën,83 cv,780 km,Citadino,,Manual,,Nacional,Sim
381,2018,,Gasolina,Usados,8074376075,Renault,89 cv,43 011 km,SUV / TT,,Manual,,Nacional,
382,2015,Classe 1,Diesel,Usados,8073188674,Toyota,90 cv,93 276 km,Carrinha,,Manual,,Nacional,
383,2018,,Diesel,Usados,8066504505,Nissan,110 cv,24 391 km,SUV / TT,,Manual,23-VV-36,Nacional,Sim
384,2015,,Diesel,Usados,8059400912,Audi,90 cv,123 000 km,Citadino,,Manual,38-ZC-53,,Sim
385,2017,Classe 1,Diesel,Usados,8074291981,Ford,75 cv,151 634 km,Citadino,,Manual,00-00-00,Importado,
386,2010,Classe 1,Híbrido (Gasolina),Usados,8067281937,Honda,90 cv,112 000 km,Citadino,,Automática,,Nacional,Sim
387,2019,,Gasolina,Usados,8074376229,Renault,90 cv,12 698 km,SUV / TT,,Manual,,Nacional,
388,2019,Classe 1,Diesel,Usados,8074373181,Skoda,150 cv,1 500 km,Carrinha,,Automática,,,
389,2001,,Diesel,Usados,8074375925,Mercedes-Benz,136 cv,263 037 km,Sedan,Classe C,Manual,,,
390,2018,,Diesel,Usados,8066504505,Nissan,110 cv,24 391 km,SUV / TT,,Manual,23-VV-36,Nacional,Sim
391,2016,Classe 1,Diesel,Usados,8074292013,Renault,90 cv,135 636 km,Carrinha,,Manual,00-00-00,Importado,
392,2015,,Diesel,Usados,8059400912,Audi,90 cv,123 000 km,Citadino,,Manual,38-ZC-53,,Sim
393,2018,,Gasolina,Usados,8074376224,Peugeot,82 cv,35 493 km,SUV / TT,,Manual,,Nacional,
394,2019,,Gasolina,Usados,8074375996,Fiat,69 cv,11 504 km,Pequeno citadino,,Manual,,Nacional,
395,2016,,Gasolina,Usados,8075697377,Fiat,69 cv,15 000 km,Pequeno citadino,,Manual,00-00-00,,Sim
396,2019,,Gasolina,Usados,8074376125,SEAT,95 cv,11 993 km,SUV / TT,,Manual,,Nacional,
397,2015,Classe 1,Diesel,Usados,8074292064,Citroën,100 cv,126 532 km,Utilitário,,Manual,00-00-00,Importado,Sim
398,2018,,Gasolina,Usados,8074376072,Renault,89 cv,46 847 km,SUV / TT,,Manual,,Nacional,
399,2019,,Gasolina,Usados,8074376226,Renault,89 cv,7 482 km,SUV / TT,,Manual,,Nacional,
400,2015,Classe 1,Diesel,Usados,8073188638,BMW,190 cv,225 022 km,Sedan,Série 5,Automática,71-PR-68,Nacional,
401,2015,,Diesel,Usados,8073187368,Peugeot,120 cv,123 525 km,Carrinha,,Manual,,Nacional,
402,2018,,Diesel,Usados,8061031765,Mazda,105 cv,17 000 km,SUV / TT,,Manual,,,Sim
403,2011,,Diesel,Usados,8075459776,BMW,115 cv,189 820 km,Carrinha,Série 3,Manual,,,Sim
404,2019,Classe 1,Diesel,Usados,8067995050,Volvo,150 cv,11 063 km,Carrinha,,Automática,,Nacional,
405,2015,,Diesel,Usados,8068169237,SEAT,105 cv,110 000 km,Citadino,,Manual,,,Sim
406,2011,Classe 1,Diesel,Usados,8047576559,Peugeot,110 cv,155 000 km,Carrinha,,Manual,,Nacional,
407,2017,Classe 1,Diesel,Usados,8070674689,Audi,150 cv,67 730 km,Sedan,,Automática,37-TB-04,Nacional,
408,2002,Classe 1,Gasolina,Usados,8075682614,Ford,75 cv,101 800 km,Citadino,,Manual,,Nacional,
409,2017,Classe 1,Diesel,Usados,8075646379,Mercedes-Benz,194 cv,181 000 km,Carrinha,Classe E,Automática,,,
410,2015,Classe 1,Gasolina,Usados,8059261979,BMW,600 cv,42 000 km,Sedan,Série 6,Automática,,Nacional,Sim
411,2017,,Diesel,Usados,8069715383,Opel,110 cv,42 967 km,Carrinha,,Manual,86-TP-07,Nacional,
412,2019,,Diesel,Usados,8064907698,Dacia,115 cv,27 500 km,SUV / TT,,Manual,,Nacional,Sim
413,2015,,Diesel,Usados,8059400912,Audi,90 cv,123 000 km,Citadino,,Manual,38-ZC-53,,Sim
414,2019,Classe 1,Gasolina,Novos,8073187313,Nissan,100 cv,28 km,Citadino,,Manual,,Nacional,
415,2019,Classe 1,Gasolina,Usados,8069716843,Hyundai,120 cv,50 km,SUV / TT,,Manual,,,
416,2016,Classe 1,Diesel,Usados,8070673223,VW,150 cv,106 350 km,Monovolume,,Manual,57-RN-88,Nacional,
417,2011,,Diesel,Usados,8075459776,BMW,115 cv,189 820 km,Carrinha,Série 3,Manual,,,Sim
418,2015,,Diesel,Usados,8071197228,Renault,110 cv,132 886 km,Carrinha,,Manual,58QQ62,,Sim
419,2008,,Diesel,Usados,8068171561,BMW,177 cv,170 000 km,Carrinha,Série 3,Manual,,,
420,2016,,Diesel,Usados,8069832590,Peugeot,120 cv,129 000 km,Carrinha,,Manual,,,Sim
421,2015,,Diesel,Usados,8059400912,Audi,90 cv,123 000 km,Citadino,,Manual,38-ZC-53,,Sim
422,2015,,Diesel,Usados,8061028451,Peugeot,150 cv,127 000 km,Carrinha,,Automática,,,Sim
423,2018,Classe 1,Diesel,Usados,8045841384,BMW,116 cv,23 219 km,Citadino,Série 1,Automática,76-XI-32,,Sim
424,2019,Classe 1,Gasolina,Usados,8067997629,Kia,100 cv,5 500 km,SUV / TT,,Manual,34-ZB-99,Nacional,Sim
425,2016,,Diesel,Usados,8061031404,Mercedes-Benz,136 cv,103 000 km,Sedan,Classe CLA,Automática,,,Sim
426,2018,Classe 1,Diesel,Usados,8072869798,Volvo,190 cv,56 260 km,Carrinha,,Automática,81-UF-53,Nacional,
427,2019,,Diesel,Usados,8075697145,Audi,116 cv,2 000 km,Sedan,,Manual,90-ZN-30,Nacional,
428,2018,Classe 1,Diesel,Usados,8045841384,BMW,116 cv,23 219 km,Citadino,Série 1,Automática,76-XI-32,,Sim
429,2017,,Diesel,Usados,8073187375,VW,136 cv,137 213 km,Carrinha,,Manual,,,
430,2015,Classe 1,Gasolina,Usados,8059261979,BMW,600 cv,42 000 km,Sedan,Série 6,Automática,,Nacional,Sim
431,2017,Classe 1,Diesel,Usados,8069719101,Renault,90 cv,107 888 km,Carrinha,,Automática,42-XV-27,Nacional,
432,2019,,Diesel,Usados,8066406630,Mercedes-Benz,245 cv,2 200 km,Carrinha,Classe C,Automática,10-XG-65,Nacional,Sim
433,2019,,Diesel,Usados,8073187572,Mercedes-Benz,160 cv,12 853 km,Carrinha,Classe C,Automática,24-XH-62,Nacional,
434,2018,,Diesel,Usados,8075697171,Nissan,110 cv,29 632 km,SUV / TT,,Manual,22-UN-94,,
435,2006,Classe 1,Gasolina,Usados,8049051074,Smart,61 cv,126 800 km,Pequeno citadino,,Semi-automática,,Nacional,
436,2011,Classe 1,Diesel,Usados,8070673960,BMW,184 cv,191 640 km,Carrinha,Série 5,Manual,36-QH-82,Importado,
437,2001,Classe 1,Gasolina,Usados,8075683323,SEAT,100 cv,200 895 km,Sedan,,Manual,,Nacional,
438,2018,Classe 1,Diesel,Usados,8034449586,Nissan,110 cv,20 000 km,SUV / TT,,Manual,,Nacional,
439,2019,Classe 1,Gasolina,Usados,8071198061,Citroën,82 cv,23 km,Citadino,,Manual,13-ZG-06,Nacional,
440,2015,,Diesel,Usados,8067742480,Peugeot,100 cv,155 000 km,Carrinha,,Manual,,Importado,
441,2016,Classe 1,Gasolina,Usados,8073383179,VW,60 cv,67 000 km,Pequeno citadino,,,,Nacional,Sim
442,2010,,Diesel,Usados,8067569123,Volvo,110 cv,117 755 km,Carrinha,,Manual,,,
443,2004,Classe 1,Diesel,Usados,8064623569,VW,140 cv,199 750 km,Utilitário,,Manual,,Nacional,
444,2010,Classe 1,Diesel,Usados,8074038183,Opel,130 cv,196 000 km,Carrinha,,Manual,,Nacional,
445,2017,Classe 1,Gasolina,Usados,8074495073,Fiat,69 cv,38 627 km,Pequeno citadino,,Manual,44-UA-14,,
446,2013,,Diesel,Usados,8046709160,Opel,130 cv,126 512 km,SUV / TT,,Manual,,Nacional,Sim
447,2015,,Diesel,Usados,8071815154,Mercedes-Benz,177 cv,100 000 km,Carrinha,Classe CLA,Automática,00-00-00,,
448,2018,,Gasolina,Usados,8061466932,SEAT,75 cv,20 695 km,Utilitário,,Manual,85-UN-29,Nacional,
449,2015,,Diesel,Usados,8071815088,Audi,150 cv,150 000 km,SUV / TT,,Manual,00-00-00,Nacional,
450,2005,Classe 1,Diesel,Usados,8075696567,Mercedes-Benz,150 cv,201 627 km,Sedan,Classe E,Automática,50-FV-78,,Sim
451,2016,,Diesel,Usados,8071815109,VW,184 cv,110 000 km,Utilitário,,Manual,00-00-00,,
452,2015,Classe 1,Diesel,Usados,8075696955,Mercedes-Benz,109 cv,64 000 km,Utilitário,Classe A,Manual,,,
453,2009,Classe 1,Gasolina,Usados,8059701892,Toyota,101 cv,112 996 km,Citadino,,Manual,,Nacional,
454,2015,,Diesel,Usados,8068142220,VW,150 cv,106 634 km,Sedan,,Automática,45QJ66,,Sim
455,2017,Classe 1,Diesel,Usados,8059525428,BMW,190 cv,37 000 km,Carrinha,Série 5,Automática,84-UB-30,Nacional,
456,2015,,Diesel,Usados,8071814995,BMW,190 cv,120 000 km,Carrinha,Série 3,Manual,00-00-00,Nacional,
457,2017,Classe 1,Diesel,Usados,8069987771,Citroën,100 cv,40 000 km,Utilitário,,,,Nacional,Sim
458,2012,Classe 1,Diesel,Usados,8058149480,Skoda,90 cv,93 000 km,Sedan,,Manual,,Nacional,Sim
459,2016,,Diesel,Usados,8075696725,Mercedes-Benz,170 cv,19 000 km,Carrinha,Classe C,,,Nacional,
460,2015,Classe 1,Diesel,Usados,8075696961,Mercedes-Benz,110 cv,40 821 km,Utilitário,Classe A,Automática,30-PV-03,Nacional,Sim
461,2008,Classe 1,Gasolina,Usados,8075696765,SEAT,70 cv,162 000 km,Citadino,,Manual,,Nacional,
462,2004,Classe 1,Diesel,Usados,8064623569,VW,140 cv,199 750 km,Utilitário,,Manual,,Nacional,
463,2001,Classe 1,Diesel,Usados,8075696603,Mercedes-Benz,143 cv,179 000 km,Coupé,Classe C,Manual,,,Sim
464,2014,,Diesel,Usados,8074228445,Peugeot,120 cv,150 000 km,Carrinha,,,,,
465,2011,Classe 1,Diesel,Usados,8047576559,Peugeot,110 cv,155 000 km,Carrinha,,Manual,,Nacional,
466,2019,,Diesel,Usados,8075697145,Audi,116 cv,2 000 km,Sedan,,Manual,90-ZN-30,Nacional,
467,2006,Classe 1,Gasolina,Usados,8049051074,Smart,61 cv,126 800 km,Pequeno citadino,,Semi-automática,,Nacional,
468,2018,,Gasolina,Usados,8061466932,SEAT,75 cv,20 695 km,Utilitário,,Manual,85-UN-29,Nacional,
469,2007,Classe 1,Diesel,Usados,8075696404,Volvo,140 cv,250 000 km,Coupé,,,57-EJ-04,Nacional,
470,2015,,Diesel,Usados,8068142220,VW,150 cv,106 634 km,Sedan,,Automática,45QJ66,,Sim
471,2015,,Diesel,Usados,8075696662,Mercedes-Benz,136 cv,123 000 km,Sedan,Classe C,Manual,,,
472,2016,,Diesel,Usados,8073113482,Renault,160 cv,77 000 km,Monovolume,,Automática,,,Sim
473,2012,,Gasolina,Usados,8071837413,Toyota,70 cv,68 000 km,Citadino,,Manual,00-00-00,,
474,2018,Classe 1,Diesel,Usados,8073383722,Volvo,120 cv,19 000 km,Carrinha,,,,Nacional,Sim
475,2015,Classe 1,Diesel,Usados,8075694506,BMW,184 cv,180 000 km,Coupé,Série 2,Automática,,Importado,Sim
476,2017,Classe 1,Diesel,Usados,8059525428,BMW,190 cv,37 000 km,Carrinha,Série 5,Automática,84-UB-30,Nacional,
477,2015,Classe 1,Diesel,Usados,8071815022,BMW,116 cv,100 000 km,Monovolume,Série 2,Manual,00-00-00,Nacional,
478,2010,Classe 1,Diesel,Usados,8069827240,Mazda,185 cv,117 257 km,Carrinha,,Manual,55-IQ-80,Nacional,Sim
479,2005,Classe 1,Diesel,Usados,8075697100,Saab,120 cv,270 000 km,Sedan,,Manual,00-00-00,Nacional,Sim
480,2012,,Diesel,Usados,8072198579,Volvo,115 cv,169 000 km,Sedan,,Manual,,,Sim
481,2008,,Diesel,Usados,8074300959,Ford,109 cv,211 901 km,Carrinha,,Manual,,,
482,2007,Classe 1,Diesel,Usados,8070346557,Mercedes-Benz,136 cv,219 000 km,Sedan,Classe C,Manual,,Importado,Sim
483,2014,,Gasolina,Usados,8072365001,Citroën,68 cv,24 405 km,Pequeno citadino,,Manual,,,
484,2017,,Diesel,Usados,8072485843,Peugeot,150 cv,50 000 km,Monovolume,,,,,
485,2004,Classe 1,Diesel,Usados,8064623569,VW,140 cv,199 750 km,Utilitário,,Manual,,Nacional,
486,2019,,Híbrido (Gasolina),Usados,8072459573,Land Rover,200 cv,3 299 km,SUV / TT,,Automática,89-XE-33,Nacional,
487,1950,,Gasolina,Usados,8053958659,Land Rover,50 cv,1 000 km,SUV / TT,,Manual,GI-17-11,Nacional,
488,1999,,Gasolina,Usados,8072306327,Renault,75 cv,203 325 km,Sedan,,Manual,,,
489,2019,,Híbrido (Gasolina),Usados,8069746495,MINI,224 cv,13 669 km,Utilitário,,Automática,,,Sim
490,2019,Classe 1,Diesel,Usados,8063374906,Mercedes-Benz,116 cv,1 800 km,Utilitário,Classe A,Automática,,Nacional,
491,1999,Classe 1,Gasolina,Usados,8075510310,VW,75 cv,153 020 km,Utilitário,,Manual,,Nacional,Sim
492,2018,,Gasolina,Usados,8065862500,Porsche,420 cv,7 000 km,Cabrio,911 (Todos),Automática,00-00-00,,Sim
493,2000,Classe 1,Gasolina,Usados,8075510991,VW,75 cv,138 660 km,Utilitário,,Manual,,Nacional,Sim
494,2011,Classe 1,Diesel,Usados,8057469065,BMW,184 cv,153 000 km,Coupé,Série 3,Manual,,,
495,2004,Classe 1,Diesel,Usados,8075696229,VW,130 cv,237 000 km,Monovolume,,Manual,,,Sim
496,2010,,Diesel,Usados,8061720768,Mitsubishi,177 cv,157 492 km,SUV / TT,,Manual,,Nacional,
497,2010,Classe 1,Diesel,Usados,8049731378,Ford,163 cv,163 066 km,Carrinha,,Automática,,Nacional,Sim
498,2016,,Gasolina,Usados,8075696022,Peugeot,82 cv,15 700 km,SUV / TT,,Manual,00-00-00,Nacional,Sim
499,2013,,Diesel,Usados,8067310298,Audi,150 cv,108 000 km,Carrinha,,Manual,86-NO-44,Nacional,
500,2013,Classe 1,Diesel,Usados,8075696115,VW,105 cv,194 863 km,Carrinha,,Manual,,Nacional,
501,2004,Classe 1,Diesel,Usados,8064623569,VW,140 cv,199 750 km,Utilitário,,Manual,,Nacional,
502,2002,,Diesel,Usados,8072332473,Opel,75 cv,272 184 km,Citadino,,Manual,,,
503,2017,,Diesel,Usados,8067302311,Ford,120 cv,89 000 km,Utilitário,,Manual,33-SO-57,Nacional,
504,2019,Classe 1,Diesel,Usados,8063374906,Mercedes-Benz,116 cv,1 800 km,Utilitário,Classe A,Automática,,Nacional,
505,2016,Classe 1,Diesel,Usados,8055247366,Fiat,95 cv,30 000 km,Pequeno citadino,,Manual,,Nacional,
506,2007,,Diesel,Usados,8063631779,Mercedes-Benz,224 cv,160 000 km,Coupé,Classe CLS,,,,
507,2014,,Diesel,Usados,8075595232,SEAT,184 cv,141 000 km,Utilitário,,Manual,,,Sim
508,2015,Classe 1,Diesel,Usados,8062799543,Jaguar,180 cv,179 874 km,Sedan,,Manual,,,Sim
509,2009,Classe 1,Diesel,Usados,8075695716,Mercedes-Benz,204 cv,160 000 km,Sedan,Classe E,Manual,,Nacional,
510,2015,Classe 1,Diesel,Usados,8069759265,Volvo,120 cv,136 000 km,Utilitário,,,,Nacional,Sim
511,2016,Classe 1,Gasolina,Usados,8075695867,Smart,71 cv,29 900 km,Pequeno citadino,,Automática,29-QT-37,Nacional,
512,2019,,Híbrido (Gasolina),Usados,8069746495,MINI,224 cv,13 669 km,Utilitário,,Automática,,,Sim
513,2013,Classe 1,Diesel,Usados,8071303044,BMW,143 cv,197 885 km,Carrinha,Série 3,Manual,44-RL-35,,Sim
514,2017,Classe 1,Gasolina,Usados,8075695681,Fiat,75 cv,65 000 km,Pequeno citadino,,,73-TD-14,Nacional,
515,2018,,Gasolina,Usados,8065862500,Porsche,420 cv,7 000 km,Cabrio,911 (Todos),Automática,00-00-00,,Sim
516,2005,,Diesel,Usados,8075696178,Renault,82 cv,220 000 km,Carrinha,,Manual,00-00-00,Nacional,
517,2009,,Diesel,Usados,8068296405,Audi,170 cv,207 000 km,SUV / TT,,Automática,,Nacional,Sim
518,2016,Classe 1,Diesel,Usados,8062072476,Renault,75 cv,135 000 km,Citadino,,Manual,02-RB-58,Nacional,
519,2009,Classe 1,Híbrido (Gasolina),Usados,8075696258,Smart,65 cv,79 800 km,Pequeno citadino,,Automática,,,
520,2014,,Diesel,Usados,8075646848,Smart,71 cv,30 000 km,Utilitário,,,,,
521,2000,Classe 1,Diesel,Usados,8072751891,Mercedes-Benz,125 cv,277 000 km,Carrinha,Classe C,Manual,,Importado,
522,2016,Classe 1,Diesel,Usados,8062072476,Renault,75 cv,135 000 km,Citadino,,Manual,02-RB-58,Nacional,
523,2015,Classe 1,Diesel,Usados,8048395711,Audi,150 cv,135 000 km,Carrinha,,Automática,,,
524,2015,Classe 1,Gasolina,Usados,8069751110,Fiat,60 cv,115 053 km,Pequeno citadino,,Manual,,,
525,2000,,Diesel,Usados,8067086899,Toyota,110 cv,323 000 km,Carrinha,,Manual,,Nacional,
526,2017,Classe 1,Diesel,Usados,8074190352,Peugeot,120 cv,126 000 km,SUV / TT,,Manual,,,Sim
527,2014,Classe 1,Diesel,Usados,8072818594,Mercedes-Benz,204 cv,87 000 km,Carrinha,Classe E,Automática,,Nacional,
528,2014,Classe 1,Diesel,Usados,8074209792,Citroën,163 cv,247 347 km,Carrinha,,Manual,07-OZ-21,Nacional,Sim
529,2015,,Diesel,Usados,8062583514,Citroën,115 cv,138 000 km,Utilitário,,Manual,25-VG-43,,Sim
530,2019,,Híbrido (Gasolina),Usados,8072459573,Land Rover,200 cv,3 299 km,SUV / TT,,Automática,89-XE-33,Nacional,
531,2013,Classe 1,Diesel,Usados,8074208939,BMW,313 cv,249 163 km,Sedan,Série 7,Automática,88-OE-59,Nacional,Sim
532,2015,Classe 1,Diesel,Usados,8075695100,BMW,116 cv,159 000 km,Utilitário,Série 1,Manual,,Nacional,
533,2015,,Diesel,Usados,8074499654,VW,90 cv,88 531 km,Utilitário,,Manual,22PU80,,Sim
534,2015,,Diesel,Usados,8062583514,Citroën,115 cv,138 000 km,Utilitário,,Manual,25-VG-43,,Sim
535,2012,Classe 1,Diesel,Usados,8041063692,Mercedes-Benz,136 cv,185 000 km,Carrinha,Classe C,Manual,,Nacional,
536,1997,Classe 1,Diesel,Usados,8072064680,Opel,82 cv,407 000 km,Carrinha,,Manual,,Nacional,
537,2014,,Diesel,Usados,8075595232,SEAT,184 cv,141 000 km,Utilitário,,Manual,,,Sim
538,2010,Classe 1,Diesel,Usados,8062265472,Kia,90 cv,13 500 km,Pequeno citadino,,Manual,,Nacional,
539,1999,Classe 1,Gasolina,Usados,8075510310,VW,75 cv,153 020 km,Utilitário,,Manual,,Nacional,Sim
540,2014,Classe 1,Diesel,Usados,8074626687,Peugeot,120 cv,54 300 km,Monovolume,,Automática,,Nacional,Sim
541,2002,,Diesel,Usados,8074854811,Renault,102 cv,222 000 km,Carrinha,,,,,
542,2016,Classe 1,Diesel,Usados,8062053357,Renault,90 cv,135 000 km,Carrinha,,Manual,,Nacional,Sim
543,2014,,Diesel,Usados,8074375043,MINI,143 cv,107 891 km,Utilitário,,Automática,,Nacional,
