,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Série,Tipo de Caixa,Matrícula,Origem,Valor Fixo
544,2019,,Gasolina,Usados,8075694770,Citroën,110 cv,12 511 km,Utilitário,,,,,
545,2007,Classe 1,Diesel,Usados,8061559286,Citroën,70 cv,179 890 km,Citadino,,Manual,,Nacional,
546,2000,Classe 1,Gasolina,Usados,8071486046,BMW,150 cv,132 000 km,Cabrio,Série Z,Manual,,Nacional,
547,2015,Classe 1,Diesel,Usados,8062147999,Nissan,130 cv,150 000 km,SUV / TT,,Manual,75-PM-42,Nacional,
548,2014,Classe 1,Diesel,Usados,8074626687,Peugeot,120 cv,54 300 km,Monovolume,,Automática,,Nacional,Sim
549,2018,Classe 1,Diesel,Usados,8075694750,Nissan,110 cv,38 000 km,SUV / TT,,,41-UM-92,Nacional,
550,2018,,Gasolina,Usados,8075694220,Renault,90 cv,7 191 km,SUV / TT,,Manual,85-VO-01,Nacional,
551,2019,,Gasolina,Usados,8074299018,Peugeot,72 cv,7 707 km,Pequeno citadino,,Manual,,,Sim
552,2014,,Diesel,Usados,8075646848,Smart,71 cv,30 000 km,Utilitário,,,,,
553,2010,,Diesel,Usados,8075694793,Mercedes-Benz,211 cv,404 595 km,SUV / TT,Classe GL,,,,
554,2016,Classe 1,Diesel,Usados,8074285212,Peugeot,100 cv,122 300 km,Utilitário,,Manual,,Importado,
555,1950,,Gasolina,Usados,8053958659,Land Rover,50 cv,1 000 km,SUV / TT,,Manual,GI-17-11,Nacional,
556,2018,Classe 1,Híbrido (Gasolina),Usados,8053782018,Mercedes-Benz,295 cv,60 000 km,Carrinha,Classe C,Automática,,Importado,
557,2018,Classe 1,Híbrido (Gasolina),Usados,8053782018,Mercedes-Benz,295 cv,60 000 km,Carrinha,Classe C,Automática,,Importado,
558,2010,,Diesel,Usados,8062266856,Fiat,95 cv,107 000 km,Cabrio,,Manual,,Nacional,
559,2015,,Híbrido (Diesel),Usados,8075695320,Mercedes-Benz,204 cv,100 674 km,Carrinha,Classe E,Automática,,Nacional,
560,2008,Classe 2,Diesel,Usados,8052914668,BMW,286 cv,140 000 km,SUV / TT,Série X,Automática,,Nacional,
561,2011,Classe 1,Diesel,Usados,8049244731,Opel,75 cv,113 000 km,Monovolume,,Manual,,Nacional,
562,2014,Classe 1,Diesel,Usados,8054811260,Audi,190 cv,114 000 km,Sedan,,Manual,,Importado,
563,2010,,Diesel,Usados,8075694793,Mercedes-Benz,211 cv,404 595 km,SUV / TT,Classe GL,,,,
564,2014,Classe 1,Diesel,Usados,8075693481,Renault,110 cv,110 200 km,Monovolume,,Manual,,,
565,2018,Classe 1,Híbrido (Gasolina),Usados,8073124704,Porsche,462 cv,20 000 km,Sedan,,Automática,,Importado,
566,2015,,Diesel,Usados,8074498369,VW,110 cv,67 729 km,Utilitário,,Manual,35QP72,,Sim
567,2017,,Diesel,Usados,8074498673,Renault,90 cv,97 482 km,Citadino,,Manual,30TF60,,Sim
568,2016,Classe 1,Gasolina,Usados,8075694041,SEAT,192 cv,68 000 km,Citadino,,Manual,,,Sim
569,2016,,Diesel,Usados,8044099914,VW,110 cv,100 000 km,Carrinha,,Manual,,Importado,
570,2009,Classe 1,Diesel,Usados,8060730551,Renault,131 cv,175 571 km,Monovolume,,Manual,,Importado,
571,2016,Classe 1,Diesel,Usados,8074285212,Peugeot,100 cv,122 300 km,Utilitário,,Manual,,Importado,
572,2014,Classe 1,Gasolina,Usados,8063354861,Mercedes-Benz,360 cv,97 895 km,Utilitário,Classe A,Automática,,Importado,
573,2015,Classe 1,Diesel,Usados,8072329594,Volvo,120 cv,96 000 km,Utilitário,,Manual,,Importado,
574,2005,,Diesel,Usados,8075692412,Opel,100 cv,261 000 km,Carrinha,,Manual,,,Sim
575,2019,,Gasolina,Usados,8075694770,Citroën,110 cv,12 511 km,Utilitário,,,,,
576,2018,Classe 1,Diesel,Usados,8066567011,VW,150 cv,23 643 km,Carrinha,,Automática,,,
577,2014,Classe 1,Híbrido (Diesel),Usados,8069752770,Peugeot,200 cv,163 800 km,SUV / TT,,Automática,,,
578,2015,Classe 1,Gasolina,Usados,8075694759,VW,60 cv,50 000 km,Pequeno citadino,,Automática,,Nacional,
579,2015,Classe 1,Diesel,Usados,8070562988,Peugeot,150 cv,152 893 km,Carrinha,,Manual,,Importado,
580,2018,Classe 1,Diesel,Usados,8075694750,Nissan,110 cv,38 000 km,SUV / TT,,,41-UM-92,Nacional,
581,2015,Classe 1,Diesel,Usados,8074293510,Renault,75 cv,96 600 km,Utilitário,,Manual,,Importado,
582,2015,Classe 1,Diesel,Usados,8075695100,BMW,116 cv,159 000 km,Utilitário,Série 1,Manual,,Nacional,
583,2018,,Gasolina,Usados,8075694220,Renault,90 cv,7 191 km,SUV / TT,,Manual,85-VO-01,Nacional,
584,2012,,Diesel,Usados,8075694251,Mercedes-Benz,204 cv,148 130 km,Carrinha,Classe E,Automática,,Nacional,
585,2016,Classe 1,Diesel,Usados,8074542416,VW,110 cv,84 105 km,Utilitário,,Manual,,,
586,2018,,Diesel,Usados,8066504505,Nissan,110 cv,24 391 km,SUV / TT,,Manual,23-VV-36,Nacional,Sim
587,2015,Classe 1,Gasolina,Usados,8069485429,Fiat,69 cv,55 000 km,Pequeno citadino,,Manual,,Nacional,
588,2008,Classe 2,Diesel,Usados,8052914668,BMW,286 cv,140 000 km,SUV / TT,Série X,Automática,,Nacional,
589,2007,Classe 1,Diesel,Usados,8061559286,Citroën,70 cv,179 890 km,Citadino,,Manual,,Nacional,
590,2003,Classe 1,Gasolina,Usados,8063084875,Honda,700 cv,120 000 km,Utilitário,,Manual,69-78-UQ,Nacional,
591,2011,,Gasolina,Usados,8073138833,Fiat,85 cv,72 400 km,Cabrio,,Manual,,Importado,
592,2014,Classe 1,Diesel,Usados,8075599380,BMW,184 cv,94 000 km,Coupé,Série 1,Manual,82/ZR/40,Importado,
593,2014,Classe 1,Diesel,Usados,8075599380,BMW,184 cv,94 000 km,Coupé,Série 1,Manual,82/ZR/40,Importado,
594,2010,Classe 1,Diesel,Usados,8070661214,Mercedes-Benz,204 cv,170 000 km,Sedan,Classe E,Automática,,,
595,2017,Classe 1,Diesel,Usados,8071916813,Renault,90 cv,89 000 km,Carrinha,,Manual,,Nacional,
596,2016,,Diesel,Usados,8044099914,VW,110 cv,100 000 km,Carrinha,,Manual,,Importado,
597,2018,Classe 1,Diesel,Usados,8066567011,VW,150 cv,23 643 km,Carrinha,,Automática,,,
598,2000,,Diesel,Usados,8067086899,Toyota,110 cv,323 000 km,Carrinha,,Manual,,Nacional,
599,2008,Classe 1,Diesel,Usados,8065147103,Opel,125 cv,180 000 km,Monovolume,,Manual,,Nacional,
600,2016,Classe 1,Gasolina,Usados,8072993097,Mitsubishi,80 cv,44 850 km,Citadino,,Manual,,Nacional,
601,2018,Classe 1,Diesel,Usados,8075692040,Volvo,120 cv,129 000 km,Utilitário,,Manual,,Nacional,
602,2018,,Diesel,Usados,8074497706,Citroën,102 cv,59 999 km,Utilitário,,Manual,38VL08,,Sim
603,2017,,Diesel,Usados,8074498149,SEAT,115 cv,118 868 km,Carrinha,,Manual,36TP65,,Sim
604,2018,,Diesel,Usados,8050263214,BMW,116 cv,8 400 km,Carrinha,Série 3,Manual,83-UU-29,Nacional,Sim
605,2010,,Diesel,Usados,8075626366,Volvo,110 cv,100 000 km,Carrinha,,,,,
606,2014,Classe 1,Gasolina,Usados,8066154807,Fiat,105 cv,57 840 km,Cabrio,,Manual,45-TL-51,Importado,
607,2009,Classe 1,Gasolina,Usados,8062861050,MINI,174 cv,74 000 km,Carrinha,,Manual,,Nacional,
608,2019,Classe 1,Diesel,Usados,8044690161,Mercedes-Benz,116 cv,19 733 km,Utilitário,Classe A,Automática,81-XE-17,Nacional,
609,2018,Classe 1,Diesel,Usados,8065064183,Opel,110 cv,39 000 km,Carrinha,,Manual,61-UF-30,Nacional,
610,2002,,Diesel,Usados,8066153695,Hyundai,101 cv,198 567 km,SUV / TT,,Manual,27-51-TD,Nacional,
611,2015,,Gasolina,Usados,8075692976,Kia,85 cv,119 570 km,Citadino,,Manual,,,
612,2019,,Diesel,Usados,8051596547,BMW,190 cv,17 795 km,Sedan,Série 3,Semi-automática,89-XE-73,Nacional,Sim
613,2014,Classe 1,Diesel,Usados,8067866144,BMW,143 cv,195 337 km,Coupé,Série 4,Automática,48-TH-88,Importado,
614,2016,Classe 1,Diesel,Usados,8063478002,Land Rover,150 cv,48 000 km,SUV / TT,,Manual,,Nacional,
615,2006,Classe 1,Diesel,Usados,8075693359,Audi,140 cv,242 124 km,Carrinha,,Manual,,,
616,2011,,Diesel,Usados,8064523115,Mercedes-Benz,204 cv,170 000 km,SUV / TT,Classe M,Automática,,,
617,2018,,Diesel,Usados,8039473721,Mercedes-Benz,136 cv,62 930 km,SUV / TT,Classe GLA,Automática,,Nacional,
618,2012,Classe 1,Diesel,Usados,6009165129,Mercedes-Benz,204 cv,88 331 km,Coupé,Classe CLS,Automática,,Nacional,
619,2007,,Diesel,Usados,8075606250,Opel,125 cv,190 000 km,Utilitário,,Manual,,,Sim
620,2016,Classe 1,Diesel,Usados,8075605189,Renault,90 cv,102 000 km,Carrinha,,Manual,,Nacional,
621,2008,,Diesel,Usados,8075691501,Mercedes-Benz,204 cv,169 937 km,Sedan,Classe C,Manual,,,
622,2010,,Diesel,Usados,8075626366,Volvo,110 cv,100 000 km,Carrinha,,,,,
623,1994,Classe 1,Gasolina,Usados,8043868014,Lotus,167 cv,61 000 km,Cabrio,,Manual,,,Sim
624,2007,,Diesel,Usados,8075606250,Opel,125 cv,190 000 km,Utilitário,,Manual,,,Sim
625,2002,Classe 1,Diesel,Usados,8074304050,BMW,300 cv,352 101 km,Coupé,Série 3,Manual,65-GN-65,Importado,
626,2018,,Diesel,Usados,8051596612,BMW,190 cv,10 354 km,Sedan,Série 3,Automática,27-VB-78,Nacional,Sim
627,2007,,Gasolina,Usados,8075691841,Chevrolet,70 cv,124 770 km,Citadino,,Manual,,,
628,2008,Classe 1,Diesel,Usados,8066258799,Jaguar,146 cv,203 533 km,Sedan,,Manual,28-HU-84,Importado,
629,2013,Classe 1,Diesel,Usados,8064529580,Mercedes-Benz,204 cv,160 000 km,Carrinha,Classe CLS,Automática,,Nacional,Sim
630,2014,Classe 1,Diesel,Usados,8075693481,Renault,110 cv,110 200 km,Monovolume,,Manual,,,
631,1994,Classe 1,Gasolina,Usados,8067671514,Pontiac,218 cv,113 181 km,Coupé,,Automática,77-RB-21,Importado,
632,2018,Classe 1,Diesel,Usados,8065064183,Opel,110 cv,39 000 km,Carrinha,,Manual,61-UF-30,Nacional,
633,2009,Classe 1,Gasolina,Usados,8062861050,MINI,174 cv,74 000 km,Carrinha,,Manual,,Nacional,
634,2009,Classe 1,Diesel,Usados,8069764027,Nissan,106 cv,131 890 km,SUV / TT,,Manual,,Nacional,
635,2007,,Gasolina,Usados,8070316219,Audi,200 cv,89 560 km,Cabrio,,Manual,,,
636,2007,Classe 1,Diesel,Usados,8065939245,Peugeot,110 cv,203 000 km,Carrinha,,Manual,,Nacional,
637,2004,,Diesel,Usados,8075693187,Honda,100 cv,300 000 km,Utilitário,,Manual,,Nacional,
638,1996,Classe 1,Diesel,Usados,8073111647,Audi,230 cv,296 839 km,Utilitário,,Manual,00-76-TS,Importado,
639,2010,Classe 1,Diesel,Usados,8075693355,VW,170 cv,173 852 km,Sedan,,Automática,,Nacional,
640,2009,Classe 1,Gasolina,Usados,8075689789,MINI,75 cv,98 400 km,Citadino,,Manual,,,
641,2008,Classe 1,Diesel,Usados,8067908052,Audi,190 cv,185 420 km,Coupé,,Automática,93-FZ-66,Nacional,Sim
642,2005,Classe 1,Diesel,Usados,8074121910,BMW,177 cv,308 000 km,Sedan,Série 5,Automática,,,
643,2008,Classe 1,Diesel,Usados,8072701342,BMW,177 cv,212 000 km,Carrinha,Série 3,Manual,,,
644,2009,Classe 1,Gasolina,Usados,8045948258,Mercedes-Benz,184 cv,75 651 km,Cabrio,Classe SLK,Manual,32-HI-23,Nacional,
645,2002,,Diesel,Usados,8064840848,Opel,90 cv,200 000 km,Citadino,,Manual,,Nacional,Sim
646,2019,Classe 1,Gasolina,Usados,8075691019,Citroën,82 cv,10 182 km,Citadino,,Manual,,Nacional,
647,2014,,Diesel,Usados,8062914073,BMW,143 cv,108 000 km,Carrinha,Série 3,Automática,,Nacional,Sim
648,2015,Classe 1,Diesel,Usados,8075690127,Peugeot,150 cv,180 000 km,Carrinha,,,81-QB-02,Nacional,
649,2019,Classe 1,Gasolina,Usados,8038366077,Peugeot,72 cv,14 000 km,Pequeno citadino,,Automática,,Nacional,Sim
650,2019,Classe 1,Gasolina,Usados,8038366077,Peugeot,72 cv,14 000 km,Pequeno citadino,,Automática,,Nacional,Sim
651,2017,,Diesel,Usados,8071920441,Mercedes-Benz,116 cv,58 250 km,Carrinha,Classe C,,,,
652,2003,Classe 1,Diesel,Usados,8072573968,Ford,70 cv,280 000 km,Citadino,,Manual,14-44-UN,Nacional,Sim
653,2002,Classe 1,Gasolina,Usados,8070061069,Toyota,90 cv,211 000 km,Citadino,,Manual,27-53-TF,Nacional,Sim
654,2016,Classe 1,Diesel,Usados,8056393485,Fiat,95 cv,133 055 km,Sedan,,Manual,32-RV-55,Nacional,Sim
655,2002,Classe 1,Gasolina,Usados,8075691167,Audi,102 cv,147 120 km,Utilitário,,Manual,,Nacional,
656,2016,Classe 1,Diesel,Usados,8074372439,Renault,110 cv,65 000 km,Citadino,,Manual,80-RX-58,Nacional,
657,2016,Classe 1,Diesel,Usados,8073185832,Renault,90 cv,148 000 km,Utilitário,,Manual,,,
658,2019,Classe 1,Diesel,Usados,8054056793,Alfa Romeo,210 cv,25 000 km,Sedan,,Automática,99-XL-97,Nacional,Sim
659,2009,Classe 1,Diesel,Usados,8074372325,Mercedes-Benz,190 cv,166 000 km,Monovolume,Classe R,Automática,98-HN-46,Nacional,Sim
660,2015,Classe 1,Diesel,Usados,8070422546,MINI,95 cv,168 000 km,Citadino,,Manual,,,
661,2016,,Gasolina,Usados,8063241832,Ford,125 cv,54 800 km,Utilitário,,Automática,,,Sim
662,2017,Classe 1,Diesel,Usados,8075691366,Fiat,95 cv,40 249 km,Carrinha,,Manual,,Nacional,
663,2008,Classe 1,Gasolina,Usados,8050429509,Chevrolet,75 cv,95 600 km,Citadino,,Manual,51-FJ-82,Nacional,Sim
664,2018,Classe 1,Diesel,Usados,8075691480,Nissan,90 cv,52 027 km,Citadino,,Manual,,Nacional,
665,2015,Classe 1,Diesel,Usados,8070422546,MINI,95 cv,168 000 km,Citadino,,Manual,,,
666,2019,Classe 1,Diesel,Usados,8074372889,Skoda,150 cv,10 km,SUV / TT,,Manual,,Nacional,
667,2014,Classe 1,Diesel,Usados,8061988525,Audi,150 cv,146 509 km,Sedan,,Manual,03-PB-56,Nacional,
668,2016,Classe 1,Diesel,Usados,8053878110,BMW,163 cv,167 895 km,Carrinha,Série 3,Automática,54-XV-51,,Sim
669,2018,,Diesel,Usados,8039191973,Alfa Romeo,180 cv,27 000 km,SUV / TT,,Automática,,Nacional,Sim
670,2008,Classe 1,Diesel,Usados,8069630143,Opel,120 cv,175 607 km,Monovolume,,Manual,56-FH-04,Nacional,Sim
671,2007,Classe 1,Diesel,Usados,8060751685,Mercedes-Benz,109 cv,276 294 km,Utilitário,Classe A,Manual,98-CS-90,Nacional,Sim
672,2005,Classe 1,Gasolina,Usados,8067888609,Porsche,325 cv,243 584 km,Coupé,911 (Todos),Manual,37-CT-14,Importado,Sim
673,2009,Classe 1,Gasolina,Usados,8045948258,Mercedes-Benz,184 cv,75 651 km,Cabrio,Classe SLK,Manual,32-HI-23,Nacional,
674,2016,,Diesel,Usados,8074372713,Peugeot,92 cv,95 346 km,Citadino,,Manual,,,
675,2009,Classe 1,Gasolina,Usados,8056391111,Renault,130 cv,95 080 km,Coupé,,Manual,53-ZB-43,Importado,Sim
676,2016,Classe 1,Diesel,Usados,8053878110,BMW,163 cv,167 895 km,Carrinha,Série 3,Automática,54-XV-51,,Sim
677,2011,,Diesel,Usados,8075690943,Opel,125 cv,135 583 km,Carrinha,,Manual,,,
678,2014,,Diesel,Usados,8075689661,Renault,110 cv,187 054 km,Monovolume,,Manual,,,
679,2018,,Diesel,Usados,8073186259,Mercedes-Benz,190 cv,59 000 km,SUV / TT,Classe X,Automática,,Nacional,Sim
680,2010,Classe 1,Diesel,Usados,8008461075,Renault,110 cv,186 000 km,Carrinha,,Manual,07-NJ-08,Importado,Sim
681,2018,Classe 1,Diesel,Usados,8075689031,Renault,110 cv,36 044 km,Carrinha,,Manual,,Nacional,
682,2012,Classe 1,Diesel,Usados,8068641925,Citroën,92 cv,93 450 km,Coupé,,Manual,,,
683,2018,,Gasolina,Usados,8075688962,Renault,75 cv,40 000 km,Citadino,,Manual,00-00-00,Nacional,Sim
684,2006,,Diesel,Usados,8075689156,Ford,110 cv,304 000 km,Carrinha,,Manual,,,Sim
685,2005,Classe 1,Diesel,Usados,8073212496,Volvo,136 cv,332 000 km,Carrinha,,Manual,,Nacional,
686,2018,Classe 1,Diesel,Usados,8068949929,Ford,120 cv,31 850 km,Carrinha,,Manual,,Nacional,Sim
687,2017,Classe 1,Diesel,Usados,8043499119,BMW,116 cv,31 463 km,Utilitário,Série 1,Manual,,Nacional,Sim
688,2017,Classe 1,Diesel,Usados,8060394739,Renault,110 cv,106 300 km,Carrinha,,Manual,,,
689,2020,Classe 1,Gasolina,Usados,8075689015,Fiat,60 cv,500 km,Pequeno citadino,,Manual,,,
690,2017,Classe 1,Diesel,Usados,8075689261,Peugeot,120 cv,130 000 km,SUV / TT,,Automática,00-00-00,,Sim
691,1998,,GPL,Usados,8074230194,Mercedes-Benz,100 cv,259 000 km,Coupé,Classe CLK,,,,
692,2015,,Diesel,Usados,8071209668,Renault,110 cv,98 866 km,Carrinha,,Manual,55QO58,,Sim
693,2009,Classe 1,Gasolina,Usados,8074214624,Peugeot,68 cv,44 000 km,Pequeno citadino,,Manual,,Nacional,Sim
694,2014,Classe 1,Diesel,Usados,8061988525,Audi,150 cv,146 509 km,Sedan,,Manual,03-PB-56,Nacional,
695,2008,Classe 1,Diesel,Usados,8074413219,Renault,85 cv,145 000 km,Citadino,,Manual,,Nacional,
696,2018,Classe 1,Diesel,Usados,8069720147,Ford,120 cv,32 500 km,Carrinha,,Manual,,Nacional,Sim
697,1996,Classe 1,Diesel,Usados,8002928585,Mercedes-Benz,150 cv,480 000 km,Carrinha,Classe C,Manual,10-99-MH,Importado,Sim
698,2006,Classe 1,Diesel,Usados,8073705304,SEAT,80 cv,169 000 km,Citadino,,Manual,82-CQ-77,Nacional,
699,2015,Classe 1,Diesel,Usados,8075689182,Nissan,110 cv,100 000 km,SUV / TT,,Manual,00-00-00,Nacional,Sim
700,2017,Classe 1,Diesel,Usados,8039927517,Renault,110 cv,29 000 km,Utilitário,,Manual,,,
701,2016,Classe 1,Diesel,Usados,8075688967,Fiat,95 cv,41 000 km,SUV / TT,,Manual,,Nacional,
702,2017,,Diesel,Usados,8075689224,Ford,120 cv,65 000 km,Carrinha,,Manual,08TP39,Nacional,Sim
703,2014,Classe 1,Diesel,Usados,8075689022,BMW,163 cv,265 000 km,Carrinha,Série 3,Automática,00-00-00,,
704,2014,Classe 1,Diesel,Usados,8053818754,BMW,184 cv,92 000 km,Coupé,Série 4,Automática,,Importado,Sim
705,2018,Classe 1,Diesel,Usados,8059955301,Ford,120 cv,23 100 km,Utilitário,,Manual,96-VL-67,Nacional,
706,2019,Classe 1,Gasolina,Usados,8070238577,Ford,85 cv,14 700 km,Citadino,,Manual,,Nacional,Sim
707,2015,,Diesel,Usados,8071209668,Renault,110 cv,98 866 km,Carrinha,,Manual,55QO58,,Sim
708,1999,Classe 1,Gasolina,Usados,8075590635,Honda,90 cv,254 000 km,Carrinha,,Manual,,Nacional,
709,2015,Classe 1,Diesel,Usados,8075689012,Citroën,92 cv,114 676 km,Utilitário,,Automática,,,
710,2018,,Diesel,Usados,8039191973,Alfa Romeo,180 cv,27 000 km,SUV / TT,,Automática,,Nacional,Sim
711,2017,Classe 1,Diesel,Usados,8043499119,BMW,116 cv,31 463 km,Utilitário,Série 1,Manual,,Nacional,Sim
712,2018,Classe 1,Diesel,Usados,8068957709,Ford,120 cv,33 990 km,Carrinha,,Manual,,Nacional,
713,2010,Classe 1,Diesel,Usados,8073703959,Renault,90 cv,233 000 km,Utilitário,,Manual,23-LA-78,Nacional,
714,2006,Classe 1,Diesel,Usados,8035344512,Renault,85 cv,224 000 km,Carrinha,,Manual,28-BG-27,Nacional,Sim
715,1999,Classe 1,Gasolina,Usados,8075590635,Honda,90 cv,254 000 km,Carrinha,,Manual,,Nacional,
716,2014,Classe 1,Diesel,Usados,8053818754,BMW,184 cv,92 000 km,Coupé,Série 4,Automática,,Importado,Sim
717,2019,Classe 1,Diesel,Usados,8054056793,Alfa Romeo,210 cv,25 000 km,Sedan,,Automática,99-XL-97,Nacional,Sim
718,2017,Classe 1,Diesel,Usados,8075689265,Fiat,95 cv,50 998 km,Monovolume,,Manual,,Nacional,
719,2010,Classe 1,Diesel,Usados,8075689212,Fiat,75 cv,177 400 km,Pequeno citadino,,Manual,,Nacional,
720,2016,,Diesel,Usados,8072339355,Mercedes-Benz,136 cv,102 000 km,Sedan,Classe CLA,Manual,,,
721,2018,Classe 1,Gasolina,Usados,8075688751,Renault,90 cv,28 012 km,Citadino,,Manual,,Nacional,
722,2010,Classe 1,Diesel,Usados,8075688686,Renault,110 cv,159 000 km,Monovolume,,,,Nacional,
723,2015,,Diesel,Usados,8075614626,Nissan,109 cv,96 340 km,SUV / TT,,Manual,00-00-00,,
724,2009,,Diesel,Usados,8072870150,BMW,143 cv,127 000 km,Carrinha,Série 3,Manual,,,
725,2014,Classe 1,Diesel,Usados,8071346677,Renault,130 cv,113 600 km,Carrinha,,Manual,,Nacional,
726,2015,Classe 1,Diesel,Usados,8060056886,BMW,116 cv,79 931 km,Monovolume,Série 2,Manual,,,Sim
727,2004,Classe 1,Diesel,Usados,8003003165,BMW,150 cv,247 000 km,Carrinha,Série 3,Manual,86-CB-62,Importado,Sim
728,2012,,Diesel,Usados,8070992108,Mercedes-Benz,110 cv,154 000 km,Utilitário,Classe A,Manual,,,
729,2017,,Gasolina,Usados,8057791273,Kia,120 cv,57 000 km,Utilitário,,Manual,,Nacional,Sim
730,2011,Classe 1,Gasolina,Usados,8075688915,Toyota,69 cv,95 000 km,Citadino,,Manual,00-00-00,Nacional,Sim
731,2000,Classe 1,Diesel,Usados,8057968120,Ford,115 cv,250 000 km,Monovolume,,Manual,,,
732,2017,Classe 1,Gasolina,Usados,8075708522,Ford,125 cv,35 000 km,Utilitário,,Manual,05-TV-42,Nacional,
733,2010,Classe 1,Diesel,Usados,8058906767,Renault,110 cv,171 000 km,Carrinha,,Manual,08-JG-02,Nacional,Sim
734,2017,Classe 1,Gasolina,Usados,8075708522,Ford,125 cv,35 000 km,Utilitário,,Manual,05-TV-42,Nacional,
735,2013,,Diesel,Usados,8072341313,Volvo,150 cv,150 000 km,Utilitário,,Manual,,,
736,2016,,Gasolina,Usados,8070640774,Ford,125 cv,72 918 km,SUV / TT,,Manual,,Nacional,
737,2005,Classe 1,Diesel,Usados,8045839944,Citroën,109 cv,260 000 km,Monovolume,,Manual,79-AJ-55,Nacional,Sim
738,2008,,Diesel,Usados,8072340075,Renault,105 cv,190 000 km,Monovolume,,Manual,,,
739,2013,Classe 1,Diesel,Usados,8053785729,Audi,90 cv,150 000 km,Citadino,,Manual,,,
740,2017,Classe 1,Diesel,Usados,8075688868,Fiat,95 cv,22 000 km,SUV / TT,,Manual,00-00-00,,Sim
741,2019,Classe 1,Gasolina,Usados,8066377066,Mazda,100 cv,9 km,Utilitário,,Manual,,Nacional,
742,2007,Classe 1,Diesel,Usados,8035169721,BMW,163 cv,273 679 km,Carrinha,Série 5,Manual,,,
743,2018,,Gasolina,Usados,8069111691,MINI,196 cv,22 953 km,Utilitário,,Automática,EN18MVV,Nacional,
744,2018,Classe 1,Diesel,Usados,8068959685,Ford,120 cv,40 476 km,Carrinha,,Manual,,Nacional,
745,2016,,Diesel,Usados,8047576893,Toyota,90 cv,123 800 km,Citadino,,Manual,,,
746,2014,Classe 1,Diesel,Usados,8075685823,Peugeot,115 cv,134 780 km,Carrinha,,Manual,,,
747,2015,,Diesel,Usados,8075688282,Audi,110 cv,67 000 km,Sedan,,Manual,00QL75,Nacional,Sim
748,2003,Classe 1,Diesel,Usados,8075688340,Peugeot,69 cv,160 000 km,Utilitário,,Manual,00-00-00,Nacional,Sim
749,2007,Classe 1,Diesel,Usados,8074371959,BMW,177 cv,322 000 km,Coupé,Série 3,Manual,,Importado,
750,2016,Classe 1,Diesel,Usados,8070639538,Ford,140 cv,80 646 km,Monovolume,,Manual,,Nacional,
751,2006,Classe 1,Diesel,Usados,8067859065,Ford,125 cv,212 000 km,Monovolume,,Manual,,Nacional,
752,2018,,Gasolina,Usados,8069111691,MINI,196 cv,22 953 km,Utilitário,,Automática,EN18MVV,Nacional,
753,2011,Classe 1,Diesel,Usados,8008465734,Mercedes-Benz,170 cv,274 000 km,Carrinha,Classe C,Manual,31-LZ-44,Nacional,Sim
754,2001,,Gasolina,Usados,8071776789,Toyota,65 cv,154 000 km,Citadino,,,,,
755,2019,Classe 1,Gasolina,Usados,8066377066,Mazda,100 cv,9 km,Utilitário,,Manual,,Nacional,
756,2005,Classe 1,Diesel,Usados,8069473341,Citroën,109 cv,315 000 km,Utilitário,,Manual,98-GS-91,Importado,Sim
757,2015,Classe 1,Diesel,Usados,8060056886,BMW,116 cv,79 931 km,Monovolume,Série 2,Manual,,,Sim
758,1991,Classe 1,Diesel,Usados,8075688235,Mercedes-Benz,75 cv,371 000 km,Sedan,,Manual,92-96-JP,Importado,Sim
759,2018,Classe 1,Diesel,Usados,8041677913,Ford,150 cv,34 000 km,Monovolume,,Automática,,Nacional,
760,2016,Classe 1,Diesel,Usados,8075503458,VW,75 cv,51 845 km,Citadino,,Manual,,Nacional,
761,2008,,Diesel,Usados,8074372084,BMW,177 cv,286 000 km,Carrinha,Série 3,,,,
762,2010,,Diesel,Usados,8075626366,Volvo,110 cv,100 000 km,Carrinha,,,,,
763,2005,Classe 1,Diesel,Usados,8075687169,Fiat,75 cv,165 000 km,Citadino,,Manual,,,
764,2015,,Diesel,Usados,8061712634,Audi,110 cv,69 500 km,Sedan,,Manual,,Nacional,Sim
765,2009,Classe 1,Diesel,Usados,8071192037,Renault,90 cv,380 000 km,Utilitário,,Manual,,,Sim
766,2016,,Gasolina,Usados,8074495080,Renault,90 cv,13 829 km,Citadino,,Manual,39QT07,,Sim
767,2009,Classe 1,Diesel,Usados,8075687837,Mazda,185 cv,201 000 km,Carrinha,,Manual,87-IM-97,Nacional,Sim
768,2016,,Gasolina,Usados,8074372215,Mercedes-Benz,585 cv,40 000 km,Sedan,Classe E,Automática,,Nacional,Sim
769,2017,,Diesel,Usados,8075687093,Audi,190 cv,34 048 km,SUV / TT,,Automática,,Nacional,
770,2017,Classe 1,Diesel,Usados,8064878540,BMW,190 cv,54 500 km,Carrinha,Série 5,Automática,,Nacional,
771,2014,Classe 1,Diesel,Usados,8074626687,Peugeot,120 cv,54 300 km,Monovolume,,Automática,,Nacional,Sim
772,2016,,Diesel,Usados,8074371152,SEAT,110 cv,136 169 km,Carrinha,,Manual,98-RV-43,Nacional,
773,2013,Classe 1,Diesel,Usados,8054728483,Mercedes-Benz,136 cv,153 084 km,Utilitário,Classe A,Automática,,Nacional,
