,Ano de Registo,Classe do veículo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Valor Fixo,Matrícula,Série,Origem
1653,2008,,Gasolina,Usados,8075297983,Chevrolet,50 cv,103 000 km,Citadino,,,,,
1654,2018,,Diesel,Usados,8035986941,BMW,190 cv,20 514 km,Sedan,Automática,Sim,,Série 4,Nacional
1655,2015,Classe 1,Híbrido (Gasolina),Usados,8062051785,BMW,170 cv,53 000 km,Utilitário,Automática,,,Série i,
1656,1987,,Gasolina,Usados,8061024160,Lancia,140 cv,176 900 km,Utilitário,,,,,
1657,2014,Classe 1,Diesel,Usados,8057432550,Audi,105 cv,120 000 km,Utilitário,Manual,,,,
1658,2010,,Diesel,Usados,8074779249,Volvo,110 cv,157 000 km,Sedan,,,,,
1659,2015,Classe 1,Diesel,Usados,8067880102,Audi,90 cv,98 000 km,Citadino,Manual,,,,
1660,2011,Classe 1,Gasolina,Usados,8074438624,Chevrolet,68 cv,93 007 km,Pequeno citadino,Manual,,,,Nacional
1661,2018,Classe 1,Gasolina,Usados,8071557786,Mazda,131 cv,20 355 km,Cabrio,Manual,Sim,45-XB-24,,
1662,2009,Classe 1,Gasolina,Usados,8062861050,MINI,174 cv,74 000 km,Carrinha,Manual,,,,Nacional
1663,2017,Classe 1,Diesel,Usados,8068245577,Jaguar,163 cv,129 000 km,Sedan,Manual,,,,
