,Ano de Registo,Combustível,Condição,ID,Marca,Potência,Quilómetros,Segmento,Tipo de Caixa,Série,Origem
8327,2007,Diesel,Usados,8067786234,Renault,105,144430,Monovolume,Manual,,Nacional
8328,2015,Diesel,Usados,8059773876,Mercedes-Benz,110,84900,Utilitário,Manual,Classe A,Nacional
8329,1998,Gasolina,Usados,8075515021,VW,75,114250,Utilitário,Manual,,
8330,2016,Diesel,Usados,8075529323,Mercedes-Benz,136,156000,Carrinha,Automática,,
8331,2017,Diesel,Usados,8067616064,Opel,136,17960,SUV / TT,Manual,,Nacional
8332,2013,Diesel,Usados,8075528991,BMW,218,159000,Sedan,Automática,Série 5,
8333,2007,Diesel,Usados,8075529000,Peugeot,110,198000,Carrinha,Manual,,Nacional
8334,2007,Diesel,Usados,8075529650,Renault,105,160000,Carrinha,Manual,,Nacional
8335,2014,Diesel,Usados,8072316740,Renault,95,208777,Carrinha,Manual,,Nacional
8336,2016,Gasolina,Usados,8072317573,SEAT,75,30013,Citadino,Manual,,Nacional
8337,2015,Diesel,Usados,8070908765,Renault,90,87726,SUV / TT,Manual,,Importado
8338,2015,Diesel,Usados,8075528837,Opel,110,138000,Carrinha,Manual,,Importado
8339,2015,Híbrido (Diesel),Usados,8075530150,Volvo,285,188000,Carrinha,Automática,,Importado
8340,2015,Diesel,Usados,8070910288,VW,75,239139,Carrinha,Manual,,Nacional
8341,2015,Diesel,Usados,8074080052,Peugeot,120,129000,Carrinha,Manual,,Importado
8342,2018,Diesel,Usados,8072317347,Citroën,100,40965,Utilitário,Manual,,Nacional
8343,2017,Gasolina,Usados,8072317934,Renault,90,52889,Citadino,Manual,,Nacional
8344,2015,Diesel,Usados,8075528631,Volvo,150,69000,Carrinha,Manual,,Nacional
8345,2015,Diesel,Usados,8061884283,Volvo,120,24000,Sedan,Manual,,Nacional
8346,2015,Diesel,Usados,8050412578,MINI,95,89000,Citadino,Manual,,
8347,2019,Diesel,Usados,8075096965,Fiat,95,25950,SUV / TT,Manual,,Nacional
8348,2009,Gasolina,Usados,8071007628,Chevrolet,84,106000,Citadino,Manual,,Nacional
8349,2019,Diesel,Usados,8057787447,Ford,120,5000,Carrinha,Manual,,
8350,2018,Diesel,Usados,8057225505,Hyundai,75,40180,Citadino,Manual,,Nacional
8351,2018,Diesel,Usados,8074059698,Renault,110,18000,Carrinha,Manual,,Nacional
8352,2016,Diesel,Usados,8070974189,Peugeot,115,124000,Carrinha,Manual,,
8353,2019,Gasolina,Usados,8072342025,Peugeot,82,14581,SUV / TT,Manual,,Nacional
8354,2013,Diesel,Usados,8066272058,Mercedes-Benz,204,97775,Coupé,Automática,Classe E,
8355,2014,Diesel,Usados,8071926739,Renault,130,131000,Coupé,Manual,,
8356,2018,Diesel,Usados,8056368839,VW,115,43000,Utilitário,Automática,,Nacional
8357,2018,Diesel,Usados,8057978412,BMW,313,15010,Sedan,Automática,Série 4,
8358,2017,Diesel,Usados,8066270495,Kia,136,41067,Carrinha,Manual,,Nacional
8359,2019,Diesel,Usados,8075096934,Fiat,95,18213,SUV / TT,Manual,,Nacional
8360,2019,Diesel,Usados,8064756503,Mercedes-Benz,194,8650,Cabrio,Automática,Classe C,Nacional
8361,2019,Gasolina,Usados,8072342118,Peugeot,82,15996,SUV / TT,Manual,,Nacional
8362,2017,Gasolina,Usados,8064762895,Fiat,69,38314,Pequeno citadino,Manual,,Nacional
8363,2014,Diesel,Usados,8069251516,Volvo,190,148490,Utilitário,Manual,,
8364,2012,Diesel,Usados,8066267125,Audi,105,174000,Utilitário,Manual,,Importado
8365,2009,Diesel,Usados,8072342289,Land Rover,190,89000,SUV / TT,Automática,,Nacional
8366,2014,Diesel,Usados,8066270619,VW,105,140680,Carrinha,Manual,,Nacional
8367,2007,Diesel,Usados,8067788464,Renault,105,249000,Carrinha,Manual,,Nacional
8368,2015,Diesel,Usados,8070773471,MINI,116,89000,Citadino,Manual,,
8369,2007,Gasolina,Usados,8067765769,Peugeot,90,132000,Carrinha,Manual,,Nacional
8370,2019,Diesel,Usados,8072342041,Nissan,110,16285,SUV / TT,Manual,,Nacional
8371,2014,Diesel,Usados,8022654933,Citroën,92,46909,Citadino,Manual,,
8372,2017,Gasolina,Usados,8066270708,Fiat,69,81643,Citadino,Manual,,Nacional
8373,2012,Diesel,Usados,8075528355,BMW,184,174000,Carrinha,Manual,Série 3,Importado
8374,2018,Diesel,Usados,8072342291,Renault,115,24295,Carrinha,Manual,,Nacional
8375,2009,Diesel,Usados,8056190140,Renault,110,149632,Coupé,Manual,,Nacional
8376,2016,Gasolina,Usados,8073040276,Ford,125,45000,Carrinha,Manual,,Nacional
8377,2018,Diesel,Usados,8075526667,VW,150,50000,SUV / TT,Manual,,Nacional
8378,2013,Diesel,Usados,8075527754,Lexus,150,175000,Sedan,Manual,IS,
8379,2015,Diesel,Usados,8073118696,BMW,190,110400,Carrinha,Automática,Série 5,Nacional
8380,2018,Híbrido (Gasolina),Usados,8062538560,Porsche,462,37000,SUV / TT,Automática,,
8381,2016,Diesel,Usados,8041963942,Mercedes-Benz,204,36500,Cabrio,Automática,Classe E,
8382,2015,Híbrido (Gasolina),Usados,8049075169,Porsche,416,70000,Sedan,Automática,,
8383,2012,Gasolina,Usados,8065371918,McLaren,625,35200,Coupé,Automática,,
8384,2006,Gasolina,Usados,8074219930,Renault,75,138000,Citadino,Manual,,Nacional
8385,2000,Gasolina,Usados,8073716598,Smart,55,137000,Pequeno citadino,Automática,,
8386,2000,Diesel,Usados,8075527892,Suzuki,90,250000,SUV / TT,Manual,,Nacional
8387,2014,Eléctrico,Usados,8001599030,Tesla,421,73000,Sedan,Automática,,
8388,2017,Híbrido (Gasolina),Usados,8060814043,Porsche,464,35000,Sedan,Automática,,
8389,2017,Híbrido (Gasolina),Usados,8021713920,BMW,252,32000,Sedan,Automática,Série 5,
8390,2017,Híbrido (Gasolina),Usados,8071207683,Porsche,464,29000,Sedan,Automática,,
8391,2015,Diesel,Usados,8072873511,Volvo,115,99935,Sedan,Automática,,
8392,2012,Diesel,Usados,8064344297,Land Rover,150,134594,SUV / TT,Manual,,Nacional
8393,2012,Diesel,Usados,8065377286,Audi,177,220000,Sedan,Manual,,
8394,2018,Diesel,Usados,8062209904,Mercedes-Benz,194,17500,Coupé,Automática,Classe E,
8395,2004,Diesel,Usados,8075522941,BMW,150,367000,Coupé,Manual,Série 3,Importado
8396,2016,Híbrido (Gasolina),Usados,8055352393,Porsche,416,99990,SUV / TT,Automática,,
8397,2013,Híbrido (Diesel),Usados,8066948720,Peugeot,200,189852,Carrinha,Automática,,Importado
8398,2016,Diesel,Usados,8045508309,BMW,190,74000,Sedan,Automática,Série 4,
8399,2010,Diesel,Usados,8075527682,VW,110,171000,Carrinha,Manual,,Nacional
8400,2016,Diesel,Usados,8075527387,Renault,160,140636,Monovolume,Automática,,
8401,2009,Diesel,Usados,8065724198,Alfa Romeo,150,198521,Carrinha,Manual,,Nacional
8402,2017,Gasolina,Usados,8055923372,Mercedes-Benz,585,21000,Coupé,Automática,,
8403,2017,Híbrido (Gasolina),Usados,8054009220,Porsche,464,40000,Sedan,Automática,,
8404,2015,Diesel,Usados,8034234319,Mercedes-Benz,204,132800,Carrinha,Automática,Classe CLS,Importado
8405,2016,Diesel,Usados,8072314289,BMW,286,108000,Sedan,Automática,Série 7,
8406,2015,Diesel,Usados,8075527666,Peugeot,120,165000,Carrinha,Manual,,
8407,2011,Diesel,Usados,8074222852,Fiat,75,170000,Citadino,Manual,,Nacional
8408,2013,Diesel,Usados,8074212332,Renault,110,195000,Carrinha,Manual,,
8409,2014,Diesel,Usados,8075512745,Opel,136,170994,Utilitário,Manual,,Importado
8410,2008,Diesel,Usados,8074223232,Mercedes-Benz,170,400000,Carrinha,Automática,Classe E,Nacional
8411,2018,Diesel,Usados,8063762011,Jaguar,180,24000,Carrinha,Automática,,
8412,2012,Diesel,Usados,8075514392,Renault,110,220965,Carrinha,Manual,,Nacional
8413,2017,Diesel,Usados,8048975798,BMW,190,21000,Sedan,Automática,Série 5,
8414,2018,Gasolina,Usados,8071126619,Fiat,69,38622,Pequeno citadino,Manual,,Nacional
8415,2014,Gasolina,Usados,8075526207,Smart,84,32737,Cabrio,Automática,,Nacional
8416,2017,Diesel,Usados,8071205519,Mercedes-Benz,136,24500,SUV / TT,Automática,Classe GLA,
8417,2000,Diesel,Usados,8074224076,Opel,115,200000,SUV / TT,Manual,,Nacional
8418,2006,Diesel,Usados,8046899053,Opel,95,249000,Coupé,Manual,,Nacional
8419,2018,Gasolina,Usados,8055884098,Porsche,366,9600,Cabrio,Automática,,
8420,2004,Diesel,Usados,8062213498,MINI,90,165500,Citadino,Manual,,
8421,2013,Diesel,Usados,8075526782,BMW,95,59839,Utilitário,Manual,Série 1,Nacional
8422,2015,Gasolina,Usados,8070984175,Renault,90,103461,Citadino,Manual,,Nacional
8423,2011,Diesel,Usados,8074226547,Toyota,90,289000,SUV / TT,Manual,,Nacional
8424,2011,Diesel,Usados,8075526058,Mercedes-Benz,170,257160,Carrinha,Automática,Classe C,
8425,2007,Diesel,Usados,8071584140,Peugeot,68,153000,Citadino,Unknown,,
8426,2019,Diesel,Usados,8072342015,Peugeot,100,17148,Citadino,Manual,,Nacional
8427,2009,Gasolina,Usados,8047708555,VW,150,120000,SUV / TT,Manual,,Nacional
8428,2003,Diesel,Usados,8059909886,Ford,136,278000,Carrinha,Manual,,Nacional
8429,2010,Diesel,Usados,8074226004,Skoda,90,160000,Carrinha,Manual,,Nacional
8430,1996,Diesel,Usados,8075452765,Toyota,130,360000,SUV / TT,Unknown,,
8431,2015,Diesel,Usados,8062722633,Mercedes-Benz,136,174405,Carrinha,Manual,Classe C,Importado
8432,2014,Diesel,Usados,8075526374,Nissan,110,63000,SUV / TT,Manual,,
8433,2017,Diesel,Usados,8062927082,Audi,190,71000,Carrinha,Automática,,
8434,2017,Diesel,Usados,8047816798,Mercedes-Benz,136,46500,Carrinha,Automática,Classe CLA,
8435,2010,Gasolina,Usados,8021695647,Ferrari,490,51800,Coupé,Automática,,Importado
8436,2016,Diesel,Usados,8052738967,MINI,112,50681,Utilitário,Manual,,
8437,2016,Diesel,Usados,8075527022,Citroën,150,146000,Monovolume,Manual,,
8438,2018,Diesel,Usados,8073090445,Mercedes-Benz,136,42300,Sedan,Automática,Classe CLA,Nacional
8439,2019,Gasolina,Usados,8075523705,Nissan,100,4739,Citadino,Manual,,Nacional
8440,2012,Diesel,Usados,8006945775,Renault,130,74045,Carrinha,Manual,,
8441,2016,Diesel,Usados,8072338124,Audi,110,138697,Sedan,Manual,,Nacional
8442,2015,Eléctrico,Usados,8052168599,Kia,110,53000,SUV / TT,Automática,,
8443,2017,Diesel,Usados,8071005195,Fiat,95,43404,Carrinha,Manual,,Nacional
8444,2019,Híbrido (Gasolina),Usados,8075523527,Toyota,122,4831,Sedan,Automática,,Nacional
8445,2014,Diesel,Usados,8075523720,Audi,110,153000,Sedan,Manual,,
8446,2017,Diesel,Usados,8075525055,Mercedes-Benz,170,32583,Carrinha,Automática,Classe C,Nacional
8447,2010,Diesel,Usados,8075524074,Mercedes-Benz,170,196000,Sedan,Automática,Classe C,Nacional
8448,2004,Diesel,Usados,8075524286,Smart,41,146000,Pequeno citadino,Automática,,
8449,2002,Gasolina,Usados,8075286260,Citroën,140,120000,Utilitário,Manual,,Nacional
8450,2018,Diesel,Usados,8074223929,BMW,116,11977,Utilitário,Manual,Série 1,Nacional
8451,2007,Diesel,Usados,8064099780,Ford,125,160000,Sedan,Manual,,Nacional
8452,2012,Híbrido (Gasolina),Usados,8060564888,Porsche,333,220000,SUV / TT,Automática,,
8453,2016,Gasolina,Usados,8064325976,Renault,130,27000,Utilitário,Manual,,
8454,2018,Gasolina,Usados,8044614023,SEAT,75,17046,Citadino,Manual,,Nacional
8455,2014,Diesel,Usados,8050409047,Mercedes-Benz,136,153000,Carrinha,Manual,Classe E,
8456,2012,Diesel,Usados,8075523754,Audi,90,79000,Citadino,Manual,,Nacional
8457,2016,Diesel,Usados,8047170381,Jaguar,180,83000,Coupé,Automática,,
8458,2014,Diesel,Usados,8075523588,VW,110,135000,Utilitário,Manual,,Nacional
8459,2017,Diesel,Usados,8064521611,Alfa Romeo,95,17987,Utilitário,Manual,,Nacional
8460,2013,Gasolina,Usados,8074224290,Smart,52,61780,Citadino,Automática,,Nacional
8461,2010,Gasolina,Usados,8075524850,Citroën,75,74000,Citadino,Manual,,Nacional
8462,2010,Diesel,Usados,8072340043,SEAT,105,208000,Utilitário,Manual,,Nacional
8463,2014,Diesel,Usados,8070991479,Volvo,190,163000,Utilitário,Manual,,
8464,2019,Gasolina,Usados,8075523774,Peugeot,82,16436,SUV / TT,Manual,,Nacional
8465,2009,Gasolina,Usados,8075525660,SEAT,70,204000,Citadino,Manual,,
8466,2009,Diesel,Usados,8072925686,Citroën,140,114000,Sedan,Manual,,Nacional
8467,2010,Gasolina,Usados,8067999072,Honda,90,169000,Citadino,Manual,,Nacional
8468,2017,Híbrido (Gasolina),Usados,8039579512,Porsche,416,89000,SUV / TT,Semi-automática,,Nacional
8469,2004,Diesel,Usados,8075503594,Renault,105,300000,Carrinha,Manual,,Nacional
8470,2018,Gasolina,Usados,8075287519,Citroën,110,30498,Utilitário,Manual,,
8471,2011,Diesel,Usados,8074220655,BMW,163,218000,Carrinha,Manual,Série 3,
8472,2018,Diesel,Usados,8070577160,Fiat,95,42677,Carrinha,Manual,,Nacional
8473,2014,Diesel,Usados,8071007523,Peugeot,120,114000,SUV / TT,Automática,,
8474,2014,Diesel,Usados,8075523398,BMW,184,165000,Carrinha,Automática,Série 3,Nacional
8475,2003,Diesel,Usados,8070003999,Audi,105,312000,Sedan,Unknown,,
8476,2018,Diesel,Usados,8074223434,Fiat,120,57157,Carrinha,Manual,,Nacional
8477,2017,Diesel,Usados,8070737628,SEAT,105,32500,Carrinha,Manual,,
8478,2014,Diesel,Usados,8074223081,Mazda,115,123824,Monovolume,Manual,,Nacional
8479,2018,Híbrido (Gasolina),Usados,8075522933,Mercedes-Benz,294,17984,Carrinha,Automática,Classe C,
8480,2013,Gasolina,Usados,8069515568,Peugeot,68,56579,Pequeno citadino,Manual,,Nacional
8481,2011,Diesel,Usados,8075513865,Opel,125,164000,Carrinha,Manual,,Nacional
8482,2013,Diesel,Usados,8052293505,BMW,143,100300,Carrinha,Manual,Série 3,Importado
8483,2018,Gasolina,Usados,8063383815,Fiat,140,53082,SUV / TT,Manual,,Nacional
8484,2008,Diesel,Usados,8073026264,Citroën,110,132000,Pequeno citadino,Manual,,Nacional
8485,2017,Diesel,Usados,8074223046,Mercedes-Benz,109,108903,Utilitário,Automática,Classe B,Importado
8486,2016,Diesel,Usados,8054969467,Ford,120,80000,Carrinha,Manual,,Nacional
8487,2017,Diesel,Usados,8041400298,Audi,190,32000,Coupé,Unknown,,
8488,2016,Diesel,Usados,8075522930,Renault,75,43892,Citadino,Manual,,Nacional
8489,2008,Diesel,Usados,8042047621,Volvo,140,198000,Sedan,Manual,,Nacional
8490,2007,Híbrido (Gasolina),Usados,8073297748,Honda,110,132595,Sedan,Automática,,
8491,2016,Diesel,Usados,8066182884,Audi,190,168000,Carrinha,Manual,,
8492,2014,Diesel,Usados,8073201643,SEAT,184,125000,Utilitário,Manual,,
8493,2007,Diesel,Usados,8074217513,Toyota,171,270000,SUV / TT,Manual,,Nacional
8494,2010,Diesel,Usados,8075512393,Renault,110,314000,Utilitário,Manual,,Nacional
8495,2018,Gasolina,Usados,8070560711,Peugeot,72,24535,Pequeno citadino,Automática,,Nacional
8496,2017,Gasolina,Usados,8054866415,DS,110,55273,Citadino,Manual,,Nacional
8497,2015,Diesel,Usados,8075523493,Skoda,110,68325,Carrinha,Manual,,Nacional
8498,2005,Gasolina,Usados,8073981355,Opel,90,123662,Coupé,Manual,,Nacional
8499,2009,Diesel,Usados,8075522560,Ford,70,168000,Utilitário,Manual,,Nacional
8500,2014,Diesel,Usados,8075522593,Citroën,115,117000,Utilitário,Manual,,Nacional
8501,2009,Diesel,Usados,8075522752,VW,140,240000,Carrinha,Manual,,Nacional
8502,2007,Gasolina,Usados,8066267073,Renault,75,143481,Citadino,Manual,,Nacional
8503,2010,Diesel,Usados,8068285220,VW,105,139000,Carrinha,Manual,,Nacional
8504,2018,Diesel,Usados,8066265696,Peugeot,100,80522,Carrinha,Manual,,Nacional
8505,2000,Gasolina,Usados,8075522448,Subaru,218,209755,Sedan,Manual,,
8506,2008,Diesel,Usados,8072586155,BMW,177,173165,Coupé,Manual,Série 1,
8507,1999,Gasolina,Usados,8075516298,Audi,180,248000,Coupé,Manual,,
8508,2018,Diesel,Usados,8067782952,Mercedes-Benz,177,31015,SUV / TT,Automática,Classe GLA,Nacional
8509,2018,Diesel,Usados,8066264338,Peugeot,100,65945,Carrinha,Manual,,Nacional
8510,2011,Diesel,Usados,8073038999,Porsche,245,85000,SUV / TT,Automática,,Nacional
8511,2012,Diesel,Usados,8066265462,Audi,140,135000,SUV / TT,Manual,,Nacional
8512,1984,Gasolina,Usados,8074223185,MINI,40,17000,Pequeno citadino,Manual,,Nacional
8513,2013,Híbrido (Diesel),Usados,8075515689,Mercedes-Benz,231,108000,Carrinha,Automática,Classe E,
8514,2016,GPL,Usados,8071893710,Renault,90,27000,Carrinha,Manual,,
8515,2018,Diesel,Usados,8066266864,Peugeot,100,76404,Carrinha,Manual,,Nacional
8516,2013,Diesel,Usados,8073039064,Peugeot,115,176000,Carrinha,Automática,,
8517,2004,Diesel,Usados,8075516751,BMW,218,351000,Sedan,Automática,Série 5,
8518,2018,Diesel,Usados,8067787824,Opel,110,30177,Carrinha,Manual,,Nacional
8519,2016,Diesel,Usados,8075522247,Opel,110,146296,Utilitário,Manual,,Nacional
8520,2013,Diesel,Usados,8059648092,BMW,143,82000,Sedan,Manual,Série 3,Importado
8521,2016,Gasolina,Usados,8067787913,VW,60,68700,Pequeno citadino,Manual,,Nacional
8522,2019,Gasolina,Usados,8069515350,Renault,90,15259,Citadino,Manual,,Nacional
8523,2016,Diesel,Usados,8069514709,Opel,110,111000,Carrinha,Manual,,
8524,2017,Diesel,Usados,8069518531,Ford,120,57793,Monovolume,Manual,,Nacional
8525,2017,Gasolina,Usados,8075517311,Ford,350,15000,Utilitário,Manual,,Nacional
8526,2017,Gasolina,Usados,8066264871,BMW,115,59000,Utilitário,Manual,Série 1,
8527,2013,Diesel,Usados,8073039074,Mercedes-Benz,170,203728,Sedan,Automática,Classe CLA,
8528,2014,Diesel,Usados,8059588123,Renault,90,67500,SUV / TT,Manual,,Nacional
8529,2015,Diesel,Usados,8075522098,Renault,90,116240,Citadino,Manual,,Nacional
8530,2014,Diesel,Usados,8075521999,Ford,120,123000,Monovolume,Manual,,Nacional
8531,2008,Gasolina,Usados,8070990248,Chevrolet,94,50000,Citadino,Manual,,Nacional
8532,2017,Diesel,Usados,8067788044,Peugeot,75,55286,Citadino,Manual,,Nacional
8533,2014,Diesel,Usados,8068810102,Mercedes-Benz,109,145000,Utilitário,Manual,Classe B,Importado
8534,2015,Diesel,Usados,8074966704,Peugeot,120,151230,Carrinha,Manual,,
8535,2008,Diesel,Usados,8070686839,Volvo,185,138000,Carrinha,Automática,,Nacional
8536,2008,Diesel,Usados,8075521480,Fiat,75,160000,Citadino,Unknown,,
8537,2014,Diesel,Usados,8072061825,Volvo,114,100000,Utilitário,Automática,,
8538,2007,Diesel,Usados,8075521227,BMW,286,475000,Coupé,Automática,Série 3,
8539,2006,Diesel,Usados,8026338708,VW,90,180000,Citadino,Manual,,Nacional
8540,2015,Diesel,Usados,8075521798,Toyota,90,53862,Sedan,Manual,,Nacional
8541,2005,Diesel,Usados,8075520464,Audi,140,246000,Carrinha,Manual,,Nacional
8542,2010,Gasolina,Usados,8075505218,Renault,75,38581,Citadino,Manual,,Nacional
8543,2016,Diesel,Usados,8065859409,Mercedes-Benz,170,111175,SUV / TT,Automática,Classe GLC,
8544,2009,Diesel,Usados,8074222472,Audi,190,270024,Coupé,Automática,,Nacional
8545,2015,Diesel,Usados,8075511827,Audi,110,70000,Utilitário,Manual,,Nacional
8546,2015,Diesel,Usados,8075521338,Peugeot,120,171000,Carrinha,Manual,,
8547,2010,Diesel,Usados,8006433280,Toyota,90,238000,Utilitário,Manual,,Nacional
8548,2016,Diesel,Usados,8037319822,BMW,116,108000,Monovolume,Manual,Série 2,Importado
8549,2008,Gasolina,Usados,8072192608,Toyota,70,92000,Citadino,Manual,,Nacional
8550,2013,Híbrido (Diesel),Usados,8074219597,Volvo,285,205555,Carrinha,Automática,,Importado
8551,2006,Diesel,Usados,8054310638,Fiat,70,158000,Pequeno citadino,Manual,,
8552,2015,Diesel,Usados,8061434516,Mercedes-Benz,170,168000,Carrinha,Manual,Classe C,Importado
8553,2011,Diesel,Usados,8074057117,Renault,110,172404,Carrinha,Manual,,
8554,2016,Diesel,Usados,8075521620,Renault,75,57897,Citadino,Manual,,Nacional
8555,2003,Gasolina,Usados,8072323396,VW,65,203000,Utilitário,Unknown,,
8556,2016,Diesel,Usados,8068867611,Renault,90,107000,Citadino,Manual,,
8557,2015,Diesel,Usados,8075485156,Peugeot,120,115606,Utilitário,Manual,,Nacional
8558,2016,Gasolina,Usados,8075521945,SEAT,75,54813,Citadino,Manual,,Nacional
8559,1997,Diesel,Usados,8074216652,SsangYong,98,161528,SUV / TT,Automática,,Nacional
8560,2010,Gasolina,Usados,8070990199,Chevrolet,81,39000,Pequeno citadino,Manual,,Nacional
8561,2009,Diesel,Usados,8075521818,Citroën,140,249000,Carrinha,Manual,,Nacional
8562,2011,Diesel,Usados,8075521668,Nissan,110,142000,SUV / TT,Manual,,Nacional
8563,2006,Gasolina,Usados,8075521642,Ford,75,153733,Citadino,Manual,,
8564,2005,Diesel,Usados,8072262376,Audi,140,287000,Carrinha,Manual,,
8565,2017,Diesel,Usados,8046088885,MINI,190,42934,Carrinha,Automática,,Nacional
8566,2019,Híbrido (Gasolina),Usados,8072338339,Volvo,390,34000,Carrinha,Unknown,,Nacional
8567,2009,Diesel,Usados,8074219657,BMW,177,158000,SUV / TT,Automática,Série X,Nacional
8568,2018,Gasolina,Usados,8072505653,Fiat,69,19342,Pequeno citadino,Manual,,
8569,2008,Diesel,Usados,8069960978,BMW,143,218671,Coupé,Manual,Série 1,
8570,2018,Diesel,Usados,8068644420,Mercedes-Benz,109,16720,Utilitário,Manual,Classe B,
8571,2010,Gasolina,Usados,8071004926,Skoda,105,96000,Carrinha,Manual,,Nacional
8572,2016,Diesel,Usados,8058808176,Renault,90,66000,SUV / TT,Manual,,
8573,2014,Diesel,Usados,8072337403,VW,105,112966,Carrinha,Manual,,Nacional
8574,2016,Diesel,Usados,8037254208,Renault,110,107000,Citadino,Manual,,
8575,2005,Diesel,Usados,8061981668,Audi,140,229093,Sedan,Manual,,Nacional
8576,2016,Diesel,Usados,8047249909,MINI,116,108513,Citadino,Manual,,Nacional
8577,2011,Diesel,Usados,8071309632,Alfa Romeo,90,158863,Utilitário,Manual,,
8578,1999,Gasolina,Usados,8054524396,Honda,105,150000,SUV / TT,Manual,,Nacional
8579,2015,Diesel,Usados,8059733834,Volvo,115,115000,Utilitário,Manual,,
8580,2007,Diesel,Usados,8074217286,Audi,140,190000,Carrinha,Automática,,Nacional
8581,2004,Gasolina,Usados,8072342163,BMW,170,124500,Cabrio,Manual,Série 3,Nacional
8582,2005,Diesel,Usados,8074221083,Citroën,109,170000,Sedan,Manual,,Nacional
8583,2007,Diesel,Usados,8075521174,BMW,177,240000,Coupé,Manual,Série 3,Nacional
8584,2007,Diesel,Usados,8075521154,Nissan,171,195000,SUV / TT,Manual,,Nacional
8585,2018,Diesel,Usados,8053582437,MINI,116,17121,Utilitário,Manual,,Nacional
8586,2015,Diesel,Usados,8075521027,BMW,150,57015,Utilitário,Manual,Série 1,Nacional
8587,2012,Diesel,Usados,8042102548,Renault,110,169000,Monovolume,Unknown,,
8588,2008,Diesel,Usados,8074218480,Audi,140,189000,Carrinha,Manual,,Nacional
8589,2014,Diesel,Usados,8054630263,Renault,110,150000,Carrinha,Manual,,
8590,2009,Diesel,Usados,8074220552,BMW,177,288000,Carrinha,Automática,Série 5,Nacional
8591,2008,Diesel,Usados,8075521258,SEAT,90,204292,Sedan,Manual,,Nacional
8592,1999,Diesel,Usados,8041137107,VW,110,298000,Carrinha,Unknown,,
8593,2014,Híbrido (Diesel),Usados,8072262836,Citroën,200,108000,Utilitário,Automática,,
8594,2013,Diesel,Usados,8066266567,Mercedes-Benz,204,128000,Carrinha,Automática,Classe CLS,Nacional
8595,2017,Gasolina,Usados,8071004451,Fiat,69,67400,Pequeno citadino,Manual,,Nacional
8596,2013,Diesel,Usados,8061649424,BMW,95,153000,Utilitário,Manual,Série 1,
8597,2014,Diesel,Usados,8067445781,Audi,110,70000,Utilitário,Manual,,
8598,2018,Gasolina,Usados,8067307658,Citroën,82,38437,Citadino,Manual,,Nacional
8599,2011,Diesel,Usados,8061886010,Fiat,75,145000,Pequeno citadino,Unknown,,
8600,2019,Gasolina,Usados,8075520443,Nissan,100,9980,Citadino,Manual,,Nacional
8601,2016,Diesel,Usados,8069862579,Citroën,150,63500,Sedan,Manual,,Nacional
8602,2014,Diesel,Usados,8073019374,BMW,143,171000,Coupé,Manual,Série 2,
8603,2017,Diesel,Usados,8075520446,Peugeot,120,156700,Carrinha,Manual,,
8604,2012,Híbrido (Gasolina),Usados,8042721002,Opel,150,131200,Sedan,Automática,,
8605,2013,Diesel,Usados,8062592394,Mercedes-Benz,136,85400,Utilitário,Manual,Classe B,Nacional
8606,2016,Eléctrico,Usados,8042673451,Kia,110,23000,SUV / TT,Automática,,
8607,2014,Diesel,Usados,8063818798,Honda,120,116000,Citadino,Manual,,Nacional
8608,2010,Diesel,Usados,8075520673,BMW,177,199149,Cabrio,Manual,Série 3,Nacional
8609,2008,Diesel,Usados,8067446446,Fiat,150,177000,Carrinha,Manual,,
8610,2006,Diesel,Usados,8068173614,Audi,140,170000,Sedan,Manual,,Nacional
8611,2012,Diesel,Usados,8028777207,Renault,75,161000,Monovolume,Manual,,
8612,2016,Diesel,Usados,8046256307,Citroën,120,112000,Utilitário,Automática,,
8613,2015,Diesel,Usados,8075520127,BMW,143,157399,Sedan,Automática,Série 3,Nacional
8614,2011,Diesel,Usados,8074219335,Peugeot,112,193000,SUV / TT,Manual,,
8615,2011,Diesel,Usados,8071993681,Opel,125,196000,Utilitário,Manual,,
8616,2016,Eléctrico,Usados,8047183115,BMW,170,33000,Utilitário,Automática,Série i,
8617,2010,Diesel,Usados,8075520204,Renault,110,180000,Coupé,Manual,,Nacional
8618,2016,Diesel,Usados,8075520802,Renault,75,96907,Citadino,Manual,,Nacional
8619,2013,Diesel,Usados,8059229835,Renault,110,177000,Carrinha,Manual,,
8620,2014,Diesel,Usados,8075520326,Renault,110,194000,Carrinha,Manual,,Importado
8621,2014,Diesel,Usados,8075520314,Mercedes-Benz,170,143000,SUV / TT,Automática,Classe GLA,
8622,2016,Gasolina,Usados,8072757122,Ford,80,120000,Citadino,Manual,,Nacional
8623,2006,Diesel,Usados,8042731077,Renault,120,246000,Sedan,Manual,,
8624,2015,Diesel,Usados,8075520281,Peugeot,120,65000,Carrinha,Manual,,Nacional
8625,2016,Diesel,Usados,8063144499,Renault,110,129000,Monovolume,Manual,,
8626,2007,Diesel,Usados,8063510897,Smart,45,154000,Pequeno citadino,Automática,,
8627,2012,Gasolina,Usados,8074221992,Opel,140,117000,Coupé,Manual,,
8628,2014,Diesel,Usados,8047053984,Citroën,92,114184,Monovolume,Manual,,Importado
8629,2010,Diesel,Usados,8074214433,Citroën,92,210000,Citadino,Manual,,Nacional
