,Ano de Registo,Combustível,Condição,ID,Marca,Origem,Potência,Quilómetros,Segmento,Série,Tipo de Caixa
15117,2015,Diesel,Usados,8074516583,VW,Nacional,110,70000,Utilitário,,Manual
15118,2008,Diesel,Usados,8073666626,VW,Nacional,105,264000,Carrinha,,Manual
15119,2015,Diesel,Usados,8073613257,Audi,,184,107970,Utilitário,,Manual
15120,2010,Diesel,Usados,8073691777,SEAT,,170,252000,Carrinha,,Manual
15121,2007,Diesel,Usados,8074514304,Mercedes-Benz,,170,184000,Sedan,Classe C,Automática
15122,2006,Diesel,Usados,8073695313,Renault,,105,250000,Carrinha,,Unknown
15123,2008,Diesel,Usados,8066945336,Ford,Nacional,140,175000,SUV / TT,,Manual
15124,2003,Diesel,Usados,8074512796,VW,Nacional,75,340000,Citadino,,Manual
15125,2010,Diesel,Usados,8073694013,BMW,Nacional,116,170205,Sedan,Série 3,Manual
15126,2003,Gasolina,Usados,8073693461,Toyota,,97,270000,Utilitário,,Unknown
15127,2011,Diesel,Usados,8074516811,Opel,,125,260000,Carrinha,,Manual
15128,2002,Gasolina,Usados,8073693506,Volvo,,200,374000,SUV / TT,,Manual
15129,2017,Diesel,Usados,8068798705,Volvo,,120,29505,Utilitário,,Manual
15130,2007,Diesel,Usados,8073694282,Renault,,105,245000,Carrinha,,Unknown
15131,2009,Diesel,Usados,8071020033,BMW,,143,285900,Utilitário,Série 1,Unknown
15132,2010,Diesel,Usados,8069199945,Nissan,Nacional,110,150000,SUV / TT,,Manual
15133,2001,Diesel,Usados,8073691126,Citroën,Nacional,110,224000,Sedan,,Manual
15134,2006,Diesel,Usados,8063330825,VW,Nacional,140,330000,Carrinha,,Automática
15135,2004,Diesel,Usados,8046509248,Opel,,70,190000,Citadino,,Unknown
15136,2012,Gasolina,Usados,8075215223,Honda,Nacional,100,125000,Utilitário,,Manual
15137,2015,Diesel,Usados,8073693579,VW,,115,131000,Carrinha,,Automática
15138,2010,Diesel,Usados,8073696497,BMW,,174,115000,SUV / TT,Série X,Automática
15139,2008,Diesel,Usados,8071806640,Peugeot,,90,201500,Carrinha,,Manual
15140,2013,Diesel,Usados,8063752811,BMW,Nacional,143,210000,Carrinha,Série 3,Automática
15141,2016,Eléctrico,Usados,8068523505,Nissan,,109,35000,Utilitário,,Automática
15142,2014,Diesel,Usados,8074413155,Jaguar,,300,188000,Sedan,,Automática
15143,2008,Diesel,Usados,8072322373,Toyota,,124,335000,Carrinha,,Manual
15144,2004,Gasolina,Usados,8069827982,Hyundai,Nacional,75,120000,Citadino,,Manual
15145,2000,Diesel,Usados,8073694002,Ford,,90,153000,Carrinha,,Unknown
15146,2018,Diesel,Usados,8074515807,Fiat,Nacional,95,55000,Carrinha,,Manual
15147,2005,Diesel,Usados,8074232800,Peugeot,,112,230000,Carrinha,,Manual
15148,2005,Diesel,Usados,8073701543,Volvo,Nacional,163,200300,SUV / TT,,Automática
15149,1986,Diesel,Usados,8073698003,Renault,,43,283418,Monovolume,,Manual
15150,2008,Diesel,Usados,8074518912,Ford,,110,190000,Carrinha,,Manual
15151,2014,Diesel,Usados,8073053307,MINI,,95,107000,Citadino,,Manual
15152,2016,Diesel,Usados,8074519109,VW,Nacional,120,167000,Carrinha,,Manual
15153,2014,Diesel,Usados,8074521273,Mercedes-Benz,Importado,136,95421,Carrinha,Classe C,Automática
15154,2014,Diesel,Usados,8074523871,Mercedes-Benz,,204,158000,Carrinha,Classe CLS,Automática
15155,2011,Gasolina,Usados,8073697446,Peugeot,Nacional,200,97171,Coupé,,Manual
15156,2012,Diesel,Usados,8066155084,Audi,Nacional,313,215000,Sedan,,Automática
15157,2007,Gasolina,Usados,8072484810,SEAT,,69,160000,Citadino,,Unknown
15158,2011,Diesel,Usados,8057738876,BMW,Nacional,184,168000,Coupé,Série 3,Manual
15159,2005,Diesel,Usados,8073700237,Renault,,100,259000,Carrinha,,Manual
15160,2019,Híbrido (Gasolina),Usados,8074511769,Mitsubishi,,230,20575,SUV / TT,,Unknown
15161,2015,Gasolina,Usados,8072538591,Smart,Nacional,71,30017,Pequeno citadino,,Manual
15162,2011,Gasolina,Usados,8060191659,Citroën,,75,62000,Citadino,,Unknown
15163,2010,Diesel,Usados,8060819514,Peugeot,Nacional,110,190000,SUV / TT,,Manual
15164,2011,Diesel,Usados,8073698770,Ford,,75,210000,Pequeno citadino,,Unknown
15165,2000,Diesel,Usados,8074523727,Mitsubishi,,95,250000,SUV / TT,,Unknown
15166,2005,Diesel,Usados,8071833269,Ford,,109,230000,Carrinha,,Manual
15167,2015,Diesel,Usados,8073701144,Mercedes-Benz,Importado,170,176000,Carrinha,Classe CLS,Automática
15168,2014,Diesel,Usados,8074522758,Peugeot,Nacional,120,107000,Carrinha,,Manual
15169,1998,Gasolina,Usados,8073697574,Honda,,90,300000,Utilitário,,Unknown
15170,2016,Diesel,Usados,8074525719,VW,Nacional,150,48000,Sedan,,Automática
15171,2011,Diesel,Usados,8074520154,Peugeot,,90,120292,Carrinha,,Manual
15172,2007,Diesel,Usados,8066202707,Renault,,85,257165,Utilitário,,Unknown
15173,2013,Diesel,Usados,8074524384,Renault,Importado,110,159060,Carrinha,,Manual
15174,1997,Gasolina,Usados,8074518452,Fiat,Nacional,55,250000,Citadino,,Manual
15175,2006,Diesel,Usados,8072486221,Citroën,,90,172000,Utilitário,,Unknown
15176,2015,Gasolina,Usados,8074519836,Fiat,,69,73000,Pequeno citadino,,Unknown
15177,2016,Gasolina,Usados,8073701069,Smart,,90,30000,Pequeno citadino,,Unknown
15178,2017,Diesel,Usados,8066136965,Mercedes-Benz,Nacional,110,10985,Carrinha,Classe CLA,Manual
15179,2007,Diesel,Usados,8073701306,Fiat,,90,250000,Citadino,,Unknown
15180,2016,Diesel,Usados,8073704141,DS,,181,110000,Sedan,,Automática
15181,2011,Diesel,Usados,8059049110,Opel,Nacional,163,187000,Carrinha,,Manual
15182,2017,Diesel,Usados,8074535329,Mercedes-Benz,Nacional,109,48796,Utilitário,Classe A,Manual
15183,2010,Diesel,Usados,8073704857,BMW,Nacional,177,233000,Cabrio,Série 1,Automática
15184,2007,Diesel,Usados,8074524517,Skoda,Nacional,140,150,Carrinha,,Manual
15185,2017,Diesel,Usados,8073703007,Renault,Nacional,130,47000,Monovolume,,Manual
15186,2012,Diesel,Usados,8055248774,BMW,,184,228780,Sedan,Série 3,Automática
15187,2010,Diesel,Usados,8074533360,SEAT,Nacional,120,130000,Carrinha,,Manual
15188,2017,Gasolina,Usados,8073703916,Smart,,90,26307,Pequeno citadino,,Automática
15189,2008,Diesel,Usados,8062987481,SEAT,Nacional,170,218000,Monovolume,,Manual
15190,2013,Diesel,Usados,8073707534,Mercedes-Benz,Nacional,265,74251,Carrinha,Classe CLS,Automática
15191,2007,Diesel,Usados,8066941388,Mercedes-Benz,,109,155700,Utilitário,Classe A,Manual
15192,2018,Gasolina,Usados,8064848058,BMW,Nacional,370,12184,Coupé,Série 2,Unknown
15193,2009,Diesel,Usados,8072364171,Renault,Nacional,110,154000,Monovolume,,Manual
15194,2001,Gasolina,Usados,8073532440,BMW,Nacional,170,170000,Cabrio,Série 3,Manual
15195,2009,Gasolina,Usados,8059447174,MINI,Importado,184,100000,Citadino,,Manual
15196,2009,Diesel,Usados,8074528133,Porsche,Importado,250,166043,SUV / TT,,Automática
15197,2012,Eléctrico,Usados,8074537118,Mitsubishi,,67,44000,Pequeno citadino,,Unknown
15198,2008,Diesel,Usados,8074367178,Citroën,Nacional,136,229000,Carrinha,,Manual
15199,2008,Diesel,Usados,8074535239,Smart,Importado,41,147500,Pequeno citadino,,Automática
15200,2001,Diesel,Usados,8074697254,BMW,,150,197000,Carrinha,Série 3,Manual
15201,2015,Diesel,Usados,8065784267,BMW,Nacional,218,55000,SUV / TT,Série X,Automática
15202,2015,Eléctrico,Usados,8073706603,BMW,,170,31500,Monovolume,Série i,Automática
15203,2014,Diesel,Usados,8073518687,Renault,,90,81000,Citadino,,Manual
15204,2016,Diesel,Usados,8063714831,Nissan,Nacional,110,59586,SUV / TT,,Manual
15205,2011,Diesel,Usados,8052923398,VW,Nacional,105,160000,Carrinha,,Manual
15206,2016,Gasolina,Usados,8073710439,Smart,Nacional,90,22000,Pequeno citadino,,Automática
15207,1999,Gasolina,Usados,8073703313,Opel,,90,280000,Carrinha,,Manual
15208,2013,Diesel,Usados,8073703044,Citroën,Importado,115,98300,Utilitário,,Manual
15209,2017,Diesel,Usados,8074534378,BMW,,95,63000,Utilitário,Série 1,Manual
15210,2017,Diesel,Usados,8074494567,BMW,,231,20373,SUV / TT,Série X,Automática
15211,2018,Diesel,Usados,8074682873,Peugeot,,130,58000,SUV / TT,,Manual
15212,2015,Gasolina,Usados,8069033196,Smart,Nacional,71,48600,Pequeno citadino,,Manual
15213,2006,Diesel,Usados,8072338752,Renault,,85,115500,Citadino,,Manual
15214,2017,Diesel,Usados,8074444354,Mercedes-Benz,Nacional,136,37000,Sedan,Classe C,Automática
15215,2008,Diesel,Usados,8074548212,Smart,,45,147000,Pequeno citadino,,Unknown
15216,2011,Diesel,Usados,8073710835,Smart,Importado,54,97000,Pequeno citadino,,Automática
15217,2015,Eléctrico,Usados,8073717654,BMW,Importado,170,80000,Utilitário,,Automática
15218,2006,Gasolina,Usados,8074551062,Ferrari,Nacional,490,33000,Coupé,,Semi-automática
15219,2016,Gasolina,Usados,8073714114,Smart,,90,26000,Pequeno citadino,,Automática
15220,2018,Gasolina,Usados,8059535482,Mitsubishi,,80,9500,Citadino,,Manual
15221,1994,Diesel,Usados,8074549314,Mercedes-Benz,,95,378000,Sedan,Classe C,Manual
15222,2005,Gasolina,Usados,8067569690,Porsche,Nacional,355,51156,Cabrio,911 (Todos),Automática
15223,2012,Diesel,Usados,8074544216,SEAT,,80,95000,Utilitário,,Unknown
15224,2009,Diesel,Usados,8066157414,BMW,Importado,177,194575,Sedan,Série 3,Manual
15225,2005,Gasolina,Usados,8073718288,Citroën,,60,113000,Citadino,,Unknown
15226,2005,Diesel,Usados,8073717200,Opel,,100,280000,Carrinha,,Manual
15227,2017,Gasolina,Usados,8074236351,Honda,,320,6000,Sedan,,Unknown
15228,2009,Gasolina,Usados,8069620562,BMW,,306,69300,Coupé,Série 1,Automática
15229,2007,Diesel,Usados,8060895765,Toyota,Nacional,177,80000,Citadino,,Manual
15230,2013,Diesel,Usados,8074967061,VW,Nacional,140,84000,SUV / TT,,Manual
15231,2015,Diesel,Usados,8072429747,Mercedes-Benz,,170,145000,Carrinha,Classe C,Manual
15232,2012,Diesel,Usados,8072343611,SEAT,,80,87000,Utilitário,,Unknown
15233,2017,Diesel,Usados,8074540160,Mercedes-Benz,Nacional,194,58000,Carrinha,Classe E,Automática
15234,2010,Diesel,Usados,8073052643,VW,Nacional,140,106500,Coupé,,Manual
15235,2017,Diesel,Usados,8073652380,Nissan,,110,116000,SUV / TT,,Manual
15236,2016,Diesel,Usados,8074639008,Renault,,110,109000,Carrinha,,Manual
15237,2007,Diesel,Usados,8074402766,Renault,,105,310000,Monovolume,,Manual
15238,2015,Diesel,Usados,8061565159,Mercedes-Benz,,193,215000,Sedan,Classe E,Unknown
15239,2019,Diesel,Usados,8073714926,DS,,130,12500,SUV / TT,,Unknown
15240,2013,Diesel,Usados,8074550787,BMW,,204,105000,Sedan,Série 1,Manual
15241,2017,Diesel,Usados,8074540996,MINI,Nacional,170,40900,Citadino,,Automática
15242,2003,Diesel,Usados,8073715021,Smart,Importado,41,161500,Pequeno citadino,,Automática
15243,2010,Gasolina,Usados,8073714956,Opel,Nacional,86,173000,Citadino,,Manual
15244,2014,Diesel,Usados,8074580759,Mercedes-Benz,Nacional,170,62900,Sedan,Classe C,Automática
15245,2012,Diesel,Usados,8072501131,BMW,Nacional,390,153000,Sedan,Série 5,Automática
15246,2014,Diesel,Usados,8073301577,Renault,Nacional,110,134673,Utilitário,,Manual
15247,2017,Gasolina,Usados,8073723333,Renault,,90,32452,SUV / TT,,Unknown
15248,2007,Gasolina,Usados,8028285606,Porsche,,245,79000,Coupé,,Automática
15249,2019,Gasolina,Usados,8073687562,Alfa Romeo,Nacional,510,4000,Sedan,,Automática
15250,2009,Diesel,Usados,8073721119,Toyota,Nacional,90,238500,Citadino,,Manual
15251,2016,Diesel,Usados,8073722516,Peugeot,Nacional,120,51000,Carrinha,,Manual
15252,2005,Gasolina,Usados,8074570423,BMW,,507,159000,Sedan,Série 5,Unknown
15253,2010,Diesel,Usados,8045774190,BMW,Nacional,143,207480,Carrinha,Série 3,Manual
15254,2018,Híbrido (Gasolina),Usados,8070660273,Porsche,Nacional,680,24900,Carrinha,,Automática
15255,2015,Diesel,Usados,8061834543,BMW,,135,49000,Sedan,Série 5,Automática
15256,2008,Diesel,Usados,8074558045,BMW,Importado,143,209000,Utilitário,Série 1,Manual
15257,2015,Diesel,Usados,8073243263,Jaguar,Importado,180,67725,Coupé,,Automática
15258,2006,Gasolina,Usados,8074561366,Mercedes-Benz,Nacional,163,59200,Cabrio,Classe SLK,Manual
15259,2011,Diesel,Usados,8073690745,MINI,,112,99000,Sedan,,Unknown
15260,2002,Diesel,Usados,8057868152,BMW,,183,270000,SUV / TT,Série X,Unknown
15261,2005,Diesel,Usados,8074576690,BMW,,218,213000,Carrinha,Série 5,Automática
15262,2014,Diesel,Usados,8068901535,Honda,,120,118000,Carrinha,,Manual
15263,2015,Diesel,Usados,8073726775,BMW,,190,124000,Sedan,Série 3,Automática
15264,2015,Diesel,Usados,8071849415,BMW,,143,150000,Sedan,Série 3,Automática
15265,2015,Diesel,Usados,8073787504,VW,,110,129790,Utilitário,,Manual
15266,2016,Diesel,Usados,8071843982,BMW,,116,129500,SUV / TT,Série 2,Automática
15267,2014,Diesel,Usados,8073719907,VW,,110,55700,Citadino,,Unknown
15268,2016,Diesel,Usados,8072216477,SEAT,,110,52750,Utilitário,,Manual
15269,2015,Diesel,Usados,8072221294,Opel,,110,141800,Carrinha,,Manual
15270,2007,Diesel,Usados,8072502368,BMW,Nacional,400,260000,Sedan,Série 5,Automática
15271,2008,Gasolina,Usados,8068693067,Citroën,Nacional,68,81000,Citadino,,Manual
15272,2010,Diesel,Usados,8073724102,Mercedes-Benz,,234,268000,Carrinha,Classe E,Automática
15273,2008,Diesel,Usados,8044609792,Audi,Nacional,240,227000,Coupé,,Automática
15274,2016,Eléctrico,Usados,8073759296,BMW,Importado,170,54000,Citadino,Série i,Automática
15275,2013,Diesel,Usados,8072876111,BMW,,190,185000,Coupé,Série 4,Automática
15276,2019,Gasolina,Usados,8073259585,Opel,,150,2500,Utilitário,,Unknown
15277,2010,Diesel,Usados,8074598715,Renault,,110,160000,Carrinha,,Unknown
15278,2017,Diesel,Usados,8072648530,Mercedes-Benz,,110,120000,Utilitário,Classe A,Unknown
15279,2017,Diesel,Usados,8062620221,Renault,Nacional,110,50000,Utilitário,,Manual
15280,2011,Híbrido (Gasolina),Usados,8074600560,Honda,,90,125000,Monovolume,,Unknown
15281,2012,Diesel,Usados,8071588403,Porsche,,245,106000,SUV / TT,,Automática
15282,2001,Gasolina,Usados,8074675713,Opel,Nacional,65,114000,Utilitário,,Manual
15283,2008,Diesel,Usados,8060800905,Peugeot,Nacional,90,171000,Carrinha,,Manual
15284,2010,Gasolina,Usados,8063912873,Mazda,,75,53000,Citadino,,Unknown
15285,2007,Gasolina,Usados,8049883535,BMW,,306,150000,Cabrio,Série 3,Automática
15286,2018,Diesel,Usados,8060362418,Audi,Nacional,90,12500,Citadino,,Manual
15287,2015,Diesel,Usados,8064827907,Mercedes-Benz,,110,35000,SUV / TT,Classe GLA,Manual
15288,2008,Gasolina,Usados,8074599108,Toyota,,68,115000,Pequeno citadino,,Unknown
15289,2017,Diesel,Usados,8057770524,Mercedes-Benz,Importado,170,87000,Carrinha,Classe C,Automática
15290,2008,Diesel,Usados,8071928259,BMW,Nacional,286,214013,SUV / TT,Série X,Automática
15291,2006,Gasolina,Usados,8073769171,Toyota,Nacional,68,100000,Pequeno citadino,,Manual
15292,2009,Diesel,Usados,8057774953,Chrysler,,163,146000,Monovolume,,Unknown
15293,2011,Diesel,Usados,8074600116,BMW,,184,216000,Carrinha,Série 5,Manual
15294,2011,Diesel,Usados,8073765174,BMW,Importado,143,210000,Carrinha,Série 3,Manual
15295,2010,Diesel,Usados,8073767923,Nissan,,190,103000,SUV / TT,,Automática
15296,1996,Gasolina,Usados,8069836067,Honda,Nacional,115,342000,Sedan,,Manual
15297,2013,Diesel,Usados,8061709125,Audi,,90,70000,Citadino,,Manual
15298,1998,Diesel,Usados,8073255893,Citroën,Nacional,60,300000,Carrinha,,Manual
15299,2014,Híbrido (Gasolina),Usados,8073764273,Lexus,,100,120000,Citadino,CT,Unknown
15300,2018,Diesel,Usados,8064545818,Mercedes-Benz,,170,74000,Coupé,Classe C,Automática
15301,2018,Diesel,Usados,8055873388,MINI,Nacional,190,16500,Utilitário,,Automática
15302,2008,Diesel,Usados,8063900147,Peugeot,,110,133500,Sedan,,Unknown
15303,1999,Diesel,Usados,8072516852,Suzuki,Nacional,89,217000,SUV / TT,,Manual
15304,2006,Gasolina,Usados,8043348790,Renault,Nacional,197,152000,Citadino,,Unknown
15305,2008,Diesel,Usados,8073942776,BMW,,177,177000,Cabrio,Série 3,Automática
15306,2014,Diesel,Usados,8062464319,SEAT,Importado,110,179900,Utilitário,,Manual
15307,2014,Diesel,Usados,8065237886,Renault,,90,120000,SUV / TT,,Manual
15308,1998,Diesel,Usados,8074603743,Audi,,110,500000,Sedan,,Unknown
15309,2013,Diesel,Usados,8039937044,VW,,105,160000,Utilitário,,Manual
15310,2014,Diesel,Usados,8045782052,Opel,Nacional,140,137000,Carrinha,,Manual
15311,2010,Diesel,Usados,8074431538,BMW,Nacional,184,89798,Sedan,Série 5,Manual
15312,2005,Diesel,Usados,8072365926,Opel,Nacional,100,333000,Utilitário,,Manual
15313,2015,Diesel,Usados,8068978776,Ford,,120,90000,Utilitário,,Manual
15314,2007,Diesel,Usados,8073580617,BMW,Nacional,286,240000,Coupé,Série 6,Automática
15315,2016,Diesel,Usados,8074605385,Peugeot,Nacional,120,77000,SUV / TT,,Manual
15316,2013,Diesel,Usados,8072162941,Opel,,95,150000,Citadino,,Manual
15317,2011,Diesel,Usados,8073230974,BMW,Nacional,184,260000,SUV / TT,Série X,Automática
15318,2011,Diesel,Usados,8067764619,Mercedes-Benz,,136,277783,Carrinha,Classe C,Manual
15319,2012,Gasolina,Usados,8074640049,Audi,,86,80000,Citadino,,Manual
15320,2011,Diesel,Usados,8064391091,Peugeot,,112,120650,Carrinha,,Semi-automática
15321,2009,Gasolina,Usados,8063232861,Porsche,,385,123000,Coupé,911 (Todos),Unknown
15322,2009,Gasolina,Usados,8050773654,MINI,Nacional,175,190000,Cabrio,,Manual
15323,2007,Diesel,Usados,8058966678,SEAT,,115,237000,Monovolume,,Unknown
15324,1995,Diesel,Usados,8074563289,BMW,,70,500000,Carrinha,Série 3,Manual
15325,2005,Diesel,Usados,8074677219,BMW,,163,100000,Sedan,Série 3,Unknown
15326,2009,Diesel,Usados,8063143031,Renault,Nacional,90,354500,Carrinha,,Manual
15327,2014,Diesel,Usados,8074514333,Peugeot,,115,128000,Carrinha,,Manual
15328,2015,Diesel,Usados,8065943977,VW,Importado,150,88000,Utilitário,,Automática
15329,2017,Diesel,Usados,8072098056,Mercedes-Benz,Nacional,136,38500,Carrinha,Classe C,Automática
15330,2009,Diesel,Usados,8062088669,BMW,Nacional,286,207000,SUV / TT,Série X,Automática
15331,2006,Diesel,Usados,8074604332,Audi,,140,253000,Carrinha,,Unknown
15332,2011,Diesel,Usados,8071230361,VW,,105,145000,Carrinha,,Manual
15333,2015,Diesel,Usados,8072160850,Mercedes-Benz,,177,78000,Carrinha,Classe CLA,Automática
15334,2014,Diesel,Usados,8069961165,BMW,,186,125000,SUV / TT,Série X,Manual
15335,2014,Diesel,Usados,8065160344,SEAT,,110,195000,Carrinha,,Manual
15336,2014,Diesel,Usados,8073260833,SEAT,Nacional,105,116000,Carrinha,,Manual
15337,2015,Diesel,Usados,8074513982,Mercedes-Benz,,110,109000,Carrinha,Classe CLA,Manual
15338,1994,Diesel,Usados,8063928985,Land Rover,,111,350000,SUV / TT,,Unknown
15339,2014,Diesel,Usados,8059949597,BMW,,380,105000,SUV / TT,Série X,Automática
15340,2017,Gasolina,Usados,8072863851,BMW,,431,34000,Coupé,Série 4,Automática
15341,2014,Eléctrico,Usados,8073892601,Tesla,,421,96000,Utilitário,,Automática
15342,2019,Gasolina,Usados,8061253159,BMW,Nacional,410,400,Coupé,Série 2,Automática
15343,2015,Diesel,Usados,8072553573,Renault,,110,35286,Citadino,,Manual
15344,2006,Diesel,Usados,8071929017,Audi,Nacional,140,235000,Carrinha,,Automática
15345,2011,Diesel,Usados,8054406550,Opel,Importado,125,140000,Utilitário,,Manual
15346,2017,Gasolina,Usados,8072531562,BMW,Nacional,370,22000,Coupé,Série 2,Automática
15347,2002,Diesel,Usados,8075055623,SEAT,,115,279475,Monovolume,,Automática
15348,2016,Gasolina,Usados,8072519376,Smart,Nacional,91,19412,Citadino,,Automática
15349,2017,Eléctrico,Usados,8074271797,Smart,Importado,82,16000,Pequeno citadino,,Automática
15350,2011,Diesel,Usados,8074607800,BMW,,143,179000,Carrinha,Série 3,Manual
15351,2019,Gasolina,Usados,8073688688,Opel,Nacional,130,1500,Utilitário,,Manual
15352,2010,Diesel,Usados,8073264142,Jaguar,Importado,275,210000,Sedan,,Automática
15353,1998,Diesel,Usados,8074524194,Mercedes-Benz,,95,669057,Carrinha,Classe C,Manual
15354,2017,Diesel,Usados,8074971964,Peugeot,,120,71600,SUV / TT,,Unknown
15355,2018,Diesel,Usados,8073913822,Honda,,120,41000,Utilitário,,Manual
15356,2016,Híbrido (Gasolina),Usados,8071475782,BMW,,313,70000,SUV / TT,Série X,Automática
15357,2012,Diesel,Usados,8072132631,Peugeot,Nacional,115,140400,Carrinha,,Automática
15358,2016,Diesel,Usados,8065476921,Renault,,110,119987,Monovolume,,Manual
15359,2019,Diesel,Usados,8072158030,Opel,Nacional,110,39000,Sedan,,Manual
15360,2001,Gasolina,Usados,8074122225,Peugeot,,110,199000,Citadino,,Unknown
15361,2008,Diesel,Usados,8050499139,VW,,140,161000,Sedan,,Manual
15362,2012,Híbrido (Diesel),Usados,8074762607,Peugeot,,200,160000,Carrinha,,Automática
15363,2009,Diesel,Usados,8074517385,VW,Nacional,105,150000,Utilitário,,Manual
15364,2011,Diesel,Usados,8073610252,Ford,,116,157900,Carrinha,,Manual
15365,2013,Diesel,Usados,8073611109,Opel,,92,161000,Carrinha,,Manual
15366,2015,Diesel,Usados,8074562422,BMW,Nacional,190,61000,Coupé,Série 4,Manual
15367,2006,Diesel,Usados,8073609607,VW,,105,336000,Utilitário,,Automática
15368,2009,GPL,Usados,8074762466,Mazda,,260,208,SUV / TT,,Manual
15369,2016,Diesel,Usados,8065488103,Renault,,95,103656,Citadino,,Manual
15370,2017,Diesel,Usados,8073446479,BMW,Nacional,313,30000,Cabrio,Série 6,Automática
15371,2015,Diesel,Usados,8070899411,Mercedes-Benz,Nacional,109,226000,Utilitário,Classe A,Manual
15372,2017,Diesel,Usados,8072863122,VW,,184,102000,Utilitário,,Unknown
15373,2012,Gasolina,Usados,8073964541,Porsche,,350,35000,Coupé,911 (Todos),Automática
15374,2011,Diesel,Usados,8072604693,Citroën,,92,107000,Citadino,,Manual
15375,2016,Diesel,Usados,8073791415,Mercedes-Benz,Nacional,204,48178,Coupé,Classe E,Manual
15376,1998,Gasolina,Usados,8073952965,Mercedes-Benz,,193,134000,Cabrio,Classe SLK,Unknown
15377,2015,Diesel,Usados,8052035383,Audi,,190,183000,Sedan,,Unknown
15378,2016,Gasolina,Usados,8074766143,VW,,75,40000,Citadino,,Manual
15379,2016,Diesel,Usados,8063949115,Mercedes-Benz,,204,146500,Carrinha,Classe C,Automática
15380,2005,Diesel,Usados,8060394197,Mazda,,110,195000,Citadino,,Unknown
15381,2015,Diesel,Usados,8074520696,BMW,Nacional,116,64000,Utilitário,Série 1,Manual
15382,2017,Diesel,Usados,8074124005,BMW,,150,128000,Carrinha,Série 3,Automática
15383,2015,Diesel,Usados,8072565913,Skoda,,110,168000,Carrinha,,Manual
15384,2010,Diesel,Usados,8062828833,Hyundai,Nacional,115,180500,Carrinha,,Manual
15385,2008,Diesel,Usados,8073605046,Fiat,,70,177200,Citadino,,Manual
15386,2012,Diesel,Usados,8050302973,Skoda,Nacional,105,186153,Sedan,,Manual
15387,2010,Diesel,Usados,8063384679,Mercedes-Benz,Nacional,136,139500,Carrinha,Classe C,Manual
15388,2013,Diesel,Usados,8073790712,Mercedes-Benz,,204,48000,Sedan,Classe E,Automática
15389,2010,Gasolina,Usados,8074766307,SEAT,Nacional,70,149109,Citadino,,Manual
15390,2008,Diesel,Usados,8075283355,Jeep,,140,169000,SUV / TT,,Unknown
15391,2016,Diesel,Usados,8074762995,Volvo,Nacional,190,88800,Carrinha,,Manual
15392,2002,Diesel,Usados,8074704396,Audi,,130,301000,Carrinha,,Manual
15393,2009,Gasolina,Usados,8071783152,Honda,Nacional,100,19000,Utilitário,,Manual
15394,2015,Diesel,Usados,8071606403,Ford,,120,101800,Carrinha,,Manual
15395,2018,Diesel,Usados,8057941974,BMW,Nacional,150,23000,SUV / TT,Série X,Automática
15396,2008,Diesel,Usados,8073960680,Renault,Nacional,150,210000,Carrinha,,Manual
15397,2010,Diesel,Usados,8073960222,Renault,,110,175000,Sedan,,Manual
15398,2000,Diesel,Usados,8074763177,Audi,Nacional,150,195000,Sedan,,Automática
15399,2011,Gasolina,Usados,8063911936,Nissan,,550,28000,Coupé,,Unknown
15400,2011,Diesel,Usados,8074766773,Renault,,130,206000,Monovolume,,Manual
15401,2003,Gasolina,Usados,8073966906,Porsche,,228,50000,Cabrio,,Automática
15402,2015,Gasolina,Usados,8072436712,VW,,75,87000,Citadino,,Manual
15403,2007,Diesel,Usados,8073968257,Renault,Nacional,85,199200,Utilitário,,Manual
15404,2007,Gasolina,Usados,8050502913,Porsche,,500,169000,SUV / TT,,Unknown
15405,2017,Diesel,Usados,8074965430,Nissan,,110,71545,SUV / TT,,Manual
15406,2003,Gasolina,Usados,8074126345,VW,Nacional,65,150000,Citadino,,Manual
15407,2016,Gasolina,Usados,8074967972,SEAT,,110,37953,Utilitário,,Manual
15408,2017,Diesel,Usados,8075345142,Mercedes-Benz,,109,68805,Utilitário,Classe A,Manual
15409,2010,Diesel,Usados,8056049737,Volvo,Nacional,163,118000,SUV / TT,,Manual
15410,2013,Diesel,Usados,8069254099,MINI,,112,96250,Citadino,,Manual
15411,2007,Diesel,Usados,8074769324,Chrysler,Nacional,110,151000,Monovolume,,Automática
15412,2010,Diesel,Usados,8074767813,Mercedes-Benz,Nacional,230,84000,Carrinha,Classe E,Automática
15413,2016,Gasolina,Usados,8073971641,SEAT,Importado,68,80580,Pequeno citadino,,Manual
15414,2016,Diesel,Usados,8074640977,Mercedes-Benz,Nacional,109,70000,Utilitário,Classe A,Manual
15415,2008,Gasolina,Usados,8073972025,Ford,,75,139000,Citadino,,Manual
15416,2008,Diesel,Usados,8073973912,Hyundai,,82,206000,Citadino,,Manual
15417,2018,Gasolina,Usados,8073435792,DS,Nacional,180,15600,SUV / TT,,Automática
15418,2017,Gasolina,Usados,8074966562,Nissan,,115,68697,SUV / TT,,Manual
15419,2016,Diesel,Usados,8074976774,Renault,,75,66091,Carrinha,,Manual
15420,2015,Diesel,Usados,8074039317,Mercedes-Benz,,110,41218,Utilitário,Classe CLA,Manual
15421,2014,Gasolina,Usados,8074967074,Fiat,,105,73571,Cabrio,,Manual
