,Ano de Registo,Combustível,Condição,ID,Marca,Origem,Potência,Quilómetros,Segmento,Série,Tipo de Caixa
4874,2014,Diesel,Usados,8064862685,Mercedes-Benz,,110,125000,Sedan,Classe CLA,Manual
4875,2005,Diesel,Usados,8075634994,Opel,Nacional,150,300000,Sedan,,Manual
4876,2015,Diesel,Usados,8075592774,BMW,Nacional,190,75000,Coupé,,Manual
4877,2017,Diesel,Usados,8069238803,BMW,Nacional,116,26000,Utilitário,Série 1,Automática
4878,2014,Diesel,Usados,8075592270,BMW,Nacional,143,97000,SUV / TT,,Manual
4879,2015,Diesel,Usados,8064762727,VW,Nacional,120,60736,Carrinha,,Manual
4880,2013,Diesel,Usados,8065794601,Mercedes-Benz,Importado,258,128766,SUV / TT,Classe M,Automática
4881,2019,Diesel,Usados,8060752323,Mercedes-Benz,Nacional,245,14000,Coupé,Classe C,Automática
4882,2018,Diesel,Usados,8064008490,BMW,Nacional,150,33753,Carrinha,Série 3,Automática
4883,2001,Diesel,Usados,8072862169,VW,,130,290852,Carrinha,,Manual
4884,2017,Diesel,Usados,8069640932,Mercedes-Benz,Nacional,136,78000,Carrinha,,Manual
4885,2010,Diesel,Usados,8075632669,MINI,Nacional,112,150000,Citadino,,Manual
4886,2018,Gasolina,Usados,8069634594,Fiat,Nacional,69,34189,Pequeno citadino,,Manual
4887,2010,Diesel,Usados,8075633197,Ford,Nacional,90,349000,Carrinha,,Manual
4888,2018,Diesel,Usados,8064013366,BMW,Nacional,150,26173,Carrinha,Série 3,Automática
4889,2014,Diesel,Usados,8059036374,BMW,,136,81497,Utilitário,Série 1,Manual
4890,2015,Diesel,Usados,8075633215,Peugeot,,120,149000,Carrinha,,Manual
4891,2009,Diesel,Usados,8066365011,Renault,Nacional,110,225000,Carrinha,,Manual
4892,2010,Diesel,Usados,8073122804,Nissan,,110,74430,SUV / TT,,Manual
4893,2004,Diesel,Usados,8072829408,Peugeot,Nacional,136,350000,Sedan,,Manual
4894,2000,Diesel,Usados,8072884712,BMW,Nacional,136,380000,Carrinha,Série 3,Manual
4895,2008,Diesel,Usados,8059905599,Mercedes-Benz,Nacional,170,209455,Sedan,Classe C,Automática
4896,2013,Diesel,Usados,8072831174,Volvo,,115,180000,Utilitário,,Manual
4897,2016,Diesel,Usados,8072378233,BMW,,190,144500,Sedan,Série 3,Unknown
4898,2011,Diesel,Usados,8075631883,Audi,Nacional,170,264600,Carrinha,,Manual
4899,2011,Diesel,Usados,8072830018,Renault,,110,121000,Carrinha,,Manual
4900,2013,Gasolina,Usados,8075632428,Ford,Importado,178,133000,Sedan,,Automática
4901,2015,Híbrido (Gasolina),Usados,8069770492,Audi,Nacional,204,57000,Utilitário,,Automática
4902,2019,Diesel,Usados,8069640959,VW,Nacional,115,16000,Utilitário,,Manual
4903,2012,Diesel,Usados,8072944072,Ford,,115,91000,Utilitário,,Manual
4904,2018,Gasolina,Usados,8064861513,Opel,Nacional,105,14882,Carrinha,,Manual
4905,2016,Diesel,Usados,8069636662,Mercedes-Benz,,204,40000,Coupé,Classe C,Automática
4906,2015,Diesel,Usados,8064861906,Ford,Nacional,120,116550,Carrinha,,Manual
4907,2007,Diesel,Usados,8066366416,Renault,Nacional,85,233000,Citadino,,Manual
4908,2016,Diesel,Usados,8072828835,Opel,Nacional,110,53000,Carrinha,,Manual
4909,2001,Diesel,Usados,8058156705,Renault,,105,236000,Monovolume,,Manual
4910,2018,Diesel,Usados,8059037929,BMW,,190,42082,Sedan,Série 5,Automática
4911,2015,Diesel,Usados,8064979184,Mercedes-Benz,,136,127000,Carrinha,Classe C,Automática
4912,2018,Diesel,Usados,8075631407,Fiat,Nacional,120,60000,Carrinha,,Manual
4913,2015,Diesel,Usados,8071674940,VW,Nacional,150,200000,Carrinha,,Manual
4914,2012,Diesel,Usados,8074036360,Renault,,110,147000,Carrinha,,Unknown
4915,2015,Diesel,Usados,8046422515,Mercedes-Benz,,109,106000,SUV / TT,Classe GLA,Manual
4916,2003,Gasolina,Usados,8073099233,MG,,115,155000,Cabrio,,Manual
4917,2019,Gasolina,Usados,8074317369,Opel,Nacional,83,9000,SUV / TT,,Manual
4918,2016,Diesel,Usados,8075630647,Mercedes-Benz,,170,82000,Coupé,Classe C,Automática
4919,2018,Híbrido (Gasolina),Usados,8066332508,Toyota,Nacional,136,37000,Utilitário,,Automática
4920,2007,Diesel,Usados,8075630836,BMW,,235,185000,SUV / TT,Série X,Automática
4921,2006,Diesel,Usados,8075629947,Peugeot,Nacional,136,133000,Carrinha,,Manual
4922,2016,Diesel,Usados,8065750116,Mercedes-Benz,,110,82000,Utilitário,Classe A,Automática
4923,2017,Diesel,Usados,8074036546,Renault,,90,108000,Citadino,,Unknown
4924,2014,Diesel,Usados,8075591026,Peugeot,Importado,120,172000,Carrinha,,Manual
4925,2015,Diesel,Usados,8075630482,BMW,Nacional,150,172000,Carrinha,Série 3,Manual
4926,2009,Diesel,Usados,8035421518,Audi,Nacional,170,180000,Sedan,,Manual
4927,2013,Diesel,Usados,8024027826,Mercedes-Benz,Nacional,170,106357,Utilitário,Classe A,Automática
4928,2014,Diesel,Usados,8073090536,Ford,Nacional,120,205428,Carrinha,,Manual
4929,2014,Diesel,Usados,8067878502,BMW,Nacional,260,90000,Sedan,Série 7,Automática
4930,2018,Gasolina,Usados,8073120139,SEAT,Nacional,115,44772,Citadino,,Manual
4931,2015,Híbrido (Gasolina),Usados,8075630810,Toyota,,100,35000,Citadino,,Automática
4932,2019,Diesel,Usados,8073120542,Opel,Nacional,110,12387,Sedan,,Manual
4933,2012,Diesel,Usados,8072384295,Dacia,Nacional,90,186000,Carrinha,,Manual
4934,2001,Diesel,Usados,8075631385,Audi,,180,220000,Carrinha,,Automática
4935,2018,Diesel,Usados,8073120678,Opel,Nacional,136,11923,Sedan,,Manual
4936,2007,Diesel,Usados,8070962461,Ford,,115,246000,Monovolume,,Manual
4937,2014,Diesel,Usados,8052482774,Ford,Nacional,115,116475,Monovolume,,Manual
4938,2006,Diesel,Usados,8075630789,Smart,Nacional,41,129291,Citadino,,Automática
4939,2018,Diesel,Usados,8073120119,SEAT,Nacional,115,55760,Carrinha,,Manual
4940,2017,Gasolina,Usados,8074037200,Peugeot,,68,55000,Pequeno citadino,,Manual
4941,2011,Gasolina,Usados,8074298640,SEAT,Nacional,180,123000,Coupé,,Automática
4942,2008,Diesel,Usados,8067341894,BMW,,143,174000,Carrinha,Série 3,Manual
4943,2015,Diesel,Usados,8074282421,Renault,Nacional,90,192819,Carrinha,,Manual
4944,2015,Diesel,Usados,8071080634,Renault,Nacional,110,189498,Carrinha,,Manual
4945,2012,Gasolina,Usados,8057570751,MINI,,120,45000,Coupé,,Manual
4946,2002,Diesel,Usados,8059054195,Hyundai,Nacional,80,250000,Utilitário,,Manual
4947,2014,Diesel,Usados,8075591033,Volvo,Importado,114,153000,Utilitário,,Manual
4948,2010,Diesel,Usados,8073888157,Citroën,Nacional,95,188000,Citadino,,Manual
4949,2015,Diesel,Usados,8071240038,Opel,,110,124985,Carrinha,,Manual
4950,2014,Diesel,Usados,8071240195,Peugeot,,120,206265,Carrinha,,Manual
4951,2017,Gasolina,Usados,8071240089,Opel,,105,60527,Utilitário,,Manual
4952,2006,Diesel,Usados,8061706363,Citroën,Nacional,110,230000,Carrinha,,Manual
4953,2019,Gasolina,Usados,8075617140,SEAT,Nacional,115,18342,Citadino,,Automática
4954,2012,Diesel,Usados,8045996713,Skoda,Nacional,105,117898,Carrinha,,Manual
4955,2007,Gasolina,Usados,8070286426,Smart,Nacional,84,128000,Citadino,,Automática
4956,2017,Gasolina,Usados,8072876681,Renault,Nacional,90,30479,Citadino,,Manual
4957,2009,Diesel,Usados,8072721674,Fiat,Nacional,75,126000,Citadino,,Manual
4958,2018,Diesel,Usados,8069822625,Nissan,Nacional,130,59500,SUV / TT,,Manual
4959,2014,Diesel,Usados,8034033279,Skoda,Nacional,90,167317,Carrinha,,Manual
4960,2007,Gasolina,Usados,8075629361,Opel,,80,160791,Citadino,,Manual
4961,2006,Gasolina,Usados,8074238238,Mitsubishi,Nacional,70,154000,Citadino,,Manual
4962,2019,Gasolina,Usados,8073269365,Nissan,Nacional,100,123,Citadino,,Manual
4963,2016,Diesel,Usados,8075591008,MINI,Importado,95,126000,Citadino,,Manual
4964,2017,Diesel,Usados,8073909027,SEAT,Nacional,115,129695,Carrinha,,Manual
4965,2011,Diesel,Usados,8074311490,BMW,Importado,143,187000,Coupé,Série 1,Manual
4966,1997,Diesel,Usados,8058179932,Mercedes-Benz,Nacional,95,350000,Sedan,Classe E,Manual
4967,2000,Gasolina,Usados,8075630245,SEAT,Nacional,101,140113,Citadino,,Manual
4968,2015,Diesel,Usados,8075591016,Peugeot,Importado,120,130730,SUV / TT,,Manual
4969,2015,Diesel,Usados,8063237495,Renault,Nacional,90,113941,Carrinha,,Manual
4970,2008,Gasolina,Usados,8064843314,Honda,Nacional,80,154000,Citadino,,Manual
4971,2014,Diesel,Usados,8071240167,Peugeot,,120,168109,Carrinha,,Manual
4972,2015,Diesel,Usados,8071240019,Opel,,110,157901,Carrinha,,Manual
4973,2014,Diesel,Usados,8073117328,Mercedes-Benz,Nacional,204,98814,Carrinha,Classe CLS,Automática
4974,2018,Diesel,Usados,8073117687,Opel,Nacional,134,16056,Monovolume,,Manual
4975,2019,Gasolina,Usados,8074311951,MINI,,136,4527,Citadino,,Automática
4976,2004,Diesel,Usados,8073120860,Renault,Nacional,105,280000,Carrinha,,Manual
4977,2018,Diesel,Usados,8074313465,Nissan,Nacional,110,49524,SUV / TT,,Manual
4978,2016,Diesel,Usados,8074315817,BMW,,116,120992,SUV / TT,Série X,Manual
4979,2018,Diesel,Usados,8074313056,Mercedes-Benz,,116,26500,Utilitário,Classe A,Automática
4980,2008,Diesel,Usados,8071239955,Opel,Nacional,90,172021,Carrinha,,Manual
4981,2008,Gasolina,Usados,8073119399,Smart,Nacional,60,165000,Citadino,,Automática
4982,2018,Diesel,Usados,8074310852,Alfa Romeo,Nacional,150,16259,Sedan,,Manual
4983,2018,Gasolina,Usados,8074310492,Peugeot,Nacional,72,35000,Pequeno citadino,,Manual
4984,2016,Diesel,Usados,8071114800,SEAT,Nacional,150,88203,Monovolume,,Automática
4985,2015,Diesel,Usados,8071116200,Mercedes-Benz,Nacional,258,77500,Sedan,Classe S,Automática
4986,2018,Diesel,Usados,8074313751,Audi,Nacional,90,16500,Citadino,,Manual
4987,2019,Diesel,Usados,8071114337,Mercedes-Benz,Nacional,194,10300,Cabrio,Classe E,Automática
4988,2015,Diesel,Usados,8071240002,Peugeot,,120,133874,Carrinha,,Manual
4989,2019,Gasolina,Usados,8071118320,Renault,Nacional,90,13109,Citadino,,Manual
4990,2016,Gasolina,Usados,8075629464,Ford,,140,55592,Utilitário,,Manual
4991,2009,Diesel,Usados,8075629558,Audi,Nacional,105,170641,Utilitário,,Manual
4992,2019,Diesel,Usados,8074313183,Peugeot,,100,14500,SUV / TT,,Manual
4993,2019,Diesel,Usados,8071114834,Mercedes-Benz,Nacional,109,31000,Utilitário,Classe A,Automática
4994,2004,Diesel,Usados,8074320172,SEAT,Nacional,130,240000,Citadino,,Manual
4995,2010,Diesel,Usados,8072884491,BMW,Nacional,184,165000,Cabrio,Série 3,Manual
4996,2010,Diesel,Usados,8061931998,Renault,,110,180000,Carrinha,,Manual
4997,2019,Diesel,Usados,8074313854,Renault,Nacional,90,14829,Carrinha,,Manual
4998,2010,Gasolina,Usados,8072495773,Audi,Nacional,130,80000,Citadino,,Automática
4999,2015,Diesel,Usados,8071120535,Peugeot,Nacional,100,64431,SUV / TT,,Manual
5000,1990,Gasolina,Usados,8071116719,Mercedes-Benz,Nacional,231,257810,Cabrio,Classe SL,Manual
5001,2009,Diesel,Usados,8073994059,VW,Nacional,110,230000,Carrinha,,Manual
5002,2016,Diesel,Usados,8066355845,Renault,Nacional,90,99589,Carrinha,,Manual
5003,2018,Diesel,Usados,8063375814,Mercedes-Benz,,245,20600,Coupé,Classe CLS,Automática
5004,2018,Diesel,Usados,8066364024,Peugeot,Nacional,100,78761,Carrinha,,Manual
5005,2017,Diesel,Usados,8066357284,Fiat,Nacional,95,61922,Pequeno citadino,,Manual
5006,2017,Gasolina,Usados,8064856183,Opel,Nacional,75,65434,Pequeno citadino,,Manual
5007,2018,Diesel,Usados,8073034223,VW,Nacional,110,34000,Utilitário,,Automática
5008,2014,Diesel,Usados,8067908717,VW,,105,136779,Carrinha,,Manual
5009,2018,Diesel,Usados,8066359873,BMW,Nacional,116,18000,Utilitário,Série 1,Manual
5010,1995,Gasolina,Usados,8069633075,Dodge,,220,123403,SUV / TT,,Automática
5011,2018,Diesel,Usados,8069629764,Dacia,Nacional,90,30102,Utilitário,,Manual
5012,2019,Gasolina,Usados,8069635354,Nissan,Nacional,100,5530,Citadino,,Manual
5013,2019,Gasolina,Usados,8064853712,Smart,Nacional,71,16270,Citadino,,Automática
5014,2016,Diesel,Usados,8075737998,Mercedes-Benz,Nacional,136,56000,Citadino,Classe A,Automática
5015,2018,Diesel,Usados,8067902091,Mercedes-Benz,Nacional,136,33792,Sedan,Classe C,Automática
5016,2018,Diesel,Usados,8067900057,Mercedes-Benz,Nacional,136,32576,Sedan,Classe C,Automática
5017,2018,Diesel,Usados,8071113720,Mercedes-Benz,,110,28000,Carrinha,Classe CLA,Automática
5018,2015,Diesel,Usados,8067899244,BMW,,190,108000,SUV / TT,Série X,Manual
5019,2010,Híbrido (Gasolina),Usados,8066363692,BMW,,449,83772,Sedan,Série 7,Unknown
5020,2019,Gasolina,Usados,8069631182,Smart,Nacional,90,12000,Citadino,,Automática
5021,2017,Diesel,Usados,8066363288,Fiat,Nacional,85,59907,Citadino,,Manual
5022,2013,Diesel,Usados,8069630243,Opel,Nacional,95,63437,Citadino,,Manual
5023,2018,Diesel,Usados,8067896139,Mercedes-Benz,Nacional,136,32792,Sedan,Classe C,Automática
5024,2019,Diesel,Usados,8066364510,Mercedes-Benz,Nacional,170,14700,SUV / TT,Classe GLA,Automática
5025,2019,Diesel,Usados,8069631509,BMW,,116,15004,Monovolume,Série 2,Manual
5026,2014,Gasolina,Usados,8069639045,Audi,Nacional,211,99693,SUV / TT,,Automática
5027,2017,Diesel,Usados,8063376474,SEAT,Nacional,110,132468,Carrinha,,Manual
5028,2019,Eléctrico,Usados,8071116705,Smart,,82,4802,Pequeno citadino,,Automática
5029,1970,Gasolina,Usados,8064854482,Mercedes-Benz,,150,255000,Sedan,,Manual
5030,2018,Gasolina,Usados,8069630669,MINI,,102,31500,Citadino,,Manual
5031,2017,Gasolina,Usados,8071111947,Opel,Nacional,70,50048,Pequeno citadino,,Manual
5032,2016,Diesel,Usados,8066354839,BMW,Importado,190,191000,Utilitário,Série 1,Automática
5033,2014,Diesel,Usados,8066363571,Skoda,Nacional,75,105476,Carrinha,,Manual
5034,2007,Gasolina,Usados,8066324555,Aston Martin,Nacional,385,60000,Cabrio,,Automática
5035,2019,Diesel,Usados,8051532961,VW,,115,11750,Carrinha,,Automática
5036,2017,Diesel,Usados,8060747708,Renault,,110,53091,Carrinha,,Manual
5037,2015,Diesel,Usados,8059035919,BMW,Nacional,190,103342,Cabrio,Série 4,Unknown
5038,2019,Gasolina,Usados,8061974218,Mercedes-Benz,Nacional,306,5658,Utilitário,Classe A,Automática
5039,2018,Gasolina,Usados,8060750898,Peugeot,Nacional,110,17000,SUV / TT,,Manual
5040,2018,Diesel,Usados,8060748763,BMW,Nacional,150,36076,Carrinha,Série 3,Automática
5041,1978,Gasolina,Usados,8060752609,Volvo,Nacional,90,185132,Sedan,,Manual
5042,2019,Diesel,Usados,8058953774,Mercedes-Benz,Nacional,204,4000,SUV / TT,Classe GLC,Automática
5043,2016,Diesel,Usados,8046511108,Ford,Nacional,120,113130,Carrinha,,Manual
5044,2017,Diesel,Usados,8053808418,BMW,Nacional,150,79000,Carrinha,Série 3,Automática
5045,2018,Diesel,Usados,8051534432,Renault,Nacional,110,31908,SUV / TT,,Manual
5046,2017,Diesel,Usados,8072375656,MINI,Importado,95,71137,Citadino,,Manual
5047,2019,Diesel,Usados,8075627593,Peugeot,Nacional,100,10670,Carrinha,,Manual
5048,2019,Gasolina,Usados,8075627649,Peugeot,Nacional,80,20555,Citadino,,Manual
5049,2016,Diesel,Usados,8075627783,VW,Nacional,150,96700,Sedan,,Unknown
5050,2015,Diesel,Usados,8046426476,Mercedes-Benz,Nacional,136,77500,Carrinha,Classe CLA,Automática
5051,2015,Diesel,Usados,8060770944,SEAT,,105,146000,Utilitário,,Manual
5052,2017,Diesel,Usados,8075628398,Alfa Romeo,,210,65000,SUV / TT,,Unknown
5053,1969,Gasolina,Usados,8075627627,Opel,,45,50000,Coupé,,Unknown
5054,2012,Diesel,Usados,8030968689,Audi,Nacional,204,119060,Sedan,,Automática
5055,2019,Diesel,Usados,8075627886,BMW,,116,27000,SUV / TT,,Manual
5056,2015,Diesel,Usados,8046419020,Mercedes-Benz,Nacional,136,71500,Utilitário,Classe CLA,Manual
5057,2010,Gasolina,Usados,8074277793,Opel,Nacional,85,138523,Utilitário,,Manual
5058,2018,Diesel,Usados,8075627714,Mercedes-Benz,,194,47400,Carrinha,Classe C,Automática
5059,2015,Diesel,Usados,8046426666,Mercedes-Benz,Nacional,136,66000,Carrinha,Classe CLA,Automática
5060,2002,Diesel,Usados,8075627211,Mercedes-Benz,,116,188000,Sedan,Classe C,Unknown
5061,2017,Diesel,Usados,8059582957,Mercedes-Benz,,109,97000,Utilitário,Classe A,Automática
5062,2018,Diesel,Usados,8037288139,Volvo,,190,34000,Carrinha,,Automática
5063,2018,Diesel,Usados,8037287696,Volvo,,120,15000,Carrinha,,Manual
5064,2003,Diesel,Usados,8074278343,VW,Nacional,130,385231,Citadino,,Manual
5065,2018,Diesel,Usados,8037287962,Volvo,,150,20500,Carrinha,,Automática
5066,2018,Diesel,Usados,8037322821,Volvo,Nacional,150,20500,Utilitário,,Manual
5067,2011,Diesel,Usados,8037897974,Ford,Nacional,95,170884,Monovolume,,Manual
5068,2016,Diesel,Usados,8031435657,Opel,Nacional,95,119000,Citadino,,Manual
5069,2017,Diesel,Usados,8041144185,Volvo,Nacional,200,42217,Carrinha,,Automática
5070,2019,Diesel,Usados,8075627769,BMW,,116,21000,SUV / TT,,Manual
5071,2000,Gasolina,Usados,8045935882,Porsche,,250,126000,Cabrio,,Semi-automática
5072,2016,Diesel,Usados,8075628660,Mercedes-Benz,,136,180000,Carrinha,Classe CLA,Unknown
5073,2016,Diesel,Usados,8046419628,Mercedes-Benz,Nacional,136,43500,Utilitário,Classe CLA,Manual
5074,2017,Eléctrico,Usados,8069968465,BMW,,170,47600,Utilitário,Série i,Automática
5075,2018,Gasolina,Usados,8075626259,Renault,Nacional,90,26000,Citadino,,Manual
5076,2018,Híbrido (Gasolina),Usados,8075627454,Toyota,Nacional,136,18000,Utilitário,,Automática
5077,2019,Diesel,Usados,8075626636,BMW,,116,32000,SUV / TT,,Manual
5078,2019,Diesel,Usados,8075627348,BMW,,150,22000,Utilitário,,Manual
5079,2019,Diesel,Usados,8075627387,BMW,,116,39000,SUV / TT,,Manual
5080,2019,Gasolina,Usados,8075627575,Peugeot,Nacional,80,18182,Citadino,,Manual
5081,2016,Diesel,Usados,8064476845,BMW,,116,98500,Utilitário,Série 1,Manual
5082,2010,Diesel,Usados,8075626484,Nissan,Nacional,109,130000,SUV / TT,,Manual
5083,2009,Diesel,Usados,8069338292,Volvo,Nacional,136,252000,Carrinha,,Manual
5084,2019,Diesel,Usados,8075627596,BMW,,116,19000,SUV / TT,,Manual
5085,2017,Diesel,Usados,8074294375,Ford,Nacional,120,130200,Carrinha,,Manual
5086,2013,Diesel,Usados,8066056690,Fiat,,90,78000,Citadino,,Manual
5087,2005,Diesel,Usados,8063068509,Opel,Nacional,90,280000,Carrinha,,Manual
5088,2016,Diesel,Usados,8061663724,SEAT,,110,88000,Utilitário,,Manual
5089,2019,Diesel,Usados,8075626523,BMW,,150,24000,Utilitário,,Manual
5090,2006,Diesel,Usados,8063764760,Jaguar,,207,252000,Sedan,,Automática
5091,2005,Diesel,Usados,8039881228,Mercedes-Benz,Nacional,140,180000,Utilitário,Classe A,Manual
5092,2015,Diesel,Usados,8075626319,Peugeot,,115,155000,Monovolume,,Manual
5093,2002,Diesel,Usados,8074233177,BMW,Nacional,150,70000,Sedan,Série 3,Automática
5094,2017,Gasolina,Usados,8074305340,Porsche,,299,17500,Cabrio,,Manual
5095,2011,Gasolina,Usados,8071571993,Citroën,,68,141000,Pequeno citadino,,Manual
5096,2004,Diesel,Usados,8075626275,Renault,,80,240000,Utilitário,,Manual
5097,1999,Gasolina,Usados,8063820896,Mercedes-Benz,,193,215000,Coupé,Classe CLK,Manual
5098,2018,Diesel,Usados,8075627614,Ford,Nacional,120,16023,Utilitário,,Manual
5099,2019,Gasolina,Usados,8075627425,Ford,Nacional,100,5269,Citadino,,Manual
5100,2017,Diesel,Usados,8062252312,DS,,100,35900,Citadino,,Manual
5101,2017,Diesel,Usados,8067597507,Mercedes-Benz,,194,83900,Carrinha,Classe E,Automática
5102,2005,Diesel,Usados,8071567303,Citroën,Nacional,110,362000,Monovolume,,Manual
5103,2012,Diesel,Usados,8066160872,BMW,Nacional,315,161000,Coupé,Série 6,Automática
5104,2019,Diesel,Usados,8075626586,BMW,,150,25000,Utilitário,,Manual
5105,2004,Gasolina,Usados,8073115128,Porsche,,228,201000,Cabrio,,Manual
5106,2018,Diesel,Usados,8059666100,Peugeot,Nacional,100,95465,Carrinha,,Manual
5107,2015,Diesel,Usados,8075625556,Volvo,Importado,115,103132,Utilitário,,Manual
5108,2007,Gasolina,Usados,8073445602,Fiat,,75,168000,Citadino,,Manual
5109,2011,Diesel,Usados,8075625147,MINI,Importado,90,103746,Citadino,,Manual
5110,2019,Diesel,Usados,8075626038,MINI,,116,25000,Utilitário,,Manual
5111,2019,Diesel,Usados,8075626207,MINI,,116,24000,Utilitário,,Manual
5112,2007,Gasolina,Usados,8074426424,Porsche,Nacional,355,76138,Cabrio,911 (Todos),Automática
5113,2013,Diesel,Usados,8075625754,Opel,,160,178000,Carrinha,,Manual
5114,2005,Gasolina,Usados,8075619132,Chevrolet,Nacional,94,325051,Utilitário,,Manual
5115,2019,Diesel,Usados,8075626342,Austin Morris,,170,15000,Pequeno citadino,,Automática
5116,2014,Diesel,Usados,8073867000,BMW,,258,88000,SUV / TT,Série X,Automática
5117,2006,Diesel,Usados,8074426391,Toyota,Nacional,90,197000,Utilitário,,Manual
5118,2011,Diesel,Usados,8069769133,Volvo,Nacional,115,129000,Sedan,,Manual
5119,2019,Diesel,Usados,8075626145,MINI,,116,22500,Utilitário,,Manual
5120,2016,Diesel,Usados,8074426548,Mercedes-Benz,,190,138000,Carrinha,Classe E,Automática
5121,2019,Gasolina,Usados,8075625494,Nissan,Nacional,100,1512,Citadino,,Manual
5122,2018,Gasolina,Usados,8066274107,Renault,Nacional,72,39898,Citadino,,Manual
5123,2012,Diesel,Usados,8069769413,BMW,,184,179000,Carrinha,Série 5,Automática
5124,2002,Diesel,Usados,8075625896,Mercedes-Benz,Nacional,143,385000,Carrinha,Classe C,Manual
5125,2005,Gasolina,Usados,8073112986,Citroën,Nacional,65,178000,Pequeno citadino,,Manual
5126,2019,Gasolina,Usados,8074292424,Renault,Nacional,90,2873,SUV / TT,,Manual
5127,2019,Gasolina,Usados,8074292359,Renault,Nacional,90,4372,SUV / TT,,Manual
5128,2014,Diesel,Usados,8075626162,BMW,,116,39000,Citadino,Série 1,Manual
5129,2004,Gasolina,Usados,8075625610,Smart,Nacional,62,120445,Cabrio,,Semi-automática
5130,2014,Diesel,Usados,8052448109,Mercedes-Benz,,136,38000,Carrinha,Classe C,Manual
5131,2012,Diesel,Usados,8075625641,Audi,Nacional,140,155800,Sedan,,Unknown
5132,2016,Gasolina,Usados,8075607016,Renault,Nacional,90,79900,Carrinha,,Manual
5133,2012,Diesel,Usados,8075619752,Land Rover,,150,183000,SUV / TT,,Manual
5134,2018,Diesel,Usados,8061661491,Audi,Importado,90,31917,Citadino,,Manual
5135,2011,Diesel,Usados,8074298975,Nissan,Nacional,110,121349,SUV / TT,,Manual
5136,2018,Diesel,Usados,8074313134,BMW,,231,40000,SUV / TT,Série X,Automática
5137,2015,Híbrido (Gasolina),Usados,8069762780,VW,,204,57733,Utilitário,,Automática
5138,2007,Diesel,Usados,8075624884,Ford,,140,150154,Monovolume,,Manual
5139,2011,Diesel,Usados,8075625134,MINI,Nacional,112,150000,Utilitário,,Manual
5140,2003,Diesel,Usados,8074309027,Hyundai,Nacional,112,208000,SUV / TT,,Manual
5141,2002,Diesel,Usados,8075624667,VW,,130,549000,Utilitário,,Manual
5142,2014,Diesel,Usados,8075625019,BMW,,143,116544,Coupé,Série 2,Automática
5143,2015,Diesel,Usados,8075625173,BMW,Nacional,143,190000,Sedan,Série 3,Automática
5144,2015,Diesel,Usados,8072378815,Renault,Nacional,110,78000,Carrinha,,Manual
5145,2014,Híbrido (Gasolina),Usados,8055754568,Lexus,,223,129000,Sedan,IS,Automática
5146,2017,Gasolina,Usados,8075624632,VW,Nacional,75,16646,Pequeno citadino,,Manual
5147,2008,Diesel,Usados,8074425340,BMW,Nacional,177,249000,Coupé,Série 3,Manual
5148,2011,Diesel,Usados,8061742864,Smart,Nacional,55,205000,Pequeno citadino,,Automática
5149,2014,Diesel,Usados,8073695478,SEAT,Nacional,105,157000,Carrinha,,Manual
5150,2016,Gasolina,Usados,8069762743,MINI,Nacional,102,57959,Citadino,,Manual
5151,1998,Diesel,Usados,8071234362,Mercedes-Benz,,95,220851,Sedan,Classe C,Manual
5152,2015,Diesel,Usados,8075624946,Renault,,160,108000,Monovolume,,Automática
5153,2008,Diesel,Usados,8074217238,Peugeot,Nacional,90,270000,Carrinha,,Manual
5154,2015,Diesel,Usados,8073692678,BMW,,116,143000,Citadino,Série 1,Manual
5155,2015,Diesel,Usados,8071234378,Ford,,95,207627,Utilitário,,Manual
5156,2017,Diesel,Usados,8075623913,Renault,Nacional,90,48000,Citadino,,Manual
5157,2016,Diesel,Usados,8075624717,Renault,Importado,110,114000,SUV / TT,,Automática
5158,2012,Diesel,Usados,8074306587,Mitsubishi,Nacional,116,120000,SUV / TT,,Manual
5159,2015,Diesel,Usados,8073868006,Mercedes-Benz,,170,145000,Carrinha,Classe C,Automática
5160,2015,Diesel,Usados,8071234342,Ford,,95,124754,Citadino,,Manual
5161,2012,Diesel,Usados,8028516429,Citroën,Importado,90,149000,Citadino,,Manual
5162,2016,Diesel,Usados,8074306308,Peugeot,Nacional,120,75000,Carrinha,,Manual
5163,2015,Híbrido (Gasolina),Usados,8060831827,VW,,204,72599,Utilitário,,Automática
5164,2015,Diesel,Usados,8074216950,Citroën,,115,77000,Utilitário,,Automática
5165,2006,Diesel,Usados,8071218116,Ford,Nacional,110,215168,Monovolume,,Manual
5166,2015,Diesel,Usados,8071233986,Jaguar,,180,55585,Sedan,,Automática
5167,2010,Diesel,Usados,8056185033,BMW,Nacional,143,178000,Utilitário,Série 1,Manual
5168,2009,Diesel,Usados,8071234160,MINI,,112,145336,Citadino,,Manual
5169,2014,Diesel,Usados,8060436284,VW,,75,149000,Citadino,,Manual
5170,2018,Gasolina,Usados,8043715096,Fiat,,69,6356,Cabrio,,Manual
5171,2013,Diesel,Usados,8073111237,Renault,,90,151235,Utilitário,,Manual
5172,2008,Diesel,Usados,8071234080,Ford,Nacional,90,188409,Monovolume,,Manual
5173,2012,Diesel,Usados,8071234102,Land Rover,Nacional,190,61454,SUV / TT,,Manual
5174,2014,Diesel,Usados,8027652375,Mercedes-Benz,,170,170000,Sedan,Classe E,Manual
